a_mid,A_local,A_local_minus_Areq,rel_dE,mask_plateau_0p01,mask_plateau_0p02,mask_plateau_0p04,mask_plateau_0p06,mask_plateau_0p08,mask_plateau_0p10,mask_plateau_0p12,mask_plateau_0p14,mask_plateau_0p16
0.038960920016816204,0.11752878016163078,0.037951308615683105,0.05453193312200295,0,0,1,1,1,1,1,1,1
0.04295380242064193,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.047355892560935364,0.2036542079292614,0.12407673638331372,0.09994318549371484,0,0,0,1,1,1,1,1,1
0.05220912780390209,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.0575597434371395,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.06345871313907876,0.16281200407205945,0.08323453252611178,0.08877205987061987,0,0,0,0,1,1,1,1,1
0.06996223458962683,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.07713226484827256,0.13556450180853066,0.05598703026258299,0.08111643023791927,0,0,0,0,1,1,1,1,1
0.0850371106000403,0.1160856553859323,0.03650818383998462,0.07559288476224126,0,0,0,0,0,1,1,1,1
0.09375207889238375,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.10336019456239126,0.10146236810338809,0.021884896557440414,0.07147333980741247,0,0,0,0,0,0,1,1,1
0.11395299118901213,0.09007623179818075,0.010498760252233078,0.06833684336139867,0,0,0,0,0,0,1,1,1
0.12563138310546398,0.08095622053190599,0.001378748985958314,0.06592285498183723,0,0,0,0,0,0,0,1,1
0.13850662677921666,0.07348444064789529,-0.006093030898052382,0.0640616956081346,0,0,0,0,0,0,0,1,1
0.1527013807183251,0.06804331319799108,-0.011534158347956597,0.0633783994643398,0,0,0,0,0,0,0,0,1
0.16835087400151572,0.11859814350865529,0.039020671962707615,0.11794228475693753,0,0,0,0,0,0,0,0,0
0.18560419456425392,0.05348892854886267,-0.026088542997085004,0.06030572476773945,0,0,0,0,0,0,0,0,0
0.20462570951390052,0.09701918719268707,0.017441715646739395,0.11640340746748011,0,0,0,0,0,0,0,0,0
0.2255966310048652,0.08608966266580437,0.0065121911198566945,0.11689744940728909,0,0,0,0,0,0,0,0,0
0.24871674259137033,0.07725779241090644,-0.0023196791350412332,0.11879145027903408,0,0,0,0,0,0,0,0,0
0.27420630250425987,0.06996389933001983,-0.009613572215927846,0.12207822167743716,0,0,0,0,0,0,0,0,0
0.3023081419837898,0.06383142776704842,-0.015746043778899252,0.12686532145207802,0,0,0,0,0,0,0,0,0
0.3332899786585738,0.08616152722955218,0.006584055683604512,0.19612841391789368,0,0,0,0,0,0,0,0,0
