x_m,y_m,z_m,Bx_real_T,By_real_T,Bz_real_T,Bmag_T,Pmag_proxy_Pa
-0.096,-0.024000000000000007,0.0,0.0,0.0,4.3306595534645044e-12,8.1803290436448e-12,-2.6625739967367315e-17
-0.096,-0.020000000000000004,0.0,0.0,0.0,-2.3002098378860282e-12,9.929686621445056e-12,-3.923116682848726e-17
-0.096,-0.016,0.0,0.0,0.0,-1.0054493591346e-11,1.1667540155902042e-11,-5.416500016879724e-17
-0.096,-0.01200000000000001,0.0,0.0,0.0,-1.2720045445413627e-11,1.3250011478311002e-11,-6.985422026896276e-17
-0.096,-0.008000000000000007,0.0,0.0,0.0,-6.48350900042697e-12,1.4524046302785156e-11,-8.393351090743894e-17
-0.096,-0.0040000000000000036,0.0,0.0,0.0,5.5121398700047765e-12,1.5352531027949494e-11,-9.378213336109361e-17
-0.096,0.0,0.0,0.0,0.0,1.4577678847188335e-11,1.564009296260228e-11,-9.732822442755701e-17
-0.096,0.0040000000000000036,0.0,0.0,0.0,1.3742031651165973e-11,1.5352531027705744e-11,-9.378213335811565e-17
-0.096,0.007999999999999993,0.0,0.0,0.0,3.995368363603731e-12,1.4524046306761924e-11,-8.39335109534019e-17
-0.096,0.011999999999999997,0.0,0.0,0.0,-6.8757931922024216e-12,1.3250011478702252e-11,-6.985422027308811e-17
-0.096,0.016,0.0,0.0,0.0,-1.141284917286834e-11,1.1667540155262084e-11,-5.41650001628554e-17
-0.096,0.01999999999999999,0.0,0.0,0.0,-8.219874090206544e-12,9.929686620162571e-12,-3.9231166818353326e-17
-0.096,0.023999999999999994,0.0,0.0,0.0,-1.4928705928634304e-12,8.180329045523126e-12,-2.6625739979594656e-17
-0.096,0.027999999999999997,0.0,0.0,0.0,3.65118992935982e-12,6.535465735095218e-12,-1.6994689113258266e-17
-0.096,0.032,0.0,0.0,0.0,4.952672630944896e-12,5.073727781930816e-12,-1.024270029714119e-17
-0.096,0.036000000000000004,0.0,0.0,0.0,3.325882511548722e-12,3.83580332123153e-12,-5.854270724101649e-18
-0.096,0.04000000000000001,0.0,0.0,0.0,9.141093471163277e-13,2.8303129766038075e-12,-3.187344934892489e-18
-0.096,0.04400000000000001,0.0,0.0,0.0,-7.398040172598008e-13,2.042902632253201e-12,-1.6605634566030523e-18
-0.096,0.04799999999999999,0.0,0.0,0.0,-1.2527845372570392e-12,1.4457028186983479e-12,-8.316071139920504e-19
-0.096,0.05199999999999999,0.0,0.0,0.0,-9.964187135981517e-13,1.0052928181687231e-12,-4.0211039498819927e-19
-0.096,0.055999999999999994,0.0,0.0,0.0,-4.96097558924816e-13,6.883672559195103e-13,-1.8853871716973897e-19
-0.096,0.06,0.0,0.0,0.0,-8.980057203063669e-14,4.651054065925616e-13,-8.60722024999195e-20
-0.096,0.064,0.0,0.0,0.0,1.1920276688435463e-13,3.1068886520880064e-13,-3.840710015922714e-20
-0.096,0.068,0.0,0.0,0.0,1.6834828414606656e-13,2.055548328043247e-13,-1.68118506869967e-20
-0.096,0.07200000000000001,0.0,0.0,0.0,1.34619174370747e-13,1.3492240394835934e-13,-7.243163378614302e-21
-0.096,0.07599999999999998,0.0,0.0,0.0,7.90161880391061e-14,8.799590373692054e-14,-3.0809528511077813e-21
-0.096,0.07999999999999999,0.0,0.0,0.0,3.2858791680587e-14,5.71046817284062e-14,-1.2974886605589986e-21
-0.096,0.08399999999999999,0.0,0.0,0.0,4.832779885421268e-15,3.6920149923052154e-14,-5.423592508019308e-22
-0.096,0.088,0.0,0.0,0.0,-7.739124998573058e-15,2.3808621421725265e-14,-2.255426293711702e-22
-0.096,0.092,0.0,0.0,0.0,-1.0722157404274819e-14,1.5329521576796316e-14,-9.350123396207325e-23
-0.096,0.096,0.0,0.0,0.0,-9.193716997080094e-15,9.863750684909574e-15,-3.8711884505013705e-23
-0.096,0.1,0.0,0.0,0.0,-6.343385643334639e-15,6.347824350623911e-15,-1.6032820940491067e-23
-0.092,-0.1,0.0,0.0,0.0,-3.4770410258422226e-15,9.684330469375499e-15,-3.7316365845882444e-23
-0.092,-0.096,0.0,0.0,0.0,-1.0722157616033055e-14,1.5329521573568828e-14,-9.35012339227016e-23
-0.092,-0.092,0.0,0.0,0.0,-2.2639693072917143e-14,2.4289663191895512e-14,-2.347486621561059e-22
-0.092,-0.08800000000000001,0.0,0.0,0.0,-3.839015426008061e-14,3.849454832779741e-14,-5.896015231589191e-22
-0.092,-0.084,0.0,0.0,0.0,-5.235825399128074e-14,6.096254348962427e-14,-1.4787211927673407e-21
-0.092,-0.08,0.0,0.0,0.0,-5.02430326745459e-14,9.637408360608103e-14,-3.69556345103289e-21
-0.092,-0.07600000000000001,0.0,0.0,0.0,-6.4495982280248485e-15,1.5190764905307882e-13,-9.181622343075437e-21
-0.092,-0.07200000000000001,0.0,0.0,0.0,1.1126766450805006e-13,2.384227421046315e-13,-2.2618067577816096e-20
-0.092,-0.068,0.0,0.0,0.0,3.2017483267863866e-13,3.72070215423385e-13,-5.508203181872483e-20
-0.092,-0.064,0.0,0.0,0.0,5.759201204238841e-13,5.763725030697004e-13,-1.321802740384053e-19
-0.092,-0.060000000000000005,0.0,0.0,0.0,7.10881355921369e-13,8.847172745370202e-13,-3.114362451517305e-19
-0.092,-0.05600000000000001,0.0,0.0,0.0,4.1086213279681154e-13,1.3430133569367708e-12,-7.176634098510367e-19
-0.092,-0.052000000000000005,0.0,0.0,0.0,-6.63058781303491e-13,2.0119366998251395e-12,-1.6106039716343739e-18
-0.092,-0.048,0.0,0.0,0.0,-2.5086250785434882e-12,2.9677440559338625e-12,-3.5043948057153154e-18
-0.092,-0.044000000000000004,0.0,0.0,0.0,-4.262734809236462e-12,4.300119915926698e-12,-7.35734758221294e-18
-0.092,-0.04000000000000001,0.0,0.0,0.0,-4.022293879753577e-12,6.105133240642626e-12,-1.4830316974500703e-17
-0.092,-0.036000000000000004,0.0,0.0,0.0,1.992238856117533e-13,8.471448922253776e-12,-2.855456402039849e-17
-0.092,-0.032,0.0,0.0,0.0,8.128059669497602e-12,1.1458901628276732e-11,-5.224516710357231e-17
-0.092,-0.027999999999999997,0.0,0.0,0.0,1.5070652006184953e-11,1.5070752981772288e-11,-9.037119881617496e-17
-0.092,-0.024000000000000007,0.0,0.0,0.0,1.327145132283669e-11,1.922435591113099e-11,-1.4704956249481255e-16
-0.092,-0.020000000000000004,0.0,0.0,0.0,-1.4339372152847208e-12,2.3728686467346722e-11,-2.240307001698105e-16
-0.092,-0.016,0.0,0.0,0.0,-2.211451046267362e-11,2.8279503384476443e-11,-3.1820258060779677e-16
-0.092,-0.01200000000000001,0.0,0.0,0.0,-3.19750413119659e-11,3.248157284060575e-11,-4.197920810142285e-16
-0.092,-0.008000000000000007,0.0,0.0,0.0,-1.8293910913179056e-11,3.590108199576883e-11,-5.128321167744916e-16
-0.092,-0.0040000000000000036,0.0,0.0,0.0,1.2397937174376674e-11,3.814097778708587e-11,-5.788203416874802e-16
-0.092,0.0,0.0,0.0,0.0,3.627741733439051e-11,3.892129779370208e-11,-6.027465958289699e-16
-0.092,0.0040000000000000036,0.0,0.0,0.0,3.3502712577033856e-11,3.8140977787271363e-11,-5.788203416931103e-16
-0.092,0.007999999999999993,0.0,0.0,0.0,7.369341755714945e-12,3.590108199456627e-11,-5.128321167401355e-16
-0.092,0.011999999999999997,0.0,0.0,0.0,-1.972318961538992e-11,3.248157284085773e-11,-4.1979208102074167e-16
-0.092,0.016,0.0,0.0,0.0,-2.8213212473937027e-11,2.827950339158793e-11,-3.182025807678345e-16
-0.092,0.01999999999999999,0.0,0.0,0.0,-1.7053021199249212e-11,2.3728686467277823e-11,-2.240307001685095e-16
-0.092,0.023999999999999994,0.0,0.0,0.0,3.9504998855284664e-13,1.9224355913895568e-11,-1.470495625371058e-16
-0.092,0.027999999999999997,0.0,0.0,0.0,1.1077546546156954e-11,1.5070752978070797e-11,-9.037119877178328e-17
-0.092,0.032,0.0,0.0,0.0,1.1449345132177129e-11,1.1458901627509133e-11,-5.224516709657281e-17
-0.092,0.036000000000000004,0.0,0.0,0.0,5.866395375812833e-12,8.471448922513268e-12,-2.855456402214783e-17
-0.092,0.04000000000000001,0.0,0.0,0.0,1.3517343037978285e-13,6.105133242409554e-12,-1.4830316983084985e-17
-0.092,0.04400000000000001,0.0,0.0,0.0,-2.761723354447246e-12,4.300119918486181e-12,-7.3573475909713e-18
-0.092,0.04799999999999999,0.0,0.0,0.0,-2.9209894260722003e-12,2.9677440510315487e-12,-3.5043947941377386e-18
-0.092,0.05199999999999999,0.0,0.0,0.0,-1.7718344733201358e-12,2.011936696795285e-12,-1.6106039667834305e-18
-0.092,0.055999999999999994,0.0,0.0,0.0,-5.604799529221674e-13,1.3430133533783287e-12,-7.176634060480011e-19
-0.092,0.06,0.0,0.0,0.0,1.6861252295610524e-13,8.84717270498518e-13,-3.1143624230848104e-19
-0.092,0.064,0.0,0.0,0.0,4.0932978762066953e-13,5.763725033367967e-13,-1.3218027416091243e-19
-0.092,0.068,0.0,0.0,0.0,3.641337785277235e-13,3.72070215999682e-13,-5.508203198935718e-20
-0.092,0.07200000000000001,0.0,0.0,0.0,2.2446679558759276e-13,2.384227418583691e-13,-2.2618067531092533e-20
-0.092,0.07599999999999998,0.0,0.0,0.0,9.773904824504929e-14,1.5190764792132737e-13,-9.181622206264495e-21
-0.092,0.07999999999999999,0.0,0.0,0.0,1.848523167709634e-14,9.637408445185592e-14,-3.695563515897108e-21
-0.092,0.08399999999999999,0.0,0.0,0.0,-1.752715075169331e-14,6.096254380419015e-14,-1.4787212080277026e-21
-0.092,0.088,0.0,0.0,0.0,-2.6399976728244402e-14,3.849455052754283e-14,-5.896015905436968e-22
-0.092,0.092,0.0,0.0,0.0,-2.263969397288965e-14,2.428966429923568e-14,-2.34748683559995e-22
-0.092,0.096,0.0,0.0,0.0,-1.5306543501485224e-14,1.5329521558562604e-14,-9.350123373964298e-23
-0.092,0.1,0.0,0.0,0.0,-8.668430573631524e-15,9.684329411583264e-15,-3.7316357693959084e-23
-0.08800000000000001,-0.1,0.0,0.0,0.0,1.1022584267616836e-15,1.4754168564529643e-14,-8.661430444436072e-23
-0.08800000000000001,-0.096,0.0,0.0,0.0,-7.739124522117025e-15,2.3808622368273378e-14,-2.2554264730475414e-22
-0.08800000000000001,-0.092,0.0,0.0,0.0,-2.6399976463546606e-14,3.849455080835042e-14,-5.896015991456729e-22
-0.08800000000000001,-0.08800000000000001,0.0,0.0,0.0,-5.807850078872644e-14,6.231123387132907e-14,-1.5448732118925599e-21
-0.08800000000000001,-0.084,0.0,0.0,0.0,-1.0043928361353583e-13,1.0088775592290407e-13,-4.049832528227767e-21
-0.08800000000000001,-0.08,0.0,0.0,0.0,-1.3643753356229834e-13,1.632146259128306e-13,-1.059932693749527e-20
-0.08800000000000001,-0.07600000000000001,0.0,0.0,0.0,-1.2184809260088158e-13,2.6351589333205894e-13,-2.762954721359466e-20
-0.08800000000000001,-0.07200000000000001,0.0,0.0,0.0,2.1983728047492515e-14,4.240235350415324e-13,-7.153853876618553e-20
-0.08800000000000001,-0.068,0.0,0.0,0.0,3.8822056910456994e-13,6.789557395965344e-13,-1.8341847080505867e-19
-0.08800000000000001,-0.064,0.0,0.0,0.0,1.0028312067008891e-12,1.0799771804526104e-12,-4.64076202306822e-19
-0.08800000000000001,-0.060000000000000005,0.0,0.0,0.0,1.6594506026643586e-12,1.7032552500520407e-12,-1.1543024377758182e-18
-0.08800000000000001,-0.05600000000000001,0.0,0.0,0.0,1.7318780201976456e-12,2.6578041336954848e-12,-2.8106455833067253e-18
-0.08800000000000001,-0.052000000000000005,0.0,0.0,0.0,2.0174154440488773e-13,4.093987929434495e-12,-6.668885424723748e-18
-0.08800000000000001,-0.048,0.0,0.0,0.0,-3.698111373259564e-12,6.209725863611731e-12,-1.5342813165619368e-17
-0.08800000000000001,-0.044000000000000004,0.0,0.0,0.0,-9.029454951172842e-12,9.250156402586276e-12,-3.4045388321801985e-17
-0.08800000000000001,-0.04000000000000001,0.0,0.0,0.0,-1.170073326168939e-11,1.3494677382424098e-11,-7.245780155792225e-17
-0.08800000000000001,-0.036000000000000004,0.0,0.0,0.0,-5.370020540123338e-12,1.9224355912112803e-11,-1.470495625098326e-16
-0.08800000000000001,-0.032,0.0,0.0,0.0,1.296690834862727e-11,2.666426336872075e-11,-2.8289112378401715e-16
-0.08800000000000001,-0.027999999999999997,0.0,0.0,0.0,3.479759725237234e-11,3.590108199538737e-11,-5.128321167635936e-16
-0.08800000000000001,-0.024000000000000007,0.0,0.0,0.0,3.894393134186501e-11,4.6787126967091e-11,-8.709894515339839e-16
-0.08800000000000001,-0.020000000000000004,0.0,0.0,0.0,7.504296803424992e-12,5.885586613823122e-11,-1.3782869713086373e-15
-0.08800000000000001,-0.016,0.0,0.0,0.0,-4.830908975585691e-11,7.128537494604467e-11,-2.0219062596290106e-15
-0.08800000000000001,-0.01200000000000001,0.0,0.0,0.0,-8.279539570071796e-11,8.294630232337008e-11,-2.7375004606573755e-15
-0.08800000000000001,-0.008000000000000007,0.0,0.0,0.0,-5.325602786109351e-11,9.255266015544725e-11,-3.408301077823392e-15
-0.08800000000000001,-0.0040000000000000036,0.0,0.0,0.0,2.8433815277378692e-11,9.88978565789696e-11,-3.891651112349919e-15
-0.08800000000000001,0.0,0.0,0.0,0.0,9.424889182902618e-11,1.0111770504373151e-10,-4.068314785188476e-15
-0.08800000000000001,0.0040000000000000036,0.0,0.0,0.0,8.493935317918278e-11,9.88978565714157e-11,-3.891651111755424e-15
-0.08800000000000001,0.007999999999999993,0.0,0.0,0.0,1.1842553716842424e-11,9.255266014849648e-11,-3.40830107731146e-15
-0.08800000000000001,0.011999999999999997,0.0,0.0,0.0,-5.7685248460103377e-11,8.294630232383115e-11,-2.7375004606878093e-15
-0.08800000000000001,0.016,0.0,0.0,0.0,-7.102940517741664e-11,7.128537494487273e-11,-2.02190625956253e-15
-0.08800000000000001,0.01999999999999999,0.0,0.0,0.0,-3.388837016938855e-11,5.885586614226899e-11,-1.3782869714977502e-15
-0.08800000000000001,0.023999999999999994,0.0,0.0,0.0,1.1209752297926693e-11,4.6787126965758913e-11,-8.709894514843878e-16
-0.08800000000000001,0.027999999999999997,0.0,0.0,0.0,3.162863247712978e-11,3.590108199969663e-11,-5.128321168867056e-16
-0.08800000000000001,0.032,0.0,0.0,0.0,2.52978271043471e-11,2.6664263365231932e-11,-2.8289112370998877e-16
-0.08800000000000001,0.036000000000000004,0.0,0.0,0.0,8.505581965462367e-12,1.922435591453543e-11,-1.4704956254689457e-16
-0.08800000000000001,0.04000000000000001,0.0,0.0,0.0,-4.089160208139026e-12,1.3494677384765053e-11,-7.245780158306113e-17
-0.08800000000000001,0.04400000000000001,0.0,0.0,0.0,-8.01579188301318e-12,9.250156403165869e-12,-3.404538832606839e-17
-0.08800000000000001,0.04799999999999999,0.0,0.0,0.0,-6.096271913124765e-12,6.20972586841726e-12,-1.53428131893661e-17
-0.08800000000000001,0.05199999999999999,0.0,0.0,0.0,-2.6126584395251334e-12,4.093987928315825e-12,-6.668885421079244e-18
-0.08800000000000001,0.055999999999999994,0.0,0.0,0.0,-8.42326220218051e-14,2.6578041369994384e-12,-2.8106455902946316e-18
-0.08800000000000001,0.06,0.0,0.0,0.0,9.646741148797345e-13,1.7032552482994805e-12,-1.1543024354003848e-18
-0.08800000000000001,0.064,0.0,0.0,0.0,1.0103079502209186e-12,1.0799771771574062e-12,-4.640761994748626e-19
-0.08800000000000001,0.068,0.0,0.0,0.0,6.624882526268681e-13,6.789557402724818e-13,-1.8341847117027024e-19
-0.08800000000000001,0.07200000000000001,0.0,0.0,0.0,3.021851774267286e-13,4.2402353827408724e-13,-7.153853985693749e-20
-0.08800000000000001,0.07599999999999998,0.0,0.0,0.0,6.792889108959375e-14,2.635158939839188e-13,-2.762954735028921e-20
-0.08800000000000001,0.07999999999999999,0.0,0.0,0.0,-4.01310339185785e-14,1.6321462753504025e-13,-1.0599327148191222e-20
-0.08800000000000001,0.08399999999999999,0.0,0.0,0.0,-6.765822160541952e-14,1.0088775900209127e-13,-4.049832775437006e-21
-0.08800000000000001,0.088,0.0,0.0,0.0,-5.807850158281983e-14,6.231123457312318e-14,-1.544873246691515e-21
-0.08800000000000001,0.092,0.0,0.0,0.0,-3.839015346598722e-14,3.849454752806518e-14,-5.896014986607314e-22
-0.08800000000000001,0.096,0.0,0.0,0.0,-2.091329301913609e-14,2.3808622358285253e-14,-2.255426471155161e-22
-0.08800000000000001,0.1,0.0,0.0,0.0,-9.123199386638805e-15,1.475416813509519e-14,-8.661429940237332e-23
-0.084,-0.1,0.0,0.0,0.0,1.1428008276309312e-14,2.2427017862954668e-14,-2.0012585401967987e-22
-0.084,-0.096,0.0,0.0,0.0,4.832779567783913e-15,3.692014977650589e-14,-5.423592464963839e-22
-0.084,-0.092,0.0,0.0,0.0,-1.7527152498698765e-14,6.096254339378753e-14,-1.478721188118065e-21
-0.084,-0.08800000000000001,0.0,0.0,0.0,-6.76582203348701e-14,1.0088775760024152e-13,-4.0498326628910024e-21
-0.084,-0.084,0.0,0.0,0.0,-1.5582923247685457e-13,1.671859910528696e-13,-1.1121411448899708e-20
-0.084,-0.08,0.0,0.0,0.0,-2.7524138929390225e-13,2.7713609226478377e-13,-3.055950520352826e-20
-0.084,-0.07600000000000001,0.0,0.0,0.0,-3.7128318425946243e-13,4.589784295926432e-13,-8.381942777917651e-20
-0.084,-0.07200000000000001,0.0,0.0,0.0,-2.9956336449778447e-13,7.583907629665e-13,-2.288475197029832e-19
-0.084,-0.068,0.0,0.0,0.0,1.939824301699133e-13,1.248261077144928e-12,-6.199704610552244e-19
-0.084,-0.064,0.0,0.0,0.0,1.3849171342851348e-12,2.0429026354092404e-12,-1.6605634617337948e-18
-0.084,-0.060000000000000005,0.0,0.0,0.0,3.2453052941979897e-12,3.317728050230442e-12,-4.3796732378353514e-18
-0.084,-0.05600000000000001,0.0,0.0,0.0,4.836448980050593e-12,5.334637106624119e-12,-1.132321890413312e-17
-0.084,-0.052000000000000005,0.0,0.0,0.0,3.770624012683498e-12,8.471448924891153e-12,-2.8554564038178e-17
-0.084,-0.048,0.0,0.0,0.0,-3.1745771998809567e-12,1.3250011478539615e-11,-6.985422027137326e-17
-0.084,-0.044000000000000004,0.0,0.0,0.0,-1.684064658481849e-11,2.0351785220397204e-11,-1.6480301845621638e-16
-0.084,-0.04000000000000001,0.0,0.0,0.0,-3.018320378734878e-11,3.060228760261315e-11,-3.7262151310536047e-16
-0.084,-0.036000000000000004,0.0,0.0,0.0,-2.5888969768968003e-11,4.489930024654136e-11,-8.021198898612433e-16
-0.084,-0.032,0.0,0.0,0.0,1.2958512793105728e-11,6.40594383234731e-11,-1.632775191919691e-15
-0.084,-0.027999999999999997,0.0,0.0,0.0,7.675191755823856e-11,8.857106720851197e-11,-3.1213602507834334e-15
-0.084,-0.024000000000000007,0.0,0.0,0.0,1.112461510667768e-10,1.1827493892400817e-10,-5.566030800290555e-15
-0.084,-0.020000000000000004,0.0,0.0,0.0,4.97268276064211e-11,1.5204552454126843e-10,-9.198296883991895e-15
-0.084,-0.016,0.0,0.0,0.0,-1.0237662759820695e-10,1.8759836617874846e-10,-1.4002908267213509e-14
