f0_Hz,R_m,duty,n,PWM_amp,x_knR,G_candidate,weighted_contribution
17956.082975297686,0.05,0.382,1,0.5933748994435446,0.005157098663222157,0.9999955673947908,0.5933722692468744
18181.10860729561,0.05,0.382,1,0.5933748994435446,0.005221727423713167,0.9999954555999808,0.5933722029106402
18408.954260515628,0.05,0.382,1,0.5933748994435446,0.005287166111831194,0.9999953409855963,0.5933721349013413
18639.655275463723,0.05,0.382,1,0.5933748994435446,0.00535342487758927,0.9999952234805245,0.5933720651767811
18873.247435533096,0.05,0.382,1,0.5933748994435446,0.005420513998200384,0.9999951030118601,0.5933719936936995
19109.766972554426,0.05,0.382,1,0.5933748994435446,0.005488443879671563,0.9999949795048582,0.5933719204077447
19349.250572415705,0.05,0.382,1,0.5933748994435446,0.005557225058417913,0.9999948528828896,0.5933718452734468
19591.735380752467,0.05,0.382,1,0.5933748994435446,0.005626868202896892,0.9999947230673917,0.5933717682441888
19837.25900870939,0.05,0.382,1,0.5933748994435446,0.005697384115263079,0.9999945899778211,0.5933716892721782
20085.8595387739,0.05,0.382,1,0.5933748994435446,0.005768783733043625,0.9999944535316025,0.593371608308417
20337.575530683276,0.05,0.382,1,0.5933748994435446,0.005841078130834799,0.9999943136440786,0.5933715253026716
20592.44602740538,0.05,0.382,1,0.5933748994435446,0.005914278522019699,0.9999941702284566,0.5933714402034412
20850.510561194562,0.05,0.382,1,0.5933748994435446,0.0059883962605075496,0.9999940231957546,0.5933713529579265
21111.809159723365,0.05,0.382,1,0.5933748994435446,0.006063442842494753,0.9999938724547467,0.5933712635119961
21376.382352291137,0.05,0.382,1,0.5933748994435446,0.006139429908248054,0.9999937179119064,0.5933711718101538
21644.271176110396,0.05,0.382,1,0.5933748994435446,0.006216369243910015,0.999993559471348,0.5933710777955034
21915.51718267202,0.05,0.382,1,0.5933748994435446,0.006294272783327142,0.999993397034768,0.593370981409714
22190.162444190166,0.05,0.382,1,0.5933748994435446,0.006373152609900902,0.999993230501383,0.5933708825929834
22468.24956012802,0.05,0.382,1,0.5933748994435446,0.006453020958461964,0.9999930597678683,0.5933707812840013
22749.821663805105,0.05,0.382,1,0.5933748994435446,0.006533890217167852,0.9999928847282932,0.593370677419911
23034.92242908785,0.05,0.382,1,0.5933748994435446,0.006615772929424524,0.9999927052740549,0.5933705709362704
23323.59607716352,0.05,0.382,1,0.5933748994435446,0.006698681795831889,0.9999925212938123,0.5933704617670126
23615.88738339931,0.05,0.382,1,0.5933748994435446,0.006782629676153769,0.9999923326734158,0.5933703498444037
23911.841684287312,0.05,0.382,1,0.5933748994435446,0.006867629591312553,0.9999921392958367,0.5933702350990022
24211.504884476544,0.05,0.382,1,0.5933748994435446,0.006953694725408823,0.9999919410410951,0.5933701174596148
24514.923463893072,0.05,0.382,1,0.5933748994435446,0.007040838427766314,0.999991737786185,0.593369996853253
24822.144484949407,0.05,0.382,1,0.5933748994435446,0.007129074215002483,0.9999915294049981,0.5933698732050872
25133.215599844214,0.05,0.382,1,0.5933748994435446,0.007218415773125041,0.999991315768246,0.5933697464384008
25448.18505795356,0.05,0.382,1,0.5933748994435446,0.007308876959654761,0.9999910967433786,0.5933696164745421
25767.101713314536,0.05,0.382,1,0.5933748994435446,0.007400471805774818,0.9999908721945039,0.5933694832328762
26090.015032203188,0.05,0.382,1,0.5933748994435446,0.007493214518507226,0.9999906419823018,0.5933693466307339
26416.975100806874,0.05,0.382,1,0.5933748994435446,0.007587119482916375,0.9999904059639391,0.5933692065833617
26748.032632993065,0.05,0.382,1,0.5933748994435446,0.0076822012643402975,0.9999901639929799,0.5933690630038682
27083.238978175403,0.05,0.382,1,0.5933748994435446,0.007778474610649822,0.9999899159192954,0.5933689158031705
27422.646129278393,0.05,0.382,1,0.5933748994435446,0.007875954454536111,0.9999896615889701,0.5933687648899393
27766.306730801873,0.05,0.382,1,0.5933748994435446,0.007974655915826807,0.9999894008442068,0.5933686101705417
28114.27408698654,0.05,0.382,1,0.5933748994435446,0.008074594303831228,0.999989133523229,0.5933684515489833
28466.602170081853,0.05,0.382,1,0.5933748994435446,0.008175785119714965,0.9999888594601797,0.593368288926849
28823.345628717543,0.05,0.382,1,0.5933748994435446,0.008278244058904228,0.9999885784850191,0.5933681222032413
29184.55979637981,0.05,0.382,1,0.5933748994435446,0.008381987013520258,0.9999882904234186,0.5933679512747181
29550.30069999427,0.05,0.382,1,0.5933748994435446,0.008487030074844411,0.9999879950966536,0.5933677760352286
29920.625068615907,0.05,0.382,1,0.5933748994435446,0.008593389535813966,0.9999876923214915,0.5933675963760473
30295.59034222824,0.05,0.382,1,0.5933748994435446,0.008701081893549288,0.9999873819100787,0.5933674121857064
30675.254680652644,0.05,0.382,1,0.5933748994435446,0.008810123851912658,0.9999870636698238,0.5933672233499271
31059.676972569385,0.05,0.382,1,0.5933748994435446,0.008920532324099157,0.9999867374032784,0.5933670297515485
31448.91684465167,0.05,0.382,1,0.5933748994435446,0.009032324435260029,0.9999864029080139,0.5933668312704546
31843.034670814173,0.05,0.382,1,0.5933748994435446,0.00914551752515891,0.999986059976497,0.5933666277835002
32242.091581577537,0.05,0.382,1,0.5933748994435446,0.009260129150861381,0.9999857083959603,0.5933664191644347
32646.14947354989,0.05,0.382,1,0.5933748994435446,0.009376177089458102,0.9999853479482698,0.5933662052838226
33055.271019027845,0.05,0.382,1,0.5933748994435446,0.009493679340822295,0.9999849784097906,0.5933659860089646
33469.51967571719,0.05,0.382,1,0.5933748994435446,0.009612654130401578,0.9999845995512476,0.5933657612038148
33888.95969657565,0.05,0.382,1,0.5933748994435446,0.00973311991204487,0.9999842111375833,0.5933655307288958
34313.65613977906,0.05,0.382,1,0.5933748994435446,0.009855095370864734,0.9999838129278121,0.5933652944412129
34743.674878812264,0.05,0.382,1,0.5933748994435446,0.009978599426135559,0.9999834046748708,0.5933650521941648
35179.08261268667,0.05,0.382,1,0.5933748994435446,0.010103651234228076,0.9999829861254651,0.5933648038374533
35619.946876285656,0.05,0.382,1,0.5933748994435446,0.010230270191580666,0.9999825570199126,0.5933645492169892
36066.33605083979,0.05,0.382,1,0.5933748994435446,0.010358475937707865,0.9999821170919816,0.5933642881747975
36518.3193745332,0.05,0.382,1,0.5933748994435446,0.010488288358246613,0.9999816660687265,0.5933640205489188
36975.96695324295,0.05,0.382,1,0.5933748994435446,0.010619727588040648,0.9999812036703175,0.5933637461733093
37439.34977141303,0.05,0.382,1,0.5933748994435446,0.010752814014263593,0.9999807296098677,0.5933634648777376
37908.53970306425,0.05,0.382,1,0.5933748994435446,0.010887568279581065,0.9999802435932553,0.5933631764876791
38383.609522942876,0.05,0.382,1,0.5933748994435446,0.01102401128535263,0.9999797453189402,0.5933628808242075
38864.63291780823,0.05,0.382,1,0.5933748994435446,0.011162164194873677,0.9999792344777777,0.593362577703884
39351.6844978621,0.05,0.382,1,0.5933748994435446,0.011302048436658009,0.9999787107528267,0.5933622669386439
39844.83980832131,0.05,0.382,1,0.5933748994435446,0.01144368570776156,0.9999781738191531,0.5933619483356793
40344.175341135364,0.05,0.382,1,0.5933748994435446,0.011587097977147777,0.9999776233436273,0.5933616216973195
40849.76854685085,0.05,0.382,1,0.5933748994435446,0.011732307489095152,0.9999770589847189,0.593361286820909
41361.69784662471,0.05,0.382,1,0.5933748994435446,0.0118793367666475,0.9999764803922842,0.5933609434986813
41880.04264438758,0.05,0.382,1,0.5933748994435446,0.012028208615107353,0.9999758872073485,0.5933605915176298
42404.88333916038,0.05,0.382,1,0.5933748994435446,0.012178946125573357,0.9999752790618845,0.5933602306593762
42936.3013375245,0.05,0.382,1,0.5933748994435446,0.012331572678521795,0.9999746555785831,0.5933598607000349
43474.3790662486,0.05,0.382,1,0.5933748994435446,0.012486111947433069,0.9999740163706198,0.5933594814100739
44019.19998507362,0.05,0.382,1,0.5933748994435446,0.012642587902463644,0.9999733610414142,0.5933590925541725
44570.84859965794,0.05,0.382,1,0.5933748994435446,0.01280102481416398,0.9999726891843848,0.5933586938910752
45129.41047468489,0.05,0.382,1,0.5933748994435446,0.012961447257243084,0.9999720003826962,0.5933582851734425
45694.97224713439,0.05,0.382,1,0.5933748994435446,0.01312388011438021,0.9999712942090005,0.5933578661476968
46267.621639721,0.05,0.382,1,0.5933748994435446,0.013288348580084345,0.9999705702251727,0.5933574365538657
46847.44747450034,0.05,0.382,1,0.5933748994435446,0.013454878164602073,0.9999698279820383,0.5933569961254206
47434.53968664612,0.05,0.382,1,0.5933748994435446,0.013623494697874414,0.9999690670190949,0.5933565445891106
48028.98933839937,0.05,0.382,1,0.5933748994435446,0.013794224333543114,0.9999682868642272,0.5933560816647944
48630.888633193405,0.05,0.382,1,0.5933748994435446,0.013967093553007457,0.9999674870334129,0.5933556070652654
49240.33092995487,0.05,0.382,1,0.5933748994435446,0.014142129169531583,0.9999666670304233,0.5933551204960739
49857.410757584505,0.05,0.382,1,0.5933748994435446,0.014319358332403468,0.9999658263465151,0.5933546216553444
50482.223829619186,0.05,0.382,1,0.5933748994435446,0.014498808531145959,0.9999649644601155,0.5933541102335886
51114.867059077886,0.05,0.382,1,0.5933748994435446,0.014680507599780604,0.9999640808364977,0.5933535859135133
51755.4385734935,0.05,0.382,1,0.5933748994435446,0.01486448372114491,0.9999631749274499,0.5933530483698232
52404.037730133176,0.05,0.382,1,0.5933748994435446,0.01505076543126371,0.9999622461709351,0.5933524972690196
53060.76513140944,0.05,0.382,1,0.5933748994435446,0.01523938162377532,0.999961293990742,0.5933519322691932
53725.722640483924,0.05,0.382,1,0.5933748994435446,0.015430361554413043,0.9999603177961285,0.5933513530198127
54399.01339706775,0.05,0.382,1,0.5933748994435446,0.015623734845543132,0.9999593169814543,0.593350759161506
55080.74183341875,0.05,0.382,1,0.5933748994435446,0.015819531490759292,0.9999582909258061,0.5933501503258389
55771.01369053987,0.05,0.382,1,0.5933748994435446,0.016017781859534955,0.9999572389926119,0.5933495261350856
56469.93603458025,0.05,0.382,1,0.5933748994435446,0.016218516701933788,0.9999561605292463,0.5933488862019944
57177.61727344203,0.05,0.382,1,0.5933748994435446,0.016421767153379254,0.9999550548666254,0.593348230129548
57894.16717359521,0.05,0.382,1,0.5933748994435446,0.01662756473948395,0.9999539213187927,0.5933475575107168
58619.696877103146,0.05,0.382,1,0.5933748994435446,0.016835941380939447,0.9999527591824925,0.5933468679282065
59354.31891886157,0.05,0.382,1,0.5933748994435446,0.017046929398467425,0.9999515677367348,0.5933461609541998
60098.14724405351,0.05,0.382,1,0.5933748994435446,0.01726056151783284,0.999950346242347,0.5933454361500903
60851.29722582315,0.05,0.382,1,0.5933748994435446,0.017476870874919982,0.9999490939415164,0.5933446930662108
61613.885683170556,0.05,0.382,1,0.5933748994435446,0.01769589102087193,0.9999478100573195,0.5933439312415546
62386.03089907188,0.05,0.382,1,0.5933748994435446,0.01791765592729479,0.9999464937932404,0.593343150203489
63167.85263882539,0.05,0.382,1,0.5933748994435446,0.01814219999152682,0.9999451443326772,0.593342349467463
63959.47216862809,0.05,0.382,1,0.5933748994435446,0.0183695580419737,0.9999437608384346,0.593341528536706
64761.01227438495,0.05,0.382,1,0.5933748994435446,0.018599765343510693,0.9999423424522051,0.5933406869019197
65572.59728075392,0.05,0.382,1,0.5933748994435446,0.01883285760295249,0.9999408882940376,0.5933398240409632
66394.35307042956,0.05,0.382,1,0.5933748994435446,0.019068870974591583,0.99993939746179,0.5933389394185282
67226.40710366835,0.05,0.382,1,0.5933748994435446,0.01930784206580605,0.9999378690305705,0.5933380324858071
68068.88843805883,0.05,0.382,1,0.5933748994435446,0.019549807942737665,0.9999363020521644,0.5933371026801529
68921.92774853887,0.05,0.382,1,0.5933748994435446,0.019794806136040996,0.9999346955544456,0.5933361494247306
69785.65734766504,0.05,0.382,1,0.5933748994435446,0.020042874646704862,0.9999330485407733,0.5933351721281583
70660.21120613476,0.05,0.382,1,0.5933748994435446,0.02029405195194647,0.9999313599893749,0.5933341701841421
71545.72497356619,0.05,0.382,1,0.5933748994435446,0.02054837701117948,0.9999296288527116,0.5933331429710986
72442.33599953854,0.05,0.382,1,0.5933748994435446,0.020805889272056944,0.999927854056829,0.5933320898517703
73350.18335489594,0.05,0.382,1,0.5933748994435446,0.0210666286765899,0.9999260345006911,0.5933310101728299
74269.40785331833,0.05,0.382,1,0.5933748994435446,0.02133063566734266,0.9999241690554974,0.5933299032644757
75200.15207316272,0.05,0.382,1,0.5933748994435446,0.02159795119370576,0.9999222565639828,0.5933287684400155
76142.56037957805,0.05,0.382,1,0.5933748994435446,0.0218686167182475,0.9999202958397004,0.5933276049954416
77096.77894689732,0.05,0.382,1,0.5933748994435446,0.02214267422314508,0.9999182856662858,0.5933264122089938
78062.95578131046,0.05,0.382,1,0.5933748994435446,0.022420166216696395,0.999916224796702,0.5933251893407118
79041.24074382045,0.05,0.382,1,0.5933748994435446,0.02270113573991319,0.9999141119524668,0.5933239356319762
80031.78557348886,0.05,0.382,1,0.5933748994435446,0.022985626373197305,0.9999119458228604,0.5933226503050388
81034.74391097104,0.05,0.382,1,0.5933748994435446,0.02327368224310014,0.9999097250641114,0.5933213325625394
82050.271322347,0.05,0.382,1,0.5933748994435446,0.02356534802916703,0.9999074482985646,0.593319981587012
83078.52532325091,0.05,0.382,1,0.5933748994435446,0.023860668970867367,0.999905114113827,0.5933185965403781
84119.66540330282,0.05,0.382,1,0.5933748994435446,0.02415969087461159,0.9999027210618909,0.5933171765634262
85173.85305084671,0.05,0.382,1,0.5933748994435446,0.024462460120856053,0.9999002676582373,0.5933157207752798
86241.25177799852,0.05,0.382,1,0.5933748994435446,0.024769023671297005,0.9998977523809144,0.5933142282728513
87322.02714600817,0.05,0.382,1,0.5933748994435446,0.025079429076154725,0.9998951736695948,0.5933126981302814
88416.34679093868,0.05,0.382,1,0.5933748994435446,0.025393724481548686,0.999892529924608,0.5933111293983657
89524.38044966868,0.05,0.382,1,0.5933748994435446,0.025711958636965696,0.9998898195059477,0.5933095211039656
90646.29998621922,0.05,0.382,1,0.5933748994435446,0.026034180902821082,0.9998870407322564,0.5933078722494061
91782.2794184113,0.05,0.382,1,0.5933748994435446,0.026360441258114882,0.9998841918797822,0.5933061818118556
92932.49494485719,0.05,0.382,1,0.5933748994435446,0.026690790308183977,0.9998812711813101,0.5933044487426934
94097.12497229018,0.05,0.382,1,0.5933748994435446,0.027025279292551323,0.9998782768250667,0.5933026719668586
95276.3501432368,0.05,0.382,1,0.5933748994435446,0.027363960092873583,0.9998752069535971,0.593300850382184
96470.35336403569,0.05,0.382,1,0.5933748994435446,0.02770688524098834,0.9998720596626133,0.593298982858713
97679.31983320769,0.05,0.382,1,0.5933748994435446,0.02805410792706217,0.9998688329998136,0.5932970682379987
98903.43707018155,0.05,0.382,1,0.5933748994435446,0.028405682007840796,0.9998655249636724,0.593295105332386
100142.8949443795,0.05,0.382,1,0.5933748994435446,0.02876166201500271,0.9998621335021999,0.5932930929242758
101397.88570466757,0.05,0.382,1,0.5933748994435446,0.029122103163617446,0.9998586565116697,0.5932910297653696
102668.60400917394,0.05,0.382,1,0.5933748994435446,0.0294870613607096,0.9998550918353152,0.5932889145758962
103955.2469554831,0.05,0.382,1,0.5933748994435446,0.029856593213930787,0.9998514372619922,0.5932867460438181
105258.01411120627,0.05,0.382,1,0.5933748994435446,0.03023075604033967,0.999847690524809,0.5932845228240189
106577.10754493596,0.05,0.382,1,0.5933748994435446,0.030609607875292256,0.9998438492997215,0.5932822435374688
107912.73185758827,0.05,0.382,1,0.5933748994435446,0.030993207481443668,0.9998399112040914,0.5932799067703703
109265.09421413801,0.05,0.382,1,0.5933748994435446,0.031381614357862596,0.999835873795212,0.5932775110732824
110634.40437575166,0.05,0.382,1,0.5933748994435446,0.03177488874926016,0.9998317345687922,0.5932750549602218
112020.87473232199,0.05,0.382,1,0.5933748994435446,0.03217309165533397,0.9998274909574046,0.5932725369077415
113424.72033541255,0.05,0.382,1,0.5933748994435446,0.03257628484023006,0.9998231403288964,0.5932699553539879
114846.1589316129,0.05,0.382,1,0.5933748994435446,0.03298453084212266,0.9998186799847562,0.5932673086977321
116285.41099631281,0.05,0.382,1,0.5933748994435446,0.033397892982914436,0.9998141071584425,0.5932645952973782
117742.69976789968,0.05,0.382,1,0.5933748994435446,0.033816435378058084,0.9998094190136702,0.5932618134699453
119218.25128238437,0.05,0.382,1,0.5933748994435446,0.03424022294650121,0.9998046126426511,0.5932589614900251
120712.29440846105,0.05,0.382,1,0.5933748994435446,0.03466932142075564,0.9997996850642952,0.5932560375887137
122225.06088300631,0.05,0.382,1,0.5933748994435446,0.035103797357093056,0.9997946332223607,0.5932530399525139
123756.78534702334,0.05,0.382,1,0.5933748994435446,0.03554371814586831,0.9997894539835621,0.5932499667222125
125307.70538203635,0.05,0.382,1,0.5933748994435446,0.03598915202197221,0.9997841441356291,0.5932468159917292
126878.06154694124,0.05,0.382,1,0.5933748994435446,0.036440168075415204,0.9997787003853148,0.5932435858069339
128468.09741531796,0.05,0.382,1,0.5933748994435446,0.03689683626204374,0.9997731193563585,0.5932402741644381
130078.05961321086,0.05,0.382,1,0.5933748994435446,0.03735922741439105,0.9997673975873909,0.5932368790103524
131708.19785738105,0.05,0.382,1,0.5933748994435446,0.03782741325266339,0.9997615315297921,0.5932333982390146
133358.76499404098,0.05,0.382,1,0.5933748994435446,0.038301466395864917,0.9997555175454932,0.5932298296916859
135030.0170380714,0.05,0.382,1,0.5933748994435446,0.03878146037306103,0.9997493519047222,0.5932261711552135
136722.21321273176,0.05,0.382,1,0.5933748994435446,0.03926746963478343,0.9997430307836945,0.5932224203606593
138435.61598986722,0.05,0.382,1,0.5933748994435446,0.03975956956457783,0.9997365502622438,0.5932185749818951
140170.49113062018,0.05,0.382,1,0.5933748994435446,0.040257836490696565,0.9997299063213958,0.5932146326341625
141927.107726652,0.05,0.382,1,0.5933748994435446,0.0407623476979377,0.9997230948408778,0.5932105908725951
143705.73824187982,0.05,0.382,1,0.5933748994435446,0.04127318143963216,0.9997161115965677,0.5932064471907048
145506.6585547395,0.05,0.382,1,0.5933748994435446,0.04179041694978185,0.9997089522578787,0.5932021990188301
147330.1480009751,0.05,0.382,1,0.5933748994435446,0.0423141344553491,0.999701612385077,0.5931978437225445
149176.48941696633,0.05,0.382,1,0.5933748994435446,0.04284441518870053,0.999694087426534,0.5931933786010257
151045.96918359832,0.05,0.382,1,0.5933748994435446,0.043381341400206795,0.9996863727159065,0.593188800885383
152938.87727068155,0.05,0.382,1,0.5933748994435446,0.0439249963710002,0.9996784634692498,0.5931841077369433
154855.50728192803,0.05,0.382,1,0.5933748994435446,0.044475464425892154,0.9996703547820547,0.5931792962454943
156796.15650049166,0.05,0.382,1,0.5933748994435446,0.04503283094645267,0.9996620416262115,0.5931743634274818
158761.1259350787,0.05,0.382,1,0.5933748994435446,0.045597182384253546,0.9996535188468985,0.5931693062241639
160750.72036663652,0.05,0.382,1,0.5933748994435446,0.04616860627427771,0.9996447811593907,0.5931641214997176
162765.24839562745,0.05,0.382,1,0.5933748994435446,0.04674719124849648,0.9996358231457889,0.5931588060392974
164805.02248989503,0.05,0.382,1,0.5933748994435446,0.04733302704961713,0.999626639251667,0.5931533565470463
166870.35903312883,0.05,0.382,1,0.5933748994435446,0.04792620454500227,0.9996172237826346,0.593147769644056
168961.57837393985,0.05,0.382,1,0.5933748994435446,0.04852681574076459,0.9996075709008129,0.5931420418662757
171079.00487554757,0.05,0.382,1,0.5933748994435446,0.049134953796037266,0.9995976746212231,0.5931361696623693
173222.9669660913,0.05,0.382,1,0.5933748994435446,0.04975071303742375,0.9995875288080827,0.5931301493915173
175393.7971895718,0.05,0.382,1,0.5933748994435446,0.050374188973628484,0.99957712717101,0.5931239773211653
177591.8322574313,0.05,0.382,1,0.5933748994435446,0.05100547831027099,0.9995664632611323,0.5931176496247139
179817.41310077976,0.05,0.382,1,0.5933748994435446,0.05164467896488564,0.999555530467097,0.5931111623791525
182070.88492327617,0.05,0.382,1,0.5933748994435446,0.0522918900821094,0.9995443220109816,0.5931045115626322
184352.59725467078,0.05,0.382,1,0.5933748994435446,0.052947212049059576,0.9995328309441031,0.5930976930519786
186662.90400502167,0.05,0.382,1,0.5933748994435446,0.053610746510905104,0.9995210501427185,0.5930907026201417
189002.16351958746,0.05,0.382,1,0.5933748994435446,0.054282596386632076,0.9995089723036213,0.5930835359335819
191370.7386344095,0.05,0.382,1,0.5933748994435446,0.054962865885007324,0.9994965899396253,0.5930761885495909
193768.9967325905,0.05,0.382,1,0.5933748994435446,0.05565166052074194,0.9994838953749344,0.593068655913544
196197.3098012781,0.05,0.382,1,0.5933748994435446,0.05634908713085741,0.9994708807403988,0.5930609333560851
198656.054489363,0.05,0.382,1,0.5933748994435446,0.057055253891256714,0.9994575379686489,0.5930530160902397
201145.61216589974,0.05,0.382,1,0.5933748994435446,0.057770270333503314,0.9994438587891101,0.5930448992084564
203666.36897925983,0.05,0.382,1,0.5933748994435446,0.05849424736181018,0.99942983472289,0.5930365776795733
206218.71591702625,0.05,0.382,1,0.5933748994435446,0.059227297270241896,0.9994154570775395,0.5930280463457092
208803.04886663824,0.05,0.382,1,0.5933748994435446,0.05996953376013226,0.9994007169416803,0.593019299919076
211419.76867679702,0.05,0.382,1,0.5933748994435446,0.060721071957720314,0.9993856051794999,0.5930103329787118
214069.28121963836,0.05,0.382,1,0.5933748994435446,0.06148202843200675,0.9993701124251069,0.5930011399671317
216751.99745368893,0.05,0.382,1,0.5933748994435446,0.062252521212835386,0.9993542290767452,0.5929917151868948
219468.33348760728,0.05,0.382,1,0.5933748994435446,0.06303266980919985,0.9993379452908637,0.5929820527970847
222218.7106447256,0.05,0.382,1,0.5933748994435446,0.06382259522778054,0.9993212509760367,0.592972146809703
225003.55552840012,0.05,0.382,1,0.5933748994435446,0.06462241999171356,0.9993041357867319,0.5929619910859703
227823.30008818035,0.05,0.382,1,0.5933748994435446,0.06543226815959491,0.9992865891169231,0.592951579332537
230678.38168680755,0.05,0.382,1,0.5933748994435446,0.066252265344723,0.999268600093542,0.5929409050975971
233569.24316805328,0.05,0.382,1,0.5933748994435446,0.06708253873458216,0.9992501575697659,0.5929299617669059
236496.33292540594,0.05,0.382,1,0.5933748994435446,0.06792321711056991,0.9992312501181377,0.5929187425596973
239460.10497162238,0.05,0.382,1,0.5933748994435446,0.06877443086797262,0.9992118660235145,0.5929072405244995
242461.01900914704,0.05,0.382,1,0.5933748994435446,0.0696363120361903,0.999191993275838,0.5928954485348452
245499.5405014153,0.05,0.382,1,0.5933748994435446,0.07050899429921535,0.9991716195627236,0.5928833592848747
