f0_Hz,R_m,duty,n,PWM_amp,x_knR,G_candidate,weighted_contribution
10000.0,0.05,0.382,1,0.5933748994435446,0.002872062169860105,0.9999986252103825,0.5933740836778936
10125.320000084368,0.05,0.382,1,0.5933748994435446,0.002908054852997023,0.999998590536758,0.5933740631034351
10252.210510410852,0.05,0.382,1,0.5933748994435446,0.0029444985964393166,0.999998554988629,0.5933740420100676
10380.691212613818,0.05,0.382,1,0.5933748994435446,0.0029813990528747367,0.9999985185439397,0.5933740203847038
10510.782034977874,0.05,0.382,1,0.5933748994435446,0.0030187619458305164,0.9999984811800777,0.593373998213926
10642.503155528915,0.05,0.382,1,0.5933748994435446,0.003056593070561139,0.9999984428738609,0.5933739754839784
10775.875005163794,0.05,0.382,1,0.5933748994435446,0.0030948982949472,0.9999984036015219,0.5933739521807582
10910.91827081942,0.05,0.382,1,0.5933748994435446,0.003133683560405589,0.9999983633386942,0.5933739282898068
11047.653898681383,0.05,0.382,1,0.5933748994435446,0.00317295488281103,0.9999983220603965,0.5933739037963011
11186.103097432866,0.05,0.382,1,0.5933748994435446,0.0032127183534291876,0.999998279741018,0.5933738786850441
11326.28734154427,0.05,0.382,1,0.5933748994435446,0.0032529801398614674,0.9999982363543014,0.5933738529404555
11468.228374604061,0.05,0.382,1,0.5933748994435446,0.0032937464870016566,0.9999981918733274,0.593373826546562
11611.948212691355,0.05,0.382,1,0.5933748994435446,0.0033350237180045507,0.9999981462704977,0.5933737994869875
11757.46914779077,0.05,0.382,1,0.5933748994435446,0.0033768182352667203,0.999998099517518,0.5933737717449429
11904.813751250082,0.05,0.382,1,0.5933748994435446,0.0034191365214195726,0.9999980515853801,0.5933737433032155
12054.004877281212,0.05,0.382,1,0.5933748994435446,0.0034619851403348565,0.9999980024443451,0.5933737141441587
12205.065666504997,0.05,0.382,1,0.5933748994435446,0.003505370738142741,0.9999979520639228,0.5933736842496807
12358.01954954061,0.05,0.382,1,0.5933748994435446,0.00354930004426272,0.9999979004128552,0.5933736536012337
12512.890250639715,0.05,0.382,1,0.5933748994435446,0.0035937798724473653,0.9999978474590948,0.5933736221798014
12669.701791366302,0.05,0.382,1,0.5933748994435446,0.0036388171218391966,0.9999977931697867,0.5933735899658886
12828.478494322597,0.05,0.382,1,0.5933748994435446,0.003684418778040785,0.999997737511247,0.5933735569395083
12989.24498692168,0.05,0.382,1,0.5933748994435446,0.003730591914198277,0.9999976804489423,0.593373523080169
13152.02620520737,0.05,0.382,1,0.5933748994435446,0.0037773436920984843,0.9999976219474686,0.5933734883668629
13316.847397721991,0.05,0.382,1,0.5933748994435446,0.0038246813632797313,0.9999975619705281,0.5933734527780519
13483.734129422595,0.05,0.382,1,0.5933748994435446,0.003872612270156621,0.9999975004809084,0.593373416291655
13652.71228564628,0.05,0.382,1,0.5933748994435446,0.003921143847158896,0.9999974374404583,0.5933733788850343
13823.808076125213,0.05,0.382,1,0.5933748994435446,0.003970283621884583,0.9999973728100643,0.5933733405349807
13997.048039051844,0.05,0.382,1,0.5933748994435446,0.004020039216267536,0.9999973065496264,0.5933733012177
14172.459045195332,0.05,0.382,1,0.5933748994435446,0.004070418347759718,0.9999972386180332,0.5933732609087977
14350.06830206929,0.05,0.382,1,0.5933748994435446,0.0041214288305281834,0.999997168973137,0.5933732195832644
14529.903358151892,0.05,0.382,1,0.5933748994435446,0.004173078576667135,0.999997097571726,0.5933731772154593
14711.99210715884,0.05,0.382,1,0.5933748994435446,0.004225375597425135,0.9999970243694997,0.5933731337790957
14896.362792369877,0.05,0.382,1,0.5933748994435446,0.004278328004447716,0.9999969493210397,0.5933730892472233
15083.044011009535,0.05,0.382,1,0.5933748994435446,0.004331944011035551,0.9999968723797821,0.5933730435922123
15272.06471868276,0.05,0.382,1,0.5933748994435446,0.0043862319334183955,0.999996793497989,0.5933729967857363
15463.454233866172,0.05,0.382,1,0.5933748994435446,0.00444120019204501,0.9999967126267179,0.5933729487987539
15657.242242455444,0.05,0.382,1,0.5933748994435446,0.0044968573128891885,0.9999966297157923,0.5933728996014918
15853.458802369994,0.05,0.382,1,0.5933748994435446,0.004553211928772255,0.9999965447137703,0.5933728491634255
16052.134348215048,0.05,0.382,1,0.5933748994435446,0.004610272780702043,0.9999964575679126,0.5933727974532609
16253.299696002308,0.05,0.382,1,0.5933748994435446,0.004668048719228698,0.9999963682241495,0.5933727444389145
16456.98604792974,0.05,0.382,1,0.5933748994435446,0.004726548705817455,0.9999962766270477,0.5933726900874935
16663.224997221238,0.05,0.382,1,0.5933748994435446,0.004785781814238638,0.999996182719776,0.5933726343652755
16872.048533027,0.05,0.382,1,0.5933748994435446,0.004845757231975052,0.9999960864440695,0.5933725772376879
17083.489045385242,0.05,0.382,1,0.5933748994435446,0.004906484261647048,0.9999959877401945,0.593372518669286
17297.57933024614,0.05,0.382,1,0.5933748994435446,0.004967972322455403,0.99999588654691,0.5933724586237309
17514.352594558757,0.05,0.382,1,0.5933748994435446,0.005030230951642339,0.9999957828014309,0.5933723970637677
17733.842461421533,0.05,0.382,1,0.5933748994435446,0.00509326980597076,0.9999956764393886,0.5933723339512016
