a_mid,A_local,A_local_minus_Areq,rel_dE,mask_plateau_0p01,mask_plateau_0p02,mask_plateau_0p04,mask_plateau_0p06,mask_plateau_0p08,mask_plateau_0p10,mask_plateau_0p12,mask_plateau_0p14,mask_plateau_0p16
0.001388490131836454,0.053994640246832336,-0.025582831299115337,0.02599249624768033,1,1,1,1,1,1,1,1,1
0.0017753201472242746,0.0809490044511777,0.0013715329052300246,0.04000797289393105,1,1,1,1,1,1,1,1,1
0.002269920075680923,0.11872505589102053,0.03914758434507286,0.061123722007143874,1,1,1,1,1,1,1,1,1
0.002902314356109412,0.08673076179251828,0.007153290246570604,0.047558944114733846,1,1,1,1,1,1,1,1,1
0.003710892163968356,0.06835647867570126,-0.011220992870246416,0.0393550635047639,1,1,1,1,1,1,1,1,1
0.004744737806783123,0.0813254506628816,0.0017479791169339315,0.048739886761028084,1,1,1,1,1,1,1,1,1
0.006066610362248481,0.06495071309504911,-0.014626758450898558,0.040920664156080325,1,1,1,1,1,1,1,1,1
0.007756753436349139,0.08568338381956098,0.006105912273613304,0.05628605695453171,1,1,1,1,1,1,1,1,1
0.009917766310941102,0.07968137142861284,0.0001038998826651677,0.05546520788499291,1,1,1,1,1,1,1,1,1
0.01268083218134805,0.08266583934663771,0.0030883678006900367,0.06092169311717518,0,1,1,1,1,1,1,1,1
0.016213681565991,0.07314947309276149,-0.006427998453186187,0.0574057345988856,0,1,1,1,1,1,1,1,1
0.020730774302811596,0.08296550919415616,0.0033880376482084834,0.06907435946841688,0,0,1,1,1,1,1,1,1
0.026506318225440362,0.0794599283597125,-0.00011754318623517779,0.07106445999773846,0,0,1,1,1,1,1,1,1
0.033890914811272835,0.07788029284844686,-0.0016971786975008146,0.07498014711899977,0,0,1,1,1,1,1,1,1
0.04333284226711459,0.07936373119366626,-0.0002137403522814163,0.08260184275933477,0,0,0,1,1,1,1,1,1
0.05540526803136216,0.08093830899867123,0.0013608374527235567,0.09182563109501894,0,0,0,1,1,1,1,1,1
0.07084104261392335,0.07810125232982579,-0.0014762192161218851,0.09756601165586283,0,0,0,0,1,1,1,1,1
0.09057718691635974,0.0799163272644273,0.00033885571847962204,0.11062687059978661,0,0,0,0,0,1,1,1,1
0.11581177361255664,0.07922202005081587,-0.0003554514951318033,0.12330679756757865,0,0,0,0,0,0,1,1,1
0.1480766555454106,0.07847398009335593,-0.00110349145259174,0.13932182265322604,0,0,0,0,0,0,0,0,1
0.18933045608013066,0.0785599596185181,-0.0010175119274295763,0.16205182541775906,0,0,0,0,0,0,0,0,0
0.24207746634659355,0.07737691785349357,-0.002200553692454102,0.190478930193675,0,0,0,0,0,0,0,0,0
0.30951966696781275,0.07654326872446617,-0.0030342028214815076,0.2327632242233825,0,0,0,0,0,0,0,0,0
