x_m,y_m,z_m
0.04330127018922194,0.024999999999999994,0.0
0.04035445715535298,0.029521480106810046,0.0
0.03693747451206232,0.033699005573914885,0.0
0.033090133509656526,0.03748390406978849,0.0
0.028857259501861687,0.040832077758083944,0.0
0.024288169685817013,0.043704517081337935,0.0
0.019436098507619785,0.046067755261159624,0.0
0.014357577428019373,0.047894258219523866,0.0
0.009111776274607384,0.04916274537819773,0.0
0.0037598138544070086,0.049858437598667385,0.0
-0.001635954141088791,0.04997322937381829,0.0
-0.007012661641814806,0.04950578326516428,0.0
-0.012307664651449642,0.04846154548533772,0.0
-0.01745927111235163,0.04685268244428919,0.0
-0.022407459679461124,0.04469793899849661,0.0
-0.02709457902873759,0.0420224200547219,0.0
-0.03146601955249186,0.03885729807284855,0.0
-0.02791441156255109,0.04148235320128927,0.0
-0.024145017190001852,0.043783765768769994,0.0
-0.020187244999061348,0.04574358030749094,0.0
-0.01607197326515807,0.04734650647475529,0.0
-0.011831309064680481,0.04858003834720604,0.0
-0.007498337777702245,0.04943455199120837,0.0
-0.0031068649580471286,0.04990338054813981,0.0
0.0013088474153936682,0.04998286624877787,0.0
0.005714348248342334,0.04967238895097222,0.0
0.010075266116280873,0.04897437097795257,0.0
0.014357577428019373,0.047894258219523866,0.0
0.01852787187549182,0.04644047764359621,0.0
0.022553613098757683,0.04462437154954169,0.0
0.026403392532518406,0.042460109076328946,0.0
0.030047174453655123,0.0399645756558432,0.0
0.03345653031794292,0.037157241273869705,0.0
0.02925673038704579,0.04054680908603921,0.0
0.024716060414307243,0.043463966197257176,0.0
0.01988742372635056,0.04587472482237456,0.0
0.014827078748778559,0.04775099722285933,0.0
0.009593983539495086,0.04907092295691918,0.0
0.004249108868622088,0.04981912357541627,0.0
-0.0011452721516848493,0.04998688179611302,0.0
-0.006526309611002569,0.04957224306869053,0.0
-0.011831309064680481,0.04858003834720604,0.0
-0.016998461986549696,0.04702182780466775,0.0
-0.021967565899799677,0.044915766145507956,0.0
-0.02668072579578056,0.04228639108519868,0.0
-0.031083028668503862,0.039164337461432525,0.0
-0.03512318330584258,0.03558598030775858,0.0
-0.03875411788322657,0.03159301104822044,0.0
-0.0419335283972712,0.027231951750751368,0.0
-0.039366935120971384,0.03082603476253847,0.0
-0.03649320363489177,0.03417961510114358,0.0
-0.033334754600973925,0.0372665283557893,0.0
-0.029916230028532956,0.04006269063455303,0.0
-0.026264301018939604,0.042546286465290115,0.0
-0.022407459679461124,0.04469793899849661,0.0
-0.01837579682973517,0.04650086118420061,0.0
-0.014200767235196123,0.04794098674340966,0.0
-0.009914944199087011,0.04900707991228401,0.0
-0.005551765427713869,0.04969082310281891,0.0
-0.0011452721516848493,0.04998688179611302,0.0
0.003270156461507164,0.04989294616193018,0.0
0.007660071531462937,0.04940974907984123,0.0
0.011990223232750832,0.048541060421346406,0.0
0.016226828009767116,0.04729365763758855,0.0
0.02033683215379002,0.04567727288213005,0.0
0.015295151004827685,0.04760313388569621,0.0
0.010075266116280873,0.04897437097795257,0.0
0.004737994344880564,0.04977500788134423,0.0
-0.0006544797785672115,0.04999571637870035,0.0
-0.006039328560886528,0.04963392499625292,0.0
-0.011353813151718656,0.048693848963866686,0.0
-0.016536014513601868,0.0471864411034139,0.0
-0.021525554840414747,0.04512926421749304,0.0
-0.026264301018939604,0.042546286465290115,0.0
-0.03069704193751831,0.03946760210965752,0.0
-0.03477213175048058,0.03592908088898491,0.0
-0.03844209160367296,0.031971950099029256,0.0
-0.041664162810387706,0.027642314253866415,0.0
-0.044400805032640364,0.022990617922393,0.0
-0.046620133663488765,0.01807105799886775,0.0
-0.04829629131445341,0.01294095225512605,0.0
-0.046965948784185654,0.017152249263617005,0.0
-0.04526918104489776,0.021229725564035674,0.0
-0.04321922616565086,0.02514156895745212,0.0
-0.04083207775808395,0.028857259501861684,0.0
-0.038126360195319405,0.03234780762674287,0.0
-0.03512318330584258,0.03558598030775858,0.0
-0.03184597767602379,0.038546513537000913,0.0
-0.028320311846241633,0.04120630943110079,0.0
-0.024573692826831403,0.04354461643937785,0.0
-0.020635351490219722,0.0455431912460588,0.0
-0.016536014513601868,0.0471864411034139,0.0
