a_mid,A_local,A_local_minus_Areq,rel_dE,mask_plateau_0p01,mask_plateau_0p02,mask_plateau_0p04,mask_plateau_0p06,mask_plateau_0p08,mask_plateau_0p10,mask_plateau_0p12,mask_plateau_0p14,mask_plateau_0p16
0.013206973059415036,0.08934081282969904,0.009763341283751364,0.0397887956049577,0,1,1,1,1,1,1,1,1
0.015277733816578957,0.13656903275211135,0.05699156120616368,0.06334266891317317,0,1,1,1,1,1,1,1,1
0.017673175338526692,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.02044420529223807,0.10924633529069047,0.0296688637447428,0.05409663674993715,0,0,1,1,1,1,1,1,1
0.023649713309867412,0.091029567663024,0.01145209611707633,0.04765397125212121,0,0,1,1,1,1,1,1,1
0.027357822504906527,0.07801619350970108,-0.0015612780362465883,0.042885117080001256,0,0,1,1,1,1,1,1,1
0.0316473372173054,0.0682549451631073,-0.01132252638284037,0.039200526123267854,0,0,1,1,1,1,1,1,1
0.036609417754874994,0.06066178538587583,-0.018915686160071846,0.03626103578725919,0,0,1,1,1,1,1,1,1
0.04234951772239723,0.1042008524335544,0.024623380887606724,0.06463040405433365,0,0,0,1,1,1,1,1,1
0.04898962511035326,0.0454706537810254,-0.034106817764922276,0.03015182117245481,0,0,0,1,1,1,1,1,1
0.05667085477064796,0.08092030434111575,0.0013428327951680724,0.055326870172975315,0,0,0,1,1,1,1,1,1
0.06555644737434724,0.10247481406001603,0.02289734251406836,0.07416759079685192,0,0,0,0,1,1,1,1,1
0.07583523858495736,0.0589283567442349,-0.020649114801712776,0.04606689959698992,0,0,0,0,1,1,1,1,1
0.08772567217374581,0.10150637943814664,0.021928907892198965,0.08318405217899891,0,0,0,0,0,1,1,1,1
0.10148044236340092,0.06527059148341897,-0.014306880062528698,0.05834210897942229,0,0,0,0,0,0,1,1,1
0.11739186405862118,0.07625205991744541,-0.0033254116285022645,0.07238073788604513,0,0,0,0,0,0,1,1,1
0.13579808509120056,0.08214577139635651,0.0025682998504088367,0.08405951497053128,0,0,0,0,0,0,0,1,1
0.15709027250157756,0.08421944735873434,0.004641975812786664,0.09409072162139993,0,0,0,0,0,0,0,0,1
0.18172092557893468,0.07251886982454547,-0.0070586017214021995,0.08943360382494002,0,0,0,0,0,0,0,0,0
0.2102134923276875,0.08311947594806311,0.0035420044021154395,0.11257472164266452,0,0,0,0,0,0,0,0,0
0.2431734937284805,0.0796192901993603,4.181865341262858e-05,0.12151351714248039,0,0,0,0,0,0,0,0,0
0.2813013922052938,0.07559313573687565,-0.003984335809072023,0.1313268621093463,0,0,0,0,0,0,0,0,0
0.3254074777779481,0.07259306362654236,-0.006984407919405314,0.14518105222025704,0,0,0,0,0,0,0,0,0
