geometry,f0_hz,harmonic,I_amp_A
sawbowl_curved_R0.050,539458.0613208943,4,0.017869608829954444
sawbowl_curved_R0.050,755699.6564205922,1,0.19094689078100763
sawbowl_curved_R0.050,755699.6564205922,2,0.03459154329568526
sawbowl_curved_R0.050,755699.6564205922,3,0.01007979185768239
sawbowl_curved_R0.050,755699.6564205922,4,0.012756529142377274
sawbowl_curved_R0.050,1058621.627260278,1,0.13631675970969528
sawbowl_curved_R0.050,1058621.627260278,2,0.024694009252618776
sawbowl_curved_R0.050,1058621.627260278,3,0.0071956259977108954
sawbowl_curved_R0.050,1058621.627260278,4,0.00910641203764784
sawbowl_curved_R0.050,1482969.7753355573,1,0.0973144108284884
sawbowl_curved_R0.050,1482969.7753355573,2,0.017628252824719286
sawbowl_curved_R0.050,1482969.7753355573,3,0.0051366861774981756
sawbowl_curved_R0.050,1482969.7753355573,4,0.006500700948644672
sawbowl_curved_R0.050,2077417.7458005762,1,0.06947028795617036
sawbowl_curved_R0.050,2077417.7458005762,2,0.012584158207585041
sawbowl_curved_R0.050,2077417.7458005762,3,0.0036668715884035615
sawbowl_curved_R0.050,2077417.7458005762,4,0.004640574687082136
sawbowl_curved_R0.050,2910149.9992409777,1,0.04959260839076678
sawbowl_curved_R0.050,2910149.9992409777,2,0.008983325770297874
sawbowl_curved_R0.050,2910149.9992409777,3,0.0026176231616495617
sawbowl_curved_R0.050,2910149.9992409777,4,0.003312702440372286
sawbowl_curved_R0.050,4076682.7159351776,1,0.035402340966760266
sawbowl_curved_R0.050,4076682.7159351776,2,0.006412816166174417
sawbowl_curved_R0.050,4076682.7159351776,3,0.0018686057306840191
sawbowl_curved_R0.050,4076682.7159351776,4,0.0023647892570648962
sawbowl_curved_R0.050,5710819.707141999,1,0.02527231643804973
sawbowl_curved_R0.050,5710819.707141999,2,0.004577828248700892
sawbowl_curved_R0.050,5710819.707141999,3,0.00133391333970634
sawbowl_curved_R0.050,5710819.707141999,4,0.001688114911068553
sawbowl_curved_R0.050,8000000.0,1,0.018040840017728713
sawbowl_curved_R0.050,8000000.0,2,0.0032679058928701877
sawbowl_curved_R0.050,8000000.0,3,0.0009522196158495265
sawbowl_curved_R0.050,8000000.0,4,0.0012050671504972457
sawbowl_curved_R0.100,100000.0,1,0.6715123313761779
sawbowl_curved_R0.100,100000.0,2,0.12170307943285635
sawbowl_curved_R0.100,100000.0,3,0.03546789653810575
sawbowl_curved_R0.100,100000.0,4,0.04488903395720326
sawbowl_curved_R0.100,140084.9687129001,1,0.47951870718832
sawbowl_curved_R0.100,140084.9687129001,2,0.08688972809876151
sawbowl_curved_R0.100,140084.9687129001,3,0.025320928951295864
sawbowl_curved_R0.100,140084.9687129001,4,0.03204602883783925
sawbowl_curved_R0.100,196237.984592942,1,0.3423778075780007
sawbowl_curved_R0.100,196237.984592942,2,0.06203198442832468
sawbowl_curved_R0.100,196237.984592942,3,0.018076409740018697
sawbowl_curved_R0.100,196237.984592942,4,0.02287704926860562
sawbowl_curved_R0.100,274899.91931984853,1,0.2444408961502284
sawbowl_curved_R0.100,274899.91931984853,2,0.04428434270886082
sawbowl_curved_R0.100,274899.91931984853,3,0.012904376438394705
sawbowl_curved_R0.100,274899.91931984853,4,0.01633128435844234
sawbowl_curved_R0.100,385093.4659709974,1,0.17451067355098382
sawbowl_curved_R0.100,385093.4659709974,2,0.031613775759235116
sawbowl_curved_R0.100,385093.4659709974,3,0.009212059273179552
sawbowl_curved_R0.100,385093.4659709974,4,0.011658347386458894
sawbowl_curved_R0.100,539458.0613208943,1,0.12458251820539307
sawbowl_curved_R0.100,539458.0613208943,2,0.022568201718445927
sawbowl_curved_R0.100,539458.0613208943,3,0.006576168689496291
sawbowl_curved_R0.100,539458.0613208943,4,0.008322448855755336
sawbowl_curved_R0.100,755699.6564205922,1,0.0889372417372074
sawbowl_curved_R0.100,755699.6564205922,2,0.01611067652788942
sawbowl_curved_R0.100,755699.6564205922,3,0.004694472440636473
sawbowl_curved_R0.100,755699.6564205922,4,0.005941054773854725
sawbowl_curved_R0.100,1058621.627260278,1,0.0634898793382523
sawbowl_curved_R0.100,1058621.627260278,2,0.011500799664029214
sawbowl_curved_R0.100,1058621.627260278,3,0.00335118969998059
sawbowl_curved_R0.100,1058621.627260278,4,0.00424106363345332
sawbowl_curved_R0.100,1482969.7753355573,1,0.04532329757492728
sawbowl_curved_R0.100,1482969.7753355573,2,0.00820995053987013
sawbowl_curved_R0.100,1482969.7753355573,3,0.002392269505699609
sawbowl_curved_R0.100,1482969.7753355573,4,0.003027507274562271
sawbowl_curved_R0.100,2077417.7458005762,1,0.032354588502072075
sawbowl_curved_R0.100,2077417.7458005762,2,0.005860731551143878
sawbowl_curved_R0.100,2077417.7458005762,3,0.0017077347395849667
sawbowl_curved_R0.100,2077417.7458005762,4,0.0021612003346394085
sawbowl_curved_R0.100,2910149.9992409777,1,0.023096621941837397
sawbowl_curved_R0.100,2910149.9992409777,2,0.004183716758922623
sawbowl_curved_R0.100,2910149.9992409777,3,0.0012190742993268284
sawbowl_curved_R0.100,2910149.9992409777,4,0.0015427816112117698
sawbowl_curved_R0.100,4076682.7159351776,1,0.016487689921181162
sawbowl_curved_R0.100,4076682.7159351776,2,0.0029865661109629133
sawbowl_curved_R0.100,4076682.7159351776,3,0.0008702410294043242
sawbowl_curved_R0.100,4076682.7159351776,4,0.0011013201832452961
sawbowl_curved_R0.100,5710819.707141999,1,0.011769832888534747
sawbowl_curved_R0.100,5710819.707141999,2,0.0021319724069882046
sawbowl_curved_R0.100,5710819.707141999,3,0.0006212246299487204
sawbowl_curved_R0.100,5710819.707141999,4,0.0007861809997409332
sawbowl_curved_R0.100,8000000.0,1,0.008401951736471042
sawbowl_curved_R0.100,8000000.0,2,0.0015219161918497205
sawbowl_curved_R0.100,8000000.0,3,0.00044346320109218767
sawbowl_curved_R0.100,8000000.0,4,0.00056121768552053
sawbowl_chord_R0.030,100000.0,1,2.8511684724153907
sawbowl_chord_R0.030,100000.0,2,0.5180998668848711
sawbowl_chord_R0.030,100000.0,3,0.15110270309398488
sawbowl_chord_R0.030,100000.0,4,0.19130571869918328
sawbowl_chord_R0.030,140084.9687129001,1,2.0391943539186106
sawbowl_chord_R0.030,140084.9687129001,2,0.3701357860291342
sawbowl_chord_R0.030,140084.9687129001,3,0.10791665236898297
sawbowl_chord_R0.030,140084.9687129001,4,0.1366107042140115
sawbowl_chord_R0.030,196237.984592942,1,1.4574643579386024
sawbowl_chord_R0.030,196237.984592942,2,0.26435949379374174
sawbowl_chord_R0.030,196237.984592942,3,0.07706142001299565
sawbowl_chord_R0.030,196237.984592942,4,0.09754253139765773
sawbowl_chord_R0.030,274899.91931984853,1,1.0412465641216608
sawbowl_chord_R0.030,274899.91931984853,2,0.18877956912910365
sawbowl_chord_R0.030,274899.91931984853,3,0.055022563984916124
sawbowl_chord_R0.030,274899.91931984853,4,0.06964205698254222
sawbowl_chord_R0.030,385093.4659709974,1,0.7436911007765526
sawbowl_chord_R0.030,385093.4659709974,2,0.1347927317125961
sawbowl_chord_R0.030,385093.4659709974,3,0.039283910143539234
sawbowl_chord_R0.030,385093.4659709974,4,0.04971961231624429
sawbowl_chord_R0.030,539458.0613208943,1,0.5310752269316386
sawbowl_chord_R0.030,539458.0613208943,2,0.09623776223651101
sawbowl_chord_R0.030,539458.0613208943,3,0.02804583345802154
sawbowl_chord_R0.030,539458.0613208943,4,0.03549517138560553
sawbowl_chord_R0.030,755699.6564205922,1,0.37920125879178723
sawbowl_chord_R0.030,755699.6564205922,2,0.06870726468882841
sawbowl_chord_R0.030,755699.6564205922,3,0.020022033414501237
sawbowl_chord_R0.030,755699.6564205922,4,0.025339660851929652
sawbowl_chord_R0.030,1058621.627260278,1,0.27073868653890737
sawbowl_chord_R0.030,1058621.627260278,2,0.04905066356275525
sawbowl_chord_R0.030,1058621.627260278,3,0.014293497884788982
sawbowl_chord_R0.030,1058621.627260278,4,0.018089451301458243
sawbowl_chord_R0.030,1482969.7753355573,1,0.19328959774706608
sawbowl_chord_R0.030,1482969.7753355573,2,0.03501683409431772
sawbowl_chord_R0.030,1482969.7753355573,3,0.010203808498118933
sawbowl_chord_R0.030,1482969.7753355573,4,0.012913536095953823
sawbowl_chord_R0.030,2077417.7458005762,1,0.1379912054830311
sawbowl_chord_R0.030,2077417.7458005762,2,0.024997800673506054
sawbowl_chord_R0.030,2077417.7458005762,3,0.0072841942119031165
sawbowl_chord_R0.030,2077417.7458005762,4,0.009218528732664724
sawbowl_chord_R0.030,2910149.9992409777,1,0.09851080800965756
sawbowl_chord_R0.030,2910149.9992409777,2,0.017845216242303674
sawbowl_chord_R0.030,2910149.9992409777,3,0.005199930641931143
sawbowl_chord_R0.030,2910149.9992409777,4,0.006580754635721005
sawbowl_chord_R0.030,4076682.7159351776,1,0.0703249021660413
sawbowl_chord_R0.030,4076682.7159351776,2,0.012739090020490425
sawbowl_chord_R0.030,4076682.7159351776,3,0.003712028963935313
sawbowl_chord_R0.030,4076682.7159351776,4,0.004697730886630916
sawbowl_chord_R0.030,5710819.707141999,1,0.050202966760827306
sawbowl_chord_R0.030,5710819.707141999,2,0.00909395084919377
sawbowl_chord_R0.030,5710819.707141999,3,0.002649864064203991
sawbowl_chord_R0.030,5710819.707141999,4,0.003353508482906382
sawbowl_chord_R0.030,8000000.0,1,0.03583819566658228
sawbowl_chord_R0.030,8000000.0,2,0.006491799778449398
sawbowl_chord_R0.030,8000000.0,3,0.001891623636443378
sawbowl_chord_R0.030,8000000.0,4,0.002393921279695712
sawbowl_chord_R0.050,100000.0,1,1.6217500514786949
sawbowl_chord_R0.050,100000.0,2,0.2941868350573629
sawbowl_chord_R0.050,100000.0,3,0.08575672713875668
sawbowl_chord_R0.050,100000.0,4,0.10854868993419375
sawbowl_chord_R0.050,140084.9687129001,1,1.158697653608701
sawbowl_chord_R0.050,140084.9687129001,2,0.21008067681387288
sawbowl_chord_R0.050,140084.9687129001,3,0.06123097609280335
sawbowl_chord_R0.050,140084.9687129001,4,0.07749978493132385
sawbowl_chord_R0.050,196237.984592942,1,0.8276001778052625
sawbowl_chord_R0.050,196237.984592942,2,0.15000202181054303
sawbowl_chord_R0.050,196237.984592942,3,0.043716294730276245
sawbowl_chord_R0.050,196237.984592942,4,0.05532925202375175
sawbowl_chord_R0.050,274899.91931984853,1,0.5909995075007152
sawbowl_chord_R0.050,274899.91931984853,2,0.10709631470266462
sawbowl_chord_R0.050,274899.91931984853,3,0.031210099722194237
sawbowl_chord_R0.050,274899.91931984853,4,0.039499779561803484
sawbowl_chord_R0.050,385093.4659709974,1,0.42198836672844897
sawbowl_chord_R0.050,385093.4659709974,2,0.07645921340558949
sawbowl_chord_R0.050,385093.4659709974,3,0.022280932052633963
sawbowl_chord_R0.050,385093.4659709974,4,0.0281984218610595
sawbowl_chord_R0.050,539458.0613208943,1,0.30128633259635934
sawbowl_chord_R0.050,539458.0613208943,2,0.05458462970436029
sawbowl_chord_R0.050,539458.0613208943,3,0.015906050190810577
sawbowl_chord_R0.050,539458.0613208943,4,0.020130209679699557
sawbowl_chord_R0.050,755699.6564205922,1,0.21509769205285714
sawbowl_chord_R0.050,755699.6564205922,2,0.03896735736956769
sawbowl_chord_R0.050,755699.6564205922,3,0.011354945788698324
sawbowl_chord_R0.050,755699.6564205922,4,0.014370346439886756
sawbowl_chord_R0.050,1058621.627260278,1,0.15355960209326552
sawbowl_chord_R0.050,1058621.627260278,2,0.02781792682781351
sawbowl_chord_R0.050,1058621.627260278,3,0.008105941557772854
sawbowl_chord_R0.050,1058621.627260278,4,0.010258480353843606
sawbowl_chord_R0.050,1482969.7753355573,1,0.10962460171023167
sawbowl_chord_R0.050,1482969.7753355573,2,0.019858384447561637
sawbowl_chord_R0.050,1482969.7753355573,3,0.005786539063070574
sawbowl_chord_R0.050,1482969.7753355573,4,0.007323128229496666
sawbowl_chord_R0.050,2077417.7458005762,1,0.07825861398708503
sawbowl_chord_R0.050,2077417.7458005762,2,0.01417620077111113
sawbowl_chord_R0.050,2077417.7458005762,3,0.004130781640028576
sawbowl_chord_R0.050,2077417.7458005762,4,0.005227676714654125
sawbowl_chord_R0.050,2910149.9992409777,1,0.05586650776662845
sawbowl_chord_R0.050,2910149.9992409777,2,0.010119838138629085
sawbowl_chord_R0.050,2910149.9992409777,3,0.0029487920074735925
sawbowl_chord_R0.050,2910149.9992409777,4,0.0037318118490859823
sawbowl_chord_R0.050,4076682.7159351776,1,0.03988114484542584
sawbowl_chord_R0.050,4076682.7159351776,2,0.0072241328190240746
sawbowl_chord_R0.050,4076682.7159351776,3,0.0021050142037876154
sawbowl_chord_R0.050,4076682.7159351776,4,0.002663974154224529
sawbowl_chord_R0.050,5710819.707141999,1,0.028469604446981066
sawbowl_chord_R0.050,5710819.707141999,2,0.00515699594001903
sawbowl_chord_R0.050,5710819.707141999,3,0.0015026755117850843
sawbowl_chord_R0.050,5710819.707141999,4,0.0019016901074072157
sawbowl_chord_R0.050,8000000.0,1,0.02032327354129586
sawbowl_chord_R0.050,8000000.0,2,0.0036813498585343144
sawbowl_chord_R0.050,8000000.0,3,0.0010726916162735697
sawbowl_chord_R0.050,8000000.0,4,0.0013575289986453136
sawbowl_chord_R0.100,100000.0,1,0.7557852993391728
sawbowl_chord_R0.100,100000.0,2,0.13698535936783712
sawbowl_chord_R0.100,100000.0,3,0.03992234014367113
sawbowl_chord_R0.100,100000.0,4,0.05052711658617897
sawbowl_chord_R0.100,140084.9687129001,1,0.5397179506368357
sawbowl_chord_R0.100,140084.9687129001,2,0.09780203985292325
sawbowl_chord_R0.100,140084.9687129001,3,0.028501282874371446
sawbowl_chord_R0.100,140084.9687129001,4,0.03607127418094378
sawbowl_chord_R0.100,196237.984592942,1,0.3853698305329942
sawbowl_chord_R0.100,196237.984592942,2,0.069823195948109
sawbowl_chord_R0.100,196237.984592942,3,0.02034697221601022
sawbowl_chord_R0.100,196237.984592942,4,0.02575071643062969
sawbowl_chord_R0.100,274899.91931984853,1,0.27513955151048985
sawbowl_chord_R0.100,274899.91931984853,2,0.0498468050545956
sawbowl_chord_R0.100,274899.91931984853,3,0.014525348866637696
sawbowl_chord_R0.100,274899.91931984853,4,0.018382774108560707
sawbowl_chord_R0.100,385093.4659709974,1,0.19642910221258403
sawbowl_chord_R0.100,385093.4659709974,2,0.03558488623189099
sawbowl_chord_R0.100,385093.4659709974,3,0.010369256039724162
sawbowl_chord_R0.100,385093.4659709974,4,0.013122865212064266
sawbowl_chord_R0.100,539458.0613208943,1,0.14023101778390196
sawbowl_chord_R0.100,539458.0613208943,2,0.025403151538666468
sawbowl_chord_R0.100,539458.0613208943,3,0.007402266817091191
sawbowl_chord_R0.100,539458.0613208943,4,0.00936792664864543
sawbowl_chord_R0.100,755699.6564205922,1,0.10010891900138782
sawbowl_chord_R0.100,755699.6564205922,2,0.018134492598469647
sawbowl_chord_R0.100,755699.6564205922,3,0.005284199672534473
sawbowl_chord_R0.100,755699.6564205922,4,0.006687385669729966
sawbowl_chord_R0.100,1058621.627260278,1,0.07146527652615389
sawbowl_chord_R0.100,1058621.627260278,2,0.012945545435856827
sawbowl_chord_R0.100,1058621.627260278,3,0.00377217542874732
sawbowl_chord_R0.100,1058621.627260278,4,0.004773840773222421
sawbowl_chord_R0.100,1482969.7753355573,1,0.0510167847416351
sawbowl_chord_R0.100,1482969.7753355573,2,0.009241305607228401
sawbowl_chord_R0.100,1482969.7753355573,3,0.002692794948758578
sawbowl_chord_R0.100,1482969.7753355573,4,0.003407835051226506
sawbowl_chord_R0.100,2077417.7458005762,1,0.03641901229378614
sawbowl_chord_R0.100,2077417.7458005762,2,0.006596976763290347
sawbowl_chord_R0.100,2077417.7458005762,3,0.0019222674439359382
sawbowl_chord_R0.100,2077417.7458005762,4,0.002432700014832097
sawbowl_chord_R0.100,2910149.9992409777,1,0.025998077544512235
sawbowl_chord_R0.100,2910149.9992409777,2,0.004709292155197513
sawbowl_chord_R0.100,2910149.9992409777,3,0.0013722199419092828
sawbowl_chord_R0.100,2910149.9992409777,4,0.0017365932129148097
sawbowl_chord_R0.100,4076682.7159351776,1,0.01855892944118965
sawbowl_chord_R0.100,4076682.7159351776,2,0.0033617518827833617
sawbowl_chord_R0.100,4076682.7159351776,3,0.000979564898648555
sawbowl_chord_R0.100,4076682.7159351776,4,0.0012396735196262586
sawbowl_chord_R0.100,5710819.707141999,1,0.013248406492600914
sawbowl_chord_R0.100,5710819.707141999,2,0.002399800943305848
sawbowl_chord_R0.100,5710819.707141999,3,0.0006992659830227894
sawbowl_chord_R0.100,5710819.707141999,4,0.000884945095634939
sawbowl_chord_R0.100,8000000.0,1,0.009457442263343406
sawbowl_chord_R0.100,8000000.0,2,0.0017131068822476762
sawbowl_chord_R0.100,8000000.0,3,0.0004991733343769131
sawbowl_chord_R0.100,8000000.0,4,0.0006317207929658553
rodin6lane_R0.030,100000.0,1,2.3633466547093245
rodin6lane_R0.030,100000.0,2,0.4291280531369082
rodin6lane_R0.030,100000.0,3,0.12512708195041414
rodin6lane_R0.030,100000.0,4,0.1584029205085921
rodin6lane_R0.030,140084.9687129001,1,1.6895269277501255
rodin6lane_R0.030,140084.9687129001,2,0.30651588704683747
rodin6lane_R0.030,140084.9687129001,3,0.08935473114678964
rodin6lane_R0.030,140084.9687129001,4,0.11310563801343396
rodin6lane_R0.030,196237.984592942,1,1.2071939501256639
rodin6lane_R0.030,196237.984592942,2,0.21889336702073928
rodin6lane_R0.030,196237.984592942,3,0.06380171709892515
rodin6lane_R0.030,196237.984592942,4,0.08075496992701106
rodin6lane_R0.030,274899.91931984853,1,0.8622818578663887
rodin6lane_R0.030,274899.91931984853,2,0.15629899253607973
rodin6lane_R0.030,274899.91931984853,3,0.04555260471958889
rodin6lane_R0.030,274899.91931984853,4,0.057654097453253624
rodin6lane_R0.030,385093.4659709974,1,0.6157902213782024
rodin6lane_R0.030,385093.4659709974,2,0.11159451506089854
rodin6lane_R0.030,385093.4659709974,3,0.03252155754515039
rodin6lane_R0.030,385093.4659709974,4,0.041159949282228596
rodin6lane_R0.030,539458.0613208943,1,0.4397024975023878
rodin6lane_R0.030,539458.0613208943,2,0.07967184709083323
rodin6lane_R0.030,539458.0613208943,3,0.023217427121491642
rodin6lane_R0.030,539458.0613208943,4,0.029383829923038396
rodin6lane_R0.030,755699.6564205922,1,0.31394047140664
rodin6lane_R0.030,755699.6564205922,2,0.05687878330403889
rodin6lane_R0.030,755699.6564205922,3,0.01657472614489951
rodin6lane_R0.030,755699.6564205922,4,0.02097656461358094
rodin6lane_R0.030,1058621.627260278,1,0.22413541629181769
rodin6lane_R0.030,1058621.627260278,2,0.04060545559076134
rodin6lane_R0.030,1058621.627260278,3,0.011832361454651922
rodin6lane_R0.030,1058621.627260278,4,0.014974594502026244
rodin6lane_R0.030,1482969.7753355573,1,0.16001351798473212
rodin6lane_R0.030,1482969.7753355573,2,0.02898749640233469
rodin6lane_R0.030,1482969.7753355573,3,0.008446786433652658
rodin6lane_R0.030,1482969.7753355573,4,0.010689862718557949
rodin6lane_R0.030,2077417.7458005762,1,0.11423292402357017
rodin6lane_R0.030,2077417.7458005762,2,0.02069339092639187
rodin6lane_R0.030,2077417.7458005762,3,0.006029872625886421
rodin6lane_R0.030,2077417.7458005762,4,0.0076310911196381
rodin6lane_R0.030,2910149.9992409777,1,0.08154887588024651
rodin6lane_R0.030,2910149.9992409777,2,0.014772326287529532
rodin6lane_R0.030,2910149.9992409777,3,0.004304496383679406
rodin6lane_R0.030,2910149.9992409777,4,0.00544752671362795
rodin6lane_R0.030,4076682.7159351776,1,0.058215574304281946
rodin6lane_R0.030,4076682.7159351776,2,0.010545411311017728
rodin6lane_R0.030,4076682.7159351776,3,0.0030728040356521355
rodin6lane_R0.030,4076682.7159351776,4,0.003888757364326165
rodin6lane_R0.030,5710819.707141999,1,0.04155818686851289
rodin6lane_R0.030,5710819.707141999,2,0.007527943265006396
rodin6lane_R0.030,5710819.707141999,3,0.0021935432072272567
rodin6lane_R0.030,5710819.707141999,4,0.0027760126672076
rodin6lane_R0.030,8000000.0,1,0.029666843894250797
rodin6lane_R0.030,8000000.0,2,0.0053738788910183645
rodin6lane_R0.030,8000000.0,3,0.0015658735386381985
rodin6lane_R0.030,8000000.0,4,0.001981670383858818
rodin6lane_R0.050,100000.0,1,1.3445814342149112
rodin6lane_R0.050,100000.0,2,0.24383451316234833
rodin6lane_R0.050,100000.0,3,0.0710727124710435
rodin6lane_R0.050,100000.0,4,0.08995845459151584
rodin6lane_R0.050,140084.9687129001,1,0.9604941448691023
rodin6lane_R0.050,140084.9687129001,2,0.17411086073741955
rodin6lane_R0.050,140084.9687129001,3,0.05074417082370811
rodin6lane_R0.050,140084.9687129001,4,0.06422495749639957
rodin6lane_R0.050,196237.984592942,1,0.6859536381360263
rodin6lane_R0.050,196237.984592942,2,0.12431269491679485
rodin6lane_R0.050,196237.984592942,3,0.03622805622479448
rodin6lane_R0.050,196237.984592942,4,0.04585097362821187
rodin6lane_R0.050,274899.91931984853,1,0.4898107980448696
rodin6lane_R0.050,274899.91931984853,2,0.08875207396037936
rodin6lane_R0.050,274899.91931984853,3,0.025863529935307446
rodin6lane_R0.050,274899.91931984853,4,0.032732703735668035
rodin6lane_R0.050,385093.4659709974,1,0.3497194914073179
rodin6lane_R0.050,385093.4659709974,2,0.06336129376029882
rodin6lane_R0.050,385093.4659709974,3,0.01846374487294358
rodin6lane_R0.050,385093.4659709974,4,0.023367243734479046
rodin6lane_R0.050,539458.0613208943,1,0.24968018932976516
rodin6lane_R0.050,539458.0613208943,2,0.045233259504376976
rodin6lane_R0.050,539458.0613208943,3,0.013180882830450396
rodin6lane_R0.050,539458.0613208943,4,0.016681221374469608
rodin6lane_R0.050,755699.6564205922,1,0.17825036115981316
rodin6lane_R0.050,755699.6564205922,2,0.032291175319101265
rodin6lane_R0.050,755699.6564205922,3,0.009409450041611674
rodin6lane_R0.050,755699.6564205922,4,0.011908158278618726
rodin6lane_R0.050,1058621.627260278,1,0.12725205606045223
rodin6lane_R0.050,1058621.627260278,2,0.023051779454878494
rodin6lane_R0.050,1058621.627260278,3,0.006717080743938272
rodin6lane_R0.050,1058621.627260278,4,0.008500781651102437
rodin6lane_R0.050,1482969.7753355573,1,0.09084293225884954
rodin6lane_R0.050,1482969.7753355573,2,0.01645589008578479
rodin6lane_R0.050,1482969.7753355573,3,0.0047950654263475894
rodin6lane_R0.050,1482969.7753355573,4,0.006068360807438513
rodin6lane_R0.050,2077417.7458005762,1,0.06485030136821142
