geometry,f0_hz,harmonic,phase,I_real_A,I_imag_A,I_abs_A,I_phase_rad
sawbowl_curved,280405.0812695393,1,2,1.391011708836185,0.9544874486073704,1.6869972921342735,0.6013919371954128
sawbowl_curved,280405.0812695393,2,0,0.016171833114398116,-0.3056501201837402,0.3060776439967721,-1.5179359916780653
sawbowl_curved,280405.0812695393,2,1,0.2566148521916874,0.16683027839470202,0.30607764399677306,0.5764591107151311
sawbowl_curved,280405.0812695393,2,2,-0.27278668530608546,0.1388198417890388,0.3060776439967726,2.670854213108327
sawbowl_curved,280405.0812695393,3,0,0.0025014385452563374,-0.07250488390198441,0.07254802123032669,-1.5363097286898755
sawbowl_curved,280405.0812695393,3,1,0.002501438545256375,-0.07250488390198462,0.0725480212303269,-1.5363097286898753
sawbowl_curved,280405.0812695393,3,2,0.002501438545256388,-0.0725048839019845,0.07254802123032678,-1.5363097286898748
sawbowl_curved,280405.0812695393,4,0,0.004106613522306524,-0.11287660689848422,0.11295128445279641,-1.534430925475894
sawbowl_curved,280405.0812695393,4,1,-0.09980731582823071,0.05288187181540006,0.1129512844527967,2.6543592793104978
sawbowl_curved,280405.0812695393,4,2,0.09570070230592391,0.05999473508308444,0.11295128445279652,0.5599641769173028
sawbowl_curved,280405.0812695393,5,0,0.0006539765317361603,-0.020238480537032512,0.020249043921921485,-1.5384940473053166
sawbowl_curved,280405.0812695393,5,1,0.017200050013199034,0.010685600558478675,0.020249043921921544,0.5559010550878808
sawbowl_curved,280405.0812695393,5,2,-0.017854026544935214,0.009552879978553853,0.020249043921921506,2.6502961574810775
sawbowl_curved,280405.0812695393,6,0,0.0007758310368531549,-0.03252561150074654,0.032534863105524815,-1.5469479220522888
sawbowl_curved,280405.0812695393,6,1,0.0007758310368531798,-0.032525611500746635,0.03253486310552492,-1.5469479220522881
sawbowl_curved,280405.0812695393,6,2,0.0007758310368531961,-0.03252561150074657,0.03253486310552486,-1.5469479220522875
sawbowl_curved,280405.0812695393,7,0,0.0008559118573213396,-0.03162756082882913,0.031639140144586575,-1.5437407151554
sawbowl_curved,280405.0812695393,7,1,-0.02781822706616439,0.015072539002573979,0.03163914014458666,2.645049489630992
sawbowl_curved,280405.0812695393,7,2,0.026962315208842968,0.01655502182625523,0.03163914014458661,0.5506543872377974
sawbowl_curved,362854.3627181228,1,0,0.08768760103694584,-1.3017185702193868,1.304668674962965,-1.5035349942007534
sawbowl_curved,362854.3627181228,1,1,-1.1711651509064227,0.5749195950147851,1.3046686749629686,2.6852552105856375
sawbowl_curved,362854.3627181228,1,2,1.0834775498694744,0.7267989752046039,1.3046686749629661,0.5908601081924421
sawbowl_curved,362854.3627181228,2,0,0.010866344627443245,-0.23636068286064743,0.23661033334982207,-1.5248551042564384
sawbowl_curved,362854.3627181228,2,1,0.1992611834994366,0.12759087192396662,0.23661033334982268,0.569539998136758
sawbowl_curved,362854.3627181228,2,2,-0.21012752812687974,0.10876981093668116,0.23661033334982223,2.6639351005299536
sawbowl_curved,362854.3627181228,3,0,0.0016839774714876386,-0.05604611536469595,0.05607140828976284,-1.5407590801169309
sawbowl_curved,362854.3627181228,3,1,0.0016839774714876665,-0.05604611536469611,0.056071408289763,-1.5407590801169304
sawbowl_curved,362854.3627181228,3,2,0.0016839774714876767,-0.056046115364696024,0.05607140828976292,-1.5407590801169302
sawbowl_curved,362854.3627181228,4,0,0.002768348005119056,-0.08725593906036842,0.08729984336746645,-1.539080208277965
sawbowl_curved,362854.3627181228,4,1,-0.07695003385990568,0.041230509831235204,0.08729984336746666,2.6497099965084265
sawbowl_curved,362854.3627181228,4,2,0.07418168585478639,0.04602542922913342,0.08729984336746649,0.5553148941152318
sawbowl_curved,362854.3627181228,5,0,0.0004412220684290494,-0.015643694676746055,0.015649915656415585,-1.5425993351537057
sawbowl_curved,362854.3627181228,5,1,0.013327225964894978,0.008203956858342952,0.015649915656415634,0.5517957672394916
sawbowl_curved,362854.3627181228,5,2,-0.013768448033324039,0.007439737818403116,0.0156499156564156,2.6461908696326883
sawbowl_curved,362854.3627181228,6,0,0.0005237161167896716,-0.02513839654357469,0.0251438513229973,-1.549966025759924
sawbowl_curved,362854.3627181228,6,1,0.0005237161167896904,-0.025138396543574762,0.025143851322997374,-1.5499660257599233
sawbowl_curved,362854.3627181228,6,2,0.0005237161167897036,-0.025138396543574727,0.02514385132299734,-1.5499660257599226
sawbowl_curved,362854.3627181228,7,0,0.0005780860883393582,-0.024445243575549305,0.024452077968824367,-1.547152530396574
sawbowl_curved,362854.3627181228,7,1,-0.021459244982293783,0.011721984549698404,0.02445207796882443,2.6416376743898176
sawbowl_curved,362854.3627181228,7,2,0.02088115889395436,0.01272325902585096,0.02445207796882439,0.5472425719966231
sawbowl_curved,469546.72842398926,1,0,0.05876047480834013,-1.0070728103528221,1.0087856257657684,-1.5125146142619605
sawbowl_curved,469546.72842398926,1,1,-0.9015308746303047,0.45264834125395403,1.008785625765771,2.6762755905244306
sawbowl_curved,469546.72842398926,1,2,0.8427703998219629,0.5544244690988698,1.0087856257657692,0.581880488131235
sawbowl_curved,469546.72842398926,2,0,0.007311256659874951,-0.18274736959269583,0.18289356349252955,-1.5308101993443153
sawbowl_curved,469546.72842398926,2,1,0.15460823621212136,0.09770541879738823,0.18289356349253008,0.5635849030488811
sawbowl_curved,469546.72842398926,2,2,-0.16191949287199617,0.08504195079530794,0.1828935634925297,2.657980005442077
sawbowl_curved,469546.72842398926,3,0,0.0011349421793992907,-0.04332044957386566,0.04333531406407962,-1.544603555665584
sawbowl_curved,469546.72842398926,3,1,0.0011349421793993113,-0.04332044957386579,0.043335314064079755,-1.5446035556655835
sawbowl_curved,469546.72842398926,3,2,0.0011349421793993197,-0.04332044957386571,0.04333531406407967,-1.5446035556655833
sawbowl_curved,469546.72842398926,4,0,0.0018679607710235984,-0.06744541933219585,0.06747128178964604,-1.5431075171592843
sawbowl_curved,469546.72842398926,4,1,-0.05934342689608764,0.032105008185118765,0.06747128178964618,2.645682687627107
sawbowl_curved,469546.72842398926,4,2,0.057475466125063865,0.03534041114707722,0.06747128178964605,0.5512875852339125
sawbowl_curved,469546.72842398926,5,0,0.00029793274872738765,-0.0120913447806419,0.01209501477994634,-1.5461611451277948
sawbowl_curved,469546.72842398926,5,1,0.010322445371588588,0.006303689719338229,0.01209501477994637,0.5482339572654026
sawbowl_curved,469546.72842398926,5,2,-0.010620378120315988,0.005787655061303677,0.012095014779946348,2.6426290596585993
sawbowl_curved,469546.72842398926,6,0,0.0003538061196655305,-0.019428333704723397,0.019431554989562824,-1.5525875075829108
sawbowl_curved,469546.72842398926,6,1,0.0003538061196655445,-0.019428333704723456,0.019431554989562883,-1.55258750758291
sawbowl_curved,469546.72842398926,6,2,0.0003538061196655551,-0.019428333704723424,0.019431554989562852,-1.5525875075829094
sawbowl_curved,469546.72842398926,7,0,0.0003907186091705254,-0.018893177554775833,0.018897217232911236,-1.5501188668187005
sawbowl_curved,469546.72842398926,7,1,-0.016557331025231145,0.009108216536114929,0.018897217232911285,2.638671337967691
sawbowl_curved,469546.72842398926,7,2,0.016166612416060565,0.009784961018660951,0.01889721723291125,0.5442762355744969
sawbowl_curved,607610.525947963,1,0,0.03944210892592356,-0.7788937284184249,0.7798917361570639,-1.5202009171121074
sawbowl_curved,607610.525947963,1,1,-0.694262810121697,0.3552889959005306,0.7798917361570661,2.668589287674284
sawbowl_curved,607610.525947963,1,2,0.6548207011957721,0.4236047325178956,0.7798917361570646,0.5741941852810881
sawbowl_curved,607610.525947963,2,0,0.004925077245389505,-0.14127709710645453,0.14136291788407468,-1.5359493228908123
sawbowl_curved,607610.525947963,2,1,0.11988701644441614,0.07490379056333557,0.14136291788407504,0.558445779502384
sawbowl_curved,607610.525947963,2,2,-0.12481209368980554,0.06637330654311914,0.14136291788407473,2.65284088189558
sawbowl_curved,607610.525947963,3,0,0.0007656662677241153,-0.03348246513807474,0.033491218499121844,-1.5479326325313716
sawbowl_curved,607610.525947963,3,1,0.0007656662677241306,-0.033482465138074846,0.03349121849912195,-1.5479326325313714
sawbowl_curved,607610.525947963,3,2,0.0007656662677241377,-0.033482465138074784,0.03349121849912188,-1.547932632531371
sawbowl_curved,607610.525947963,4,0,0.0012614625108471628,-0.05212964374171631,0.05214490429854614,-1.5466024846406077
sawbowl_curved,607610.525947963,4,1,-0.04577632702598253,0.024972363290542855,0.052144904298546284,2.6421877201457837
sawbowl_curved,607610.525947963,4,2,0.04451486451513523,0.02715728045117358,0.05214490429854619,0.5477926177525891
sawbowl_curved,607610.525947963,5,0,0.00020132606833696832,-0.00934523482781157,0.009347403178034761,-1.5492564794825308
sawbowl_curved,607610.525947963,5,1,0.007992547731047444,0.004846970903529669,0.009347403178034789,0.5451386229106664
sawbowl_curved,607610.525947963,5,2,-0.00819387379938442,0.004498263924281905,0.00934740317803477,2.6395337253038633
sawbowl_curved,607610.525947963,6,0,0.00023918416074168237,-0.015014915627627216,0.015016820581185409,-1.5548679034754402
sawbowl_curved,607610.525947963,6,1,0.00023918416074169297,-0.01501491562762726,0.015016820581185452,-1.5548679034754396
sawbowl_curved,607610.525947963,6,2,0.00023918416074170118,-0.015014915627627235,0.015016820581185428,-1.554867903475439
sawbowl_curved,607610.525947963,7,0,0.00026424438501184685,-0.014601653163119907,0.014604043967033922,-1.5527014206015661
sawbowl_curved,607610.525947963,7,1,-0.012777524769017204,0.007071984231332305,0.014604043967033957,2.6360887841848255
sawbowl_curved,607610.525947963,7,2,0.012513280384005319,0.007529668931787639,0.014604043967033936,0.5416936817916312
sawbowl_curved,786270.0960177709,1,0,0.026513942203703296,-0.6022865075373622,0.6028698253294275,-1.5268025892561745
sawbowl_curved,786270.0960177709,1,1,-0.5348523869858166,0.2781815062658024,0.6028698253294291,2.661987615530217
sawbowl_curved,786270.0960177709,1,2,0.5083384447821123,0.32410500127156094,0.6028698253294281,0.5675925131370212
sawbowl_curved,786270.0960177709,2,0,0.0033211102665262763,-0.10920720810557877,0.10925769572720091,-1.5403946063757175
sawbowl_curved,786270.0960177709,2,1,0.09291566136254215,0.05747976991237068,0.10925769572720122,0.5540004960174789
sawbowl_curved,786270.0960177709,2,2,-0.09623677162906837,0.05172743819320825,0.10925769572720101,2.648395598410675
sawbowl_curved,786270.0960177709,3,0,0.00051698648059484,-0.025877641908253275,0.025882805600492848,-1.5508208700610788
sawbowl_curved,786270.0960177709,3,1,0.0005169864805948512,-0.02587764190825335,0.025882805600492925,-1.5508208700610786
sawbowl_curved,786270.0960177709,3,2,0.000516986480594857,-0.025877641908253302,0.02588280560049288,-1.5508208700610782
sawbowl_curved,786270.0960177709,4,0,0.0008525033014336554,-0.0402900799005553,0.040299098008169935,-1.5496403471289648
sawbowl_curved,786270.0960177709,4,1,-0.03531848436510263,0.019406750434426037,0.04029909800817004,2.6391498576574266
sawbowl_curved,786270.0960177709,4,2,0.03446598106366888,0.020883329466129367,0.04029909800816997,0.5447547552642321
sawbowl_curved,786270.0960177709,5,0,0.00013613285389711007,-0.007222557413969316,0.007223840235774412,-1.5519502687066056
sawbowl_curved,786270.0960177709,5,1,0.006186851773840524,0.003729173216749253,0.0072238402357744326,0.5424448336865917
sawbowl_curved,786270.0960177709,5,2,-0.006322984627737639,0.0034933841972200675,0.007223840235774417,2.6368399360797885
sawbowl_curved,786270.0960177709,6,0,0.00016179302801257962,-0.011603852388030338,0.011604980276894522,-1.5568541859282587
sawbowl_curved,786270.0960177709,6,1,0.00016179302801258767,-0.011603852388030375,0.011604980276894558,-1.556854185928258
sawbowl_curved,786270.0960177709,6,2,0.000161793028012594,-0.011603852388030354,0.011604980276894538,-1.5568541859282574
sawbowl_curved,786270.0960177709,7,0,0.00017880689206064207,-0.011284666837461725,0.011286083356822987,-1.5549525333828522
sawbowl_curved,786270.0960177709,7,1,-0.009862211600516,0.0054874821078346086,0.01128608335682301,2.6338376714035396
sawbowl_curved,786270.0960177709,7,2,0.00968340470845533,0.005797184729627142,0.011286083356822994,0.5394425690103449
sawbowl_curved,1017462.0706698232,1,0,0.017846353272300795,-0.4656504670840113,0.4659923280706214,-1.5324894328368044
sawbowl_curved,1017462.0706698232,1,1,-0.4121883104149949,0.21736983824328227,0.4659923280706227,2.6563007719495864
sawbowl_curved,1017462.0706698232,1,2,0.39434195714269327,0.24828062884072993,0.4659923280706218,0.5619056695563911
sawbowl_curved,1017462.0706698232,2,0,0.0022415440478527325,-0.08441121582168287,0.08444097273369836,-1.5442475162076066
sawbowl_curved,1017462.0706698232,2,1,0.07198148524198211,0.04414684199998389,0.0844409727336986,0.5501475861855898
sawbowl_curved,1017462.0706698232,2,2,-0.07422302928983479,0.04026437382169912,0.08444097273369842,2.6445426885787855
sawbowl_curved,1017462.0706698232,3,0,0.0003493377119625299,-0.01999949575425917,0.020002546519421717,-1.5533307769509843
sawbowl_curved,1017462.0706698232,3,1,0.00034933771196253837,-0.01999949575425923,0.020002546519421776,-1.553330776950984
sawbowl_curved,1017462.0706698232,3,2,0.0003493377119625431,-0.0199994957542592,0.020002546519421745,-1.5533307769509839
sawbowl_curved,1017462.0706698232,4,0,0.0005764929909114012,-0.03113846633498566,0.031143802431039234,-1.5522845885648413
sawbowl_curved,1017462.0706698232,4,1,-0.02725494937643988,0.015069975592259909,0.03114380243103931,2.6365056162215503
sawbowl_curved,1017462.0706698232,4,2,0.02667845638552841,0.016068490742725827,0.031143802431039265,0.5421105138283556
sawbowl_curved,1017462.0706698232,5,0,9.210270757849526e-05,-0.005581880920499884,0.00558264072992199,-1.554297524396376
sawbowl_curved,1017462.0706698232,5,1,0.0047879993242633265,0.002870703744770265,0.005582640729922005,0.5400975779968215
sawbowl_curved,1017462.0706698232,5,2,-0.004880102031841828,0.0027111771757296226,0.005582640729921995,2.6344926803900184
sawbowl_curved,1017462.0706698232,6,0,0.00010950021089531283,-0.008967582882882909,0.00896825139353044,-1.5585862618718025
sawbowl_curved,1017462.0706698232,6,1,0.00010950021089531904,-0.008967582882882939,0.008968251393530469,-1.5585862618718018
sawbowl_curved,1017462.0706698232,6,2,0.00010950021089532398,-0.00896758288288292,0.00896825139353045,-1.5585862618718012
sawbowl_curved,1017462.0706698232,7,0,0.00012105156839650918,-0.008721026974002542,0.00872186705720118,-1.5569167922546276
sawbowl_curved,1017462.0706698232,7,1,-0.00761315669077381,0.00425567975360195,0.008721867057201203,2.631873412531764
sawbowl_curved,1017462.0706698232,7,2,0.0074921051223772765,0.004465347220400614,0.00872186705720119,0.5374783101385696
sawbowl_curved,1316632.88543575,1,0,0.012025872176952555,-0.35997022399307643,0.3601710479247909,-1.5374007835639876
sawbowl_curved,1316632.88543575,1,1,-0.317756294672456,0.1695704011886333,0.3601710479247919,2.651389421222403
sawbowl_curved,1316632.88543575,1,2,0.30573042249550286,0.1903998228044438,0.36017104792479127,0.5569943188292079
sawbowl_curved,1316632.88543575,2,0,0.0015141062272559323,-0.0652418075254293,0.06525937455149702,-1.5475928849610796
sawbowl_curved,1316632.88543575,2,1,0.05574400959220872,0.033932158219546656,0.06525937455149723,0.5468022174321168
sawbowl_curved,1316632.88543575,2,2,-0.05725811581946461,0.03130964930588276,0.0652593745514971,2.641197319825313
sawbowl_curved,1316632.88543575,3,0,0.00023620944190201252,-0.015456232538965501,0.015458037365688427,-1.5555150443305685
sawbowl_curved,1316632.88543575,3,1,0.00023620944190201886,-0.015456232538965546,0.015458037365688472,-1.555515044330568
sawbowl_curved,1316632.88543575,3,2,0.00023620944190202244,-0.015456232538965517,0.015458037365688444,-1.5555150443305679
sawbowl_curved,1316632.88543575,4,0,0.0003900624920601451,-0.024064979668186687,0.0240681406672379,-1.5545890270832494
sawbowl_curved,1316632.88543575,4,1,-0.021035914980235812,0.011694685806905811,0.02406814066723796,2.634201177703142
sawbowl_curved,1316632.88543575,4,2,0.02064585248817561,0.012370293861280931,0.02406814066723792,0.5398060753099473
sawbowl_curved,1316632.88543575,5,0,6.234448112315827e-05,-0.00431381604523171,0.004314266531685897,-1.5563450520034863
sawbowl_curved,1316632.88543575,5,1,0.0037047020418620093,0.002210899927054283,0.00431426653168591,0.5380500503897111
sawbowl_curved,1316632.88543575,5,2,-0.0037670465229851704,0.0021029161181774295,0.004314266531685901,2.632445152782908
sawbowl_curved,1316632.88543575,6,0,7.414288839956117e-05,-0.00693017133794389,0.006930567937850349,-1.560098169967658
sawbowl_curved,1316632.88543575,6,1,7.414288839956585e-05,-0.0069301713379439096,0.006930567937850369,-1.5600981699676573
sawbowl_curved,1316632.88543575,6,2,7.414288839956973e-05,-0.006930171337943897,0.006930567937850357,-1.5600981699676566
sawbowl_curved,1316632.88543575,7,0,8.198582135301834e-05,-0.006739699986089381,0.006740198630411134,-1.5586323168455114
sawbowl_curved,1316632.88543575,7,1,-0.0058777443125155576,0.003298848189002848,0.0067401986304111506,2.6301578879408805
sawbowl_curved,1316632.88543575,7,2,0.005795758491162522,0.00344085179708655,0.00674019863041114,0.5357627855476859
sawbowl_curved,1703770.789086661,1,0,0.008111755844812264,-0.2782502790688078,0.27836849387952517,-1.5416518492695825
sawbowl_curved,1703770.789086661,1,1,-0.2450276882061038,0.1321001529034999,0.27836849387952595,2.6471383555168084
sawbowl_curved,1703770.789086661,1,2,0.23691593236129113,0.14615012616530842,0.2783684938795255,0.5527432531236132
sawbowl_curved,1703770.789086661,2,0,0.001023452966797242,-0.05042367325457083,0.050434058734737656,-1.5505020405775725
sawbowl_curved,1703770.789086661,2,1,0.04315645550718579,0.026098172896110487,0.05043405873473781,0.5438930618156237
sawbowl_curved,1703770.789086661,2,2,-0.044179908473982996,0.024325500358460417,0.050434058734737705,2.6382881642088196
sawbowl_curved,1703770.789086661,3,0,0.00015980808325148643,-0.011944854498766401,0.01194592347289118,-1.5574183028553439
sawbowl_curved,1703770.789086661,3,1,0.00015980808325149115,-0.011944854498766441,0.011945923472891218,-1.5574183028553437
