geometry,f0_hz,harmonic,I_amp_A
sawbowl_curved,100000.0,1,2.5315584169645535
sawbowl_curved,100000.0,2,0.4597870171671288
sawbowl_curved,100000.0,3,0.13407636516940724
sawbowl_curved,100000.0,4,0.16973779422212448
sawbowl_curved,100000.0,5,0.030431189396846522
sawbowl_curved,100000.0,6,0.06015031868136496
sawbowl_curved,100000.0,7,0.047551861749717456
sawbowl_curved,100000.0,8,0.007459488374282478
sawbowl_curved,100000.0,9,0.03304000317547529
sawbowl_curved,129403.6331564652,1,1.9588433637485405
sawbowl_curved,129403.6331564652,2,0.3554986721976202
sawbowl_curved,129403.6331564652,3,0.10364420561784503
sawbowl_curved,129403.6331564652,4,0.13119926349773048
sawbowl_curved,129403.6331564652,5,0.02352064631464305
sawbowl_curved,129403.6331564652,6,0.04648939403714314
sawbowl_curved,129403.6331564652,7,0.03675137078553597
sawbowl_curved,129403.6331564652,8,0.005765112624016477
sawbowl_curved,129403.6331564652,9,0.025534849491421048
sawbowl_curved,167453.00274093024,1,1.5151279228661143
sawbowl_curved,167453.00274093024,2,0.2748259474007095
sawbowl_curved,167453.00274093024,3,0.08011270333388712
sawbowl_curved,167453.00274093024,4,0.10140485407243398
sawbowl_curved,167453.00274093024,5,0.01817858666296411
sawbowl_curved,167453.00274093024,6,0.03592974788835032
sawbowl_curved,167453.00274093024,7,0.02840314838041799
sawbowl_curved,167453.00274093024,8,0.004455488733305375
sawbowl_curved,167453.00274093024,9,0.019734073553102433
sawbowl_curved,216690.26937635854,1,1.1716212574784493
sawbowl_curved,216690.26937635854,2,0.21243864183244746
sawbowl_curved,216690.26937635854,3,0.06192005011371719
sawbowl_curved,216690.26937635854,4,0.07837317131678811
sawbowl_curved,216690.26937635854,5,0.014049363227383453
sawbowl_curved,216690.26937635854,6,0.02776788869103689
sawbowl_curved,216690.26937635854,7,0.021950767663216107
sawbowl_curved,216690.26937635854,8,0.00344329763993328
sawbowl_curved,216690.26937635854,9,0.015250809067576504
sawbowl_curved,280405.0812695393,1,0.9058308145135783
sawbowl_curved,280405.0812695393,2,0.1642016639188289
sawbowl_curved,280405.0812695393,3,0.04785660213783862
sawbowl_curved,280405.0812695393,4,0.06057066317973488
sawbowl_curved,280405.0812695393,5,0.010857817526397529
sawbowl_curved,280405.0812695393,6,0.021459664234932486
sawbowl_curved,280405.0812695393,7,0.01696389975680561
sawbowl_curved,280405.0812695393,8,0.0026610163469064046
sawbowl_curved,280405.0812695393,9,0.011785921798926038
sawbowl_curved,362854.3627181228,1,0.7002475222078284
sawbowl_curved,362854.3627181228,2,0.12691076672604854
sawbowl_curved,362854.3627181228,3,0.03698606785729736
sawbowl_curved,362854.3627181228,4,0.04681090352352008
sawbowl_curved,362854.3627181228,5,0.00839113131071809
sawbowl_curved,362854.3627181228,6,0.016584276713612473
sawbowl_curved,362854.3627181228,7,0.013109805570947947
sawbowl_curved,362854.3627181228,8,0.002056439017211657
sawbowl_curved,362854.3627181228,9,0.009108148671829422
sawbowl_curved,469546.72842398926,1,0.5412730186346784
sawbowl_curved,469546.72842398926,2,0.09808495792405938
sawbowl_curved,469546.72842398926,3,0.02858405861539605
sawbowl_curved,469546.72842398926,4,0.03617629641208202
sawbowl_curved,469546.72842398926,5,0.0064847399915165145
sawbowl_curved,469546.72842398926,6,0.012816377954052606
sawbowl_curved,469546.72842398926,7,0.010131242664726741
sawbowl_curved,469546.72842398926,8,0.0015892074665159722
sawbowl_curved,469546.72842398926,9,0.0070387179077998924
sawbowl_curved,607610.525947963,1,0.4183621984371155
sawbowl_curved,607610.525947963,2,0.07580429498462204
sawbowl_curved,607610.525947963,3,0.022090306824732137
sawbowl_curved,607610.525947963,4,0.027957316245894016
sawbowl_curved,607610.525947963,5,0.005011412618980527
sawbowl_curved,607610.525947963,6,0.009904451477030467
sawbowl_curved,607610.525947963,7,0.007829357063904545
sawbowl_curved,607610.525947963,8,0.001228125329467286
sawbowl_curved,607610.525947963,9,0.005439445850294269
sawbowl_curved,786270.0960177709,1,0.3233460105572754
sawbowl_curved,786270.0960177709,2,0.05858357875475792
sawbowl_curved,786270.0960177709,3,0.017071579508818418
sawbowl_curved,786270.0960177709,4,0.021605412662874163
sawbowl_curved,786270.0960177709,5,0.0038727939984731954
sawbowl_curved,786270.0960177709,6,0.00765407641310909
sawbowl_curved,786270.0960177709,7,0.00605044261694183
sawbowl_curved,786270.0960177709,8,0.0009490798571341027
sawbowl_curved,786270.0960177709,9,0.004203528247588131
sawbowl_curved,1017462.0706698232,1,0.24990050874622002
sawbowl_curved,1017462.0706698232,2,0.04527422512159434
sawbowl_curved,1017462.0706698232,3,0.013192929131894711
sawbowl_curved,1017462.0706698232,4,0.016696537463308923
sawbowl_curved,1017462.0706698232,5,0.0029928578443563733
sawbowl_curved,1017462.0706698232,6,0.005914977114022804
sawbowl_curved,1017462.0706698232,7,0.004675697650903807
sawbowl_curved,1017462.0706698232,8,0.0007334344169766437
sawbowl_curved,1017462.0706698232,9,0.0032484181243107317
sawbowl_curved,1316632.88543575,1,0.19313249313598335
sawbowl_curved,1316632.88543575,2,0.03498814644599397
sawbowl_curved,1316632.88543575,3,0.0101954268006867
sawbowl_curved,1316632.88543575,4,0.012902914452561415
sawbowl_curved,1316632.88543575,5,0.0023128414050148298
sawbowl_curved,1316632.88543575,6,0.004571005626166993
sawbowl_curved,1316632.88543575,7,0.003613302699010154
sawbowl_curved,1316632.88543575,8,0.0005667853860425378
sawbowl_curved,1316632.88543575,9,0.0025103186050889686
sawbowl_curved,1703770.789086661,1,0.14925711709687697
sawbowl_curved,1703770.789086661,2,0.02703876911029003
sawbowl_curved,1703770.789086661,3,0.007878926755754296
sawbowl_curved,1703770.789086661,4,0.009971198487590349
sawbowl_curved,1703770.789086661,5,0.0017873275611889265
sawbowl_curved,1703770.789086661,6,0.0035323947794211603
sawbowl_curved,1703770.789086661,7,0.002792294641422952
sawbowl_curved,1703770.789086661,8,0.0004380010065505239
sawbowl_curved,1703770.789086661,9,0.0019399251557046951
sawbowl_curved,2204741.3017367152,1,0.11534755455176432
sawbowl_curved,2204741.3017367152,2,0.02089536358295569
sawbowl_curved,2204741.3017367152,3,0.006088731137651871
sawbowl_curved,2204741.3017367152,4,0.007705582810860503
sawbowl_curved,2204741.3017367152,5,0.0013812151544672165
sawbowl_curved,2204741.3017367152,6,0.002729768328526024
sawbowl_curved,2204741.3017367152,7,0.0021578306402256766
sawbowl_curved,2204741.3017367152,8,0.0003384783462448679
sawbowl_curved,2204741.3017367152,9,0.0014991341608534307
sawbowl_curved,2853015.346148455,1,0.08914088860513363
sawbowl_curved,2853015.346148455,2,0.01614770105245584
sawbowl_curved,2853015.346148455,3,0.004705275670652195
sawbowl_curved,2853015.346148455,4,0.005954736468613099
sawbowl_curved,2853015.346148455,5,0.0010673765692333114
sawbowl_curved,2853015.346148455,6,0.0021095102635609966
sawbowl_curved,2853015.346148455,7,0.001667526975816554
sawbowl_curved,2853015.346148455,8,0.0002615689264502722
sawbowl_curved,2853015.346148455,9,0.0011584987351540153
sawbowl_curved,3691905.512427603,1,0.06888773856330832
sawbowl_curved,3691905.512427603,2,0.012478712035459603
sawbowl_curved,3691905.512427603,3,0.003636153740590141
sawbowl_curved,3691905.512427603,4,0.0046017050483491
sawbowl_curved,3691905.512427603,5,0.0008248468956345761
sawbowl_curved,3691905.512427603,6,0.0016301852374193263
sawbowl_curved,3691905.512427603,7,0.0012886290620133716
sawbowl_curved,3691905.512427603,8,0.00020213476282167751
sawbowl_curved,3691905.512427603,9,0.000895262251408476
sawbowl_curved,4777459.865785123,1,0.05323584804945883
sawbowl_curved,4777459.865785123,2,0.009643341062255598
sawbowl_curved,4777459.865785123,3,0.0028099497543357904
sawbowl_curved,4777459.865785123,4,0.003556103420667482
sawbowl_curved,4777459.865785123,5,0.0006374241670167331
sawbowl_curved,4777459.865785123,6,0.0012597717245573538
sawbowl_curved,4777459.865785123,7,0.0009958240779817725
sawbowl_curved,4777459.865785123,8,0.00015620522675282512
sawbowl_curved,4777459.865785123,9,0.0006918384738942264
sawbowl_curved,6182206.638917935,1,0.04114000722423578
sawbowl_curved,6182206.638917935,2,0.007452196562366147
sawbowl_curved,6182206.638917935,3,0.0021714719466023333
sawbowl_curved,6182206.638917935,4,0.002748080853880862
sawbowl_curved,6182206.638917935,5,0.0004925874287894813
sawbowl_curved,6182206.638917935,6,0.0009735235021406906
sawbowl_curved,6182206.638917935,7,0.0007695503746439258
sawbowl_curved,6182206.638917935,8,0.00012071184238059672
sawbowl_curved,6182206.638917935,9,0.0005346369100961952
sawbowl_curved,8000000.0,1,0.03179237583140846
sawbowl_curved,8000000.0,2,0.005758910382427192
sawbowl_curved,8000000.0,3,0.0016780673829806777
sawbowl_curved,8000000.0,4,0.002123656451774743
sawbowl_curved,8000000.0,5,0.0003806605144989376
sawbowl_curved,8000000.0,6,0.0007523168369704235
sawbowl_curved,8000000.0,7,0.0005946908789759997
sawbowl_curved,8000000.0,8,9.32833242631816e-05
sawbowl_curved,8000000.0,9,0.0004131549932591822
sawbowl_chord,100000.0,1,2.8511684724153907
sawbowl_chord,100000.0,2,0.5180998668848711
sawbowl_chord,100000.0,3,0.15110270309398488
sawbowl_chord,100000.0,4,0.19130571869918328
sawbowl_chord,100000.0,5,0.034299294583453356
sawbowl_chord,100000.0,6,0.06779772021272913
sawbowl_chord,100000.0,7,0.053598456901432674
sawbowl_chord,100000.0,8,0.008408129695761924
sawbowl_chord,100000.0,9,0.03724214885694062
sawbowl_chord,129403.6331564652,1,2.206689487853579
sawbowl_chord,129403.6331564652,2,0.4006254039627675
sawbowl_chord,129403.6331564652,3,0.116813170935667
sawbowl_chord,129403.6331564652,4,0.14787675309448883
sawbowl_chord,129403.6331564652,5,0.026511255565520208
sawbowl_chord,129403.6331564652,6,0.052401420920118805
sawbowl_chord,129403.6331564652,7,0.04142556236946748
sawbowl_chord,129403.6331564652,8,0.006498406398886526
sawbowl_chord,129403.6331564652,9,0.028782969674747003
sawbowl_chord,167453.00274093024,1,1.707130188759541
sawbowl_chord,167453.00274093024,2,0.3097349281806063
sawbowl_chord,167453.00274093024,3,0.09029588501224273
sawbowl_chord,167453.00274093024,4,0.11429874581704698
sawbowl_chord,167453.00274093024,5,0.02049048326096128
sawbowl_chord,167453.00274093024,6,0.04049975106055556
sawbowl_chord,167453.00274093024,7,0.03201613815037974
sawbowl_chord,167453.00274093024,8,0.005022280641381572
sawbowl_chord,167453.00274093024,9,0.022244610387248787
sawbowl_chord,216690.26937635854,1,1.3202589908967928
sawbowl_chord,216690.26937635854,2,0.23943601739078876
sawbowl_chord,216690.26937635854,3,0.06979311397047049
sawbowl_chord,216690.26937635854,4,0.08834068483006349
sawbowl_chord,216690.26937635854,5,0.015836419935190398
sawbowl_chord,216690.26937635854,6,0.03130025081710176
sawbowl_chord,216690.26937635854,7,0.024743315821885856
sawbowl_chord,216690.26937635854,8,0.0038813708662622536
sawbowl_chord,216690.26937635854,9,0.01719116474904183
sawbowl_chord,280405.0812695393,1,1.020842181178572
sawbowl_chord,280405.0812695393,2,0.18507635461061908
sawbowl_chord,280405.0812695393,3,0.05394287877549258
sawbowl_chord,280405.0812695393,4,0.06827530374164736
sawbowl_chord,280405.0812695393,5,0.012239090437200782
sawbowl_chord,280405.0812695393,6,0.0241898398558452
sawbowl_chord,280405.0812695393,7,0.01912221558433448
sawbowl_chord,280405.0812695393,8,0.0029995897939273926
sawbowl_chord,280405.0812695393,9,0.01328554201516698
sawbowl_chord,362854.3627181228,1,0.7892091633070079
sawbowl_chord,362854.3627181228,2,0.14304899974742807
sawbowl_chord,362854.3627181228,3,0.0416906495125436
sawbowl_chord,362854.3627181228,4,0.05276602036717474
sawbowl_chord,362854.3627181228,5,0.009458708331290621
sawbowl_chord,362854.3627181228,6,0.01869435461003965
sawbowl_chord,362854.3627181228,7,0.014777876894527557
sawbowl_chord,362854.3627181228,8,0.0023181044750456643
sawbowl_chord,362854.3627181228,9,0.010267113041263563
sawbowl_chord,469546.72842398926,1,0.6100681100616989
sawbowl_chord,469546.72842398926,2,0.11056011387379736
sawbowl_chord,469546.72842398926,3,0.032220375488432734
sawbowl_chord,469546.72842398926,4,0.04077894243833797
sawbowl_chord,469546.72842398926,5,0.007309832968267627
sawbowl_chord,469546.72842398926,6,0.014447150092269096
sawbowl_chord,469546.72842398926,7,0.011420391835997013
sawbowl_chord,469546.72842398926,8,0.0017914303673764783
sawbowl_chord,469546.72842398926,9,0.00793439294759791
sawbowl_chord,607610.525947963,1,0.4715527338765894
sawbowl_chord,607610.525947963,2,0.08544707024334659
sawbowl_chord,607610.525947963,3,0.024900790760072566
sawbowl_chord,607610.525947963,4,0.03151452557946192
sawbowl_chord,607610.525947963,5,0.0056490804393352885
sawbowl_chord,607610.525947963,6,0.011164763850773545
sawbowl_chord,607610.525947963,7,0.008825641576358515
sawbowl_chord,607610.525947963,8,0.0013844066411785975
sawbowl_chord,607610.525947963,9,0.006131634528364268
sawbowl_chord,786270.0960177709,1,0.36446614073500677
sawbowl_chord,786270.0960177709,2,0.06603660902100385
sawbowl_chord,786270.0960177709,3,0.019243703078319855
sawbowl_chord,786270.0960177709,4,0.02435457039665911
sawbowl_chord,786270.0960177709,5,0.0043656011640550154
sawbowl_chord,786270.0960177709,6,0.008628069000256764
sawbowl_chord,786270.0960177709,7,0.006820383287467427
sawbowl_chord,786270.0960177709,8,0.0010698552000141558
sawbowl_chord,786270.0960177709,9,0.004738454211776861
sawbowl_chord,1017462.0706698232,1,0.2816862848396779
sawbowl_chord,1017462.0706698232,2,0.05103452229832321
sawbowl_chord,1017462.0706698232,3,0.014871640180164628
sawbowl_chord,1017462.0706698232,4,0.018821156810672573
sawbowl_chord,1017462.0706698232,5,0.0033737066909295885
sawbowl_chord,1017462.0706698232,6,0.006667686695573607
sawbowl_chord,1017462.0706698232,7,0.005270710498165552
sawbowl_chord,1017462.0706698232,8,0.0008267695919157018
sawbowl_chord,1017462.0706698232,9,0.003661807383643559
sawbowl_chord,1316632.88543575,1,0.2177010829430183
sawbowl_chord,1316632.88543575,2,0.039440019455666865
sawbowl_chord,1316632.88543575,3,0.011492780271565275
sawbowl_chord,1316632.88543575,4,0.01454484950775758
sawbowl_chord,1316632.88543575,5,0.002607163628127415
sawbowl_chord,1316632.88543575,6,0.005152700100242331
sawbowl_chord,1316632.88543575,7,0.004073126845712327
sawbowl_chord,1316632.88543575,8,0.0006389142747532282
sawbowl_chord,1316632.88543575,9,0.0028297825844937254
sawbowl_chord,1703770.789086661,1,0.16824622742905673
sawbowl_chord,1703770.789086661,2,0.030479336042979633
sawbowl_chord,1703770.789086661,3,0.008881540929669965
sawbowl_chord,1703770.789086661,4,0.011240093784035421
sawbowl_chord,1703770.789086661,5,0.002014779423628697
sawbowl_chord,1703770.789086661,6,0.003981925274843766
sawbowl_chord,1703770.789086661,7,0.0031476430880176165
sawbowl_chord,1703770.789086661,8,0.0004937414881732208
sawbowl_chord,1703770.789086661,9,0.0021868031989740696
sawbowl_chord,2204741.3017367152,1,0.13002369266286837
sawbowl_chord,2204741.3017367152,2,0.023554307778319076
sawbowl_chord,2204741.3017367152,3,0.006863557106303929
sawbowl_chord,2204741.3017367152,4,0.008686182552202751
sawbowl_chord,2204741.3017367152,5,0.001556988458537837
sawbowl_chord,2204741.3017367152,6,0.0030771611846315767
sawbowl_chord,2204741.3017367152,7,0.002432439752472053
sawbowl_chord,2204741.3017367152,8,0.0003815538479137659
sawbowl_chord,2204741.3017367152,9,0.0016899179194160999
sawbowl_chord,2853015.346148455,1,0.10048331669000882
sawbowl_chord,2853015.346148455,2,0.018202561585730775
sawbowl_chord,2853015.346148455,3,0.0053040601669693335
sawbowl_chord,2853015.346148455,4,0.006712536896640723
sawbowl_chord,2853015.346148455,5,0.0012032123015871977
sawbowl_chord,2853015.346148455,6,0.0023779709525311894
sawbowl_chord,2853015.346148455,7,0.001879740883473596
sawbowl_chord,2853015.346148455,8,0.00029485699190468634
sawbowl_chord,2853015.346148455,9,0.0013059332218585604
