geometry,f0_hz,harmonic,I_amp_A
sawbowl_chord,3691905.512427603,1,0.07765351794625273
sawbowl_chord,3691905.512427603,2,0.014066713359456097
sawbowl_chord,3691905.512427603,3,0.004098890411971414
sawbowl_chord,3691905.512427603,4,0.005187324769200983
sawbowl_chord,3691905.512427603,5,0.0009298188728900328
sawbowl_chord,3691905.512427603,6,0.0018376474754320663
sawbowl_chord,3691905.512427603,7,0.0014526243979826115
sawbowl_chord,3691905.512427603,8,0.00022785918839955137
sawbowl_chord,3691905.512427603,9,0.0010091968965716825
sawbowl_chord,4777459.865785123,1,0.06001019870556385
sawbowl_chord,4777459.865785123,2,0.010870542497827847
sawbowl_chord,4777459.865785123,3,0.0031675476823984088
sawbowl_chord,4777459.865785123,4,0.004008662038633349
sawbowl_chord,4777459.865785123,5,0.0007185448087060589
sawbowl_chord,4777459.865785123,6,0.0014200948974207519
sawbowl_chord,4777459.865785123,7,0.001122556635134703
sawbowl_chord,4777459.865785123,8,0.00017608456777376875
sawbowl_chord,4777459.865785123,9,0.0007798849116704784
sawbowl_chord,6182206.638917935,1,0.04637527894192454
sawbowl_chord,6182206.638917935,2,0.00840056735307732
sawbowl_chord,6182206.638917935,3,0.0024478186670119253
sawbowl_chord,6182206.638917935,4,0.0030978106895816625
sawbowl_chord,6182206.638917935,5,0.000555275995912127
sawbowl_chord,6182206.638917935,6,0.0010974181891202093
sawbowl_chord,6182206.638917935,7,0.0008674867817769985
sawbowl_chord,6182206.638917935,8,0.00013607419198062733
sawbowl_chord,6182206.638917935,9,0.0006026773652287428
sawbowl_chord,8000000.0,1,0.03583819566658228
sawbowl_chord,8000000.0,2,0.006491799778449398
sawbowl_chord,8000000.0,3,0.001891623636443378
sawbowl_chord,8000000.0,4,0.002393921279695712
sawbowl_chord,8000000.0,5,0.00042910501876002646
sawbowl_chord,8000000.0,6,0.0008480601405766777
sawbowl_chord,8000000.0,7,0.0006703740944985775
sawbowl_chord,8000000.0,8,0.00010515502155392762
sawbowl_chord,8000000.0,9,0.000465735188660967
rodin6lane,100000.0,1,1.6128347269831393
rodin6lane,100000.0,2,0.29256659650281236
rodin6lane,100000.0,3,0.08528417307188288
rodin6lane,100000.0,4,0.10795039749595667
rodin6lane,100000.0,5,0.019351925053933385
rodin6lane,100000.0,6,0.03824873262378395
rodin6lane,100000.0,7,0.030236283663709753
rodin6lane,100000.0,8,0.004743036906185977
rodin6lane,100000.0,9,0.02100763956549824
rodin6lane,129403.6331564652,1,1.24722521977134
rodin6lane,129403.6331564652,2,0.2261523023562476
rodin6lane,129403.6331564652,3,0.06591693205992015
rodin6lane,129403.6331564652,4,0.08343173068282635
rodin6lane,129403.6331564652,5,0.01495612368121561
rodin6lane,129403.6331564652,6,0.029559983205960674
rodin6lane,129403.6331564652,7,0.023367389309932044
rodin6lane,129403.6331564652,8,0.0036655097263599895
rodin6lane,129403.6331564652,9,0.016234994693677996
rodin6lane,167453.00274093024,1,0.9642998609386606
rodin6lane,167453.00274093024,2,0.17480107123543187
rodin6lane,167453.00274093024,3,0.050945506895398986
rodin6lane,167453.00274093024,4,0.06447992496771822
rodin6lane,167453.00274093024,5,0.011558552256056903
rodin6lane,167453.00274093024,6,0.022844564280476588
rodin6lane,167453.00274093024,7,0.01805863565667498
rodin6lane,167453.00274093024,8,0.00283273675941607
rodin6lane,167453.00274093024,9,0.01254647652930557
rodin6lane,216690.26937635854,1,0.7454507798074145
rodin6lane,216690.26937635854,2,0.13510252298391026
rodin6lane,216690.26937635854,3,0.03937318434984706
rodin6lane,216690.26937635854,4,0.049831933498325
rodin6lane,216690.26937635854,5,0.008932645790764561
rodin6lane,216690.26937635854,6,0.01765449635820943
rodin6lane,216690.26937635854,7,0.013955790794615579
rodin6lane,216690.26937635854,8,0.002189140176054701
rodin6lane,216690.26937635854,9,0.00969588547643643
rodin6lane,280405.0812695393,1,0.5762138343608023
rodin6lane,280405.0812695393,2,0.10441568009878664
rodin6lane,280405.0812695393,3,0.030428796103391702
rodin6lane,280405.0812695393,4,0.038510888601584414
rodin6lane,280405.0812695393,5,0.006903209659474937
rodin6lane,280405.0812695393,6,0.013643416651093894
rodin6lane,280405.0812695393,7,0.010784997895058821
rodin6lane,280405.0812695393,8,0.0016917553834624015
rodin6lane,280405.0812695393,9,0.007492905090007595
rodin6lane,362854.3627181228,1,0.4453675059930358
rodin6lane,362854.3627181228,2,0.08069665396379196
rodin6lane,362854.3627181228,3,0.023515884689688186
rodin6lane,362854.3627181228,4,0.02976143328725372
rodin6lane,362854.3627181228,5,0.005334795193479988
rodin6lane,362854.3627181228,6,0.010543565000927181
rodin6lane,362854.3627181228,7,0.00833456150197116
rodin6lane,362854.3627181228,8,0.0013073715847359238
rodin6lane,362854.3627181228,9,0.005790429403761291
rodin6lane,469546.72842398926,1,0.3442167319519809
rodin6lane,469546.72842398926,2,0.06236432024723576
rodin6lane,469546.72842398926,3,0.018173232508253385
rodin6lane,469546.72842398926,4,0.022999587466570357
rodin6lane,469546.72842398926,5,0.004122695391865466
rodin6lane,469546.72842398926,6,0.00814796606189067
rodin6lane,469546.72842398926,7,0.00644085092438498
rodin6lane,469546.72842398926,8,0.0010103192211513108
rodin6lane,469546.72842398926,9,0.004474758882876242
rodin6lane,607610.525947963,1,0.26602958687023415
rodin6lane,607610.525947963,2,0.048195901393128834
rodin6lane,607610.525947963,3,0.014044258147357207
rodin6lane,607610.525947963,4,0.017773918315077596
rodin6lane,607610.525947963,5,0.0031859748743600915
rodin6lane,607610.525947963,6,0.00629664167605811
rodin6lane,607610.525947963,7,0.004977394676379593
rodin6lane,607610.525947963,8,0.0007807585567997885
rodin6lane,607610.525947963,9,0.0034580179313783784
rodin6lane,786270.0960177709,1,0.20559691724104984
rodin6lane,786270.0960177709,2,0.03724594566172999
rodin6lane,786270.0960177709,3,0.010853311056305083
rodin6lane,786270.0960177709,4,0.013735485195216661
rodin6lane,786270.0960177709,5,0.002462077031849285
rodin6lane,786270.0960177709,6,0.004865945761435055
rodin6lane,786270.0960177709,7,0.0038464461229973977
rodin6lane,786270.0960177709,8,0.0006033562288022215
rodin6lane,786270.0960177709,9,0.0026722918216118847
rodin6lane,1017462.0706698232,1,0.15888940691603567
rodin6lane,1017462.0706698232,2,0.028783536878643514
rodin6lane,1017462.0706698232,3,0.008387321893584886
rodin6lane,1017462.0706698232,4,0.010614586701985354
rodin6lane,1017462.0706698232,5,0.001902652863380807
rodin6lane,1017462.0706698232,6,0.00376031669829984
rodin6lane,1017462.0706698232,7,0.0029724617477011263
rodin6lane,1017462.0706698232,8,0.0004662619984842038
rodin6lane,1017462.0706698232,9,0.002065093850807473
rodin6lane,1316632.88543575,1,0.1227911699493299
rodin6lane,1316632.88543575,2,0.02224367304667995
rodin6lane,1316632.88543575,3,0.006481605175862207
rodin6lane,1316632.88543575,4,0.008202776047357424
rodin6lane,1316632.88543575,5,0.0014703355027572676
rodin6lane,1316632.88543575,6,0.0029059004243898938
rodin6lane,1316632.88543575,7,0.002297059102289574
rodin6lane,1316632.88543575,8,0.00036031771173509076
rodin6lane,1316632.88543575,9,0.001595861316578477
rodin6lane,1703770.789086661,1,0.09489312579958029
rodin6lane,1703770.789086661,2,0.017189638100188233
rodin6lane,1703770.789086661,3,0.005008878225040245
rodin6lane,1703770.789086661,4,0.006338954296055386
rodin6lane,1703770.789086661,5,0.0011362464515691816
rodin6lane,1703770.789086661,6,0.002245620597019369
rodin6lane,1703770.789086661,7,0.0017751191596924636
rodin6lane,1703770.789086661,8,0.0002784458310477728
rodin6lane,1703770.789086661,9,0.0012332470254844696
rodin6lane,2204741.3017367152,1,0.07333291436286485
rodin6lane,2204741.3017367152,2,0.013283892960924746
rodin6lane,2204741.3017367152,3,0.003870769779695389
rodin6lane,2204741.3017367152,4,0.004898618588362388
rodin6lane,2204741.3017367152,5,0.0008780677677318911
rodin6lane,2204741.3017367152,6,0.0017353678270447313
rodin6lane,2204741.3017367152,7,0.001371773570948034
rodin6lane,2204741.3017367152,8,0.00021517680845810973
rodin6lane,2204741.3017367152,9,0.0009530258499455062
rodin6lane,2853015.346148455,1,0.056670959665755166
rodin6lane,2853015.346148455,2,0.010265563468365824
rodin6lane,2853015.346148455,3,0.0029912549157822517
rodin6lane,2853015.346148455,4,0.00378555057271581
rodin6lane,2853015.346148455,5,0.0006785519019956084
rodin6lane,2853015.346148455,6,0.0013410541705206186
rodin6lane,2853015.346148455,7,0.0010600760634987875
rodin6lane,2853015.346148455,8,0.00016628379299524264
rodin6lane,2853015.346148455,9,0.0007364767410786807
rodin6lane,3691905.512427603,1,0.04379456859349562
rodin6lane,3691905.512427603,2,0.007933033703033146
rodin6lane,3691905.512427603,3,0.0023115799088897996
rodin6lane,3691905.512427603,4,0.0029253917794322916
rodin6lane,3691905.512427603,5,0.0005243699053280545
rodin6lane,3691905.512427603,6,0.0010363365389032978
rodin6lane,3691905.512427603,7,0.0008192027056209823
rodin6lane,3691905.512427603,8,0.00012850030772951844
rodin6lane,3691905.512427603,9,0.0005691322559525857
rodin6lane,4777459.865785123,1,0.03384374968565716
rodin6lane,4777459.865785123,2,0.006130488862618131
rodin6lane,4777459.865785123,3,0.0017863392498301718
rodin6lane,4777459.865785123,4,0.00226067786934436
rodin6lane,4777459.865785123,5,0.0004052212174700967
rodin6lane,4777459.865785123,6,0.0008008571885196416
rodin6lane,4777459.865785123,7,0.0006330609691617803
rodin6lane,4777459.865785123,8,9.930205770807617e-05
rodin6lane,4777459.865785123,9,0.0004398121455399841
rodin6lane,6182206.638917935,1,0.026153847455796023
rodin6lane,6182206.638917935,2,0.00473751266134778
rodin6lane,6182206.638917935,3,0.0013804434540056873
rodin6lane,6182206.638917935,4,0.0017470006651674557
rodin6lane,6182206.638917935,5,0.000313145654884427
rodin6lane,6182206.638917935,6,0.0006188838864932283
rodin6lane,6182206.638917935,7,0.0004892147618555359
rodin6lane,6182206.638917935,8,7.673830484281672e-05
rodin6lane,6182206.638917935,9,0.0003398764896847056
rodin6lane,8000000.0,1,0.020211188632126762
rodin6lane,8000000.0,2,0.0036610465663989207
rodin6lane,8000000.0,3,0.001066775506959971
rodin6lane,8000000.0,4,0.0013500419375276711
rodin6lane,8000000.0,5,0.00024199168593123878
rodin6lane,8000000.0,6,0.00047825898946785364
rodin6lane,8000000.0,7,0.00037805366838901264
rodin6lane,8000000.0,8,5.930155170661704e-05
rodin6lane,8000000.0,9,0.00026264851128996966
