a_mid,A_local,A_local_minus_Areq,rel_dE,mask_plateau_0p01,mask_plateau_0p02,mask_plateau_0p04,mask_plateau_0p06,mask_plateau_0p08,mask_plateau_0p10,mask_plateau_0p12,mask_plateau_0p14,mask_plateau_0p16
0.022604419591327495,0.10397870031595137,0.024401228770003697,0.0518753347100034,0,0,1,1,1,1,1,1,1
0.02553128588882311,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.02883712879701225,0.16332395381595682,0.08374648227000915,0.08594111172583113,0,0,1,1,1,1,1,1,1
0.03257101897948336,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.0367883808693111,0.1306290693829566,0.051051597837008925,0.07519980929531968,0,0,1,1,1,1,1,1,1
0.041551815368073015,0.10882701501584895,0.029249543469901274,0.06774320081923897,0,0,0,1,1,1,1,1,1
0.04693202906961097,0.09324948142103535,0.013672009875087682,0.06226440775359068,0,0,0,1,1,1,1,1,1
0.053008883801578095,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.05987258206376332,0.0815623151413261,0.001984843595378427,0.058076786866567705,0,0,0,1,1,1,1,1,1
0.06762500595938514,0.1376595367130679,0.058082065167120236,0.10406479660021711,0,0,0,0,1,1,1,1,1
0.07638122949393689,0.05923321642029291,-0.020344255125654763,0.04997884904435587,0,0,0,0,1,1,1,1,1
0.08627122668956727,0.05426600555312044,-0.025311465992827235,0.048196501561637045,0,0,0,0,0,1,1,1,1
0.09744180086959071,0.0965144282016755,0.016936956655727822,0.09006013748637988,0,0,0,0,0,1,1,1,1
0.1100587637506861,0.08391295517397426,0.00433548362802659,0.0860511519637634,0,0,0,0,0,0,1,1,1
0.12430939668839285,0.07418603171647553,-0.005391439829472142,0.08323920499887762,0,0,0,0,0,0,0,1,1
0.14040523060968765,0.09723068530547496,0.01765321375952729,0.11900168123205217,0,0,0,0,0,0,0,0,1
0.15858518589689444,0.05740173669809422,-0.02217573484785345,0.07974430968645965,0,0,0,0,0,0,0,0,1
0.1791191188301593,0.0773330935074979,-0.0022443780384497763,0.11674318629995559,0,0,0,0,0,0,0,0,0
0.20231182723052205,0.09004967421771656,0.01047220267176889,0.15390804040644618,0,0,0,0,0,0,0,0,0
0.22850757476181247,0.0784966362058168,-0.0010808353401308701,0.1585669384871514,0,0,0,0,0,0,0,0,0
0.25809520104837314,0.06948509986914803,-0.010092371676799647,0.16681446559771415,0,0,0,0,0,0,0,0,0
0.29151389346123485,0.0773221224386559,-0.0022553491072917764,0.22279429602962045,0,0,0,0,0,0,0,0,0
0.3292597062469242,0.0794852986492854,-9.217289666227368e-05,0.2946803196899669,0,0,0,0,0,0,0,0,0
