a_mid,A_local,A_local_minus_Areq,rel_dE,mask_plateau_0p01,mask_plateau_0p02,mask_plateau_0p04,mask_plateau_0p06,mask_plateau_0p08,mask_plateau_0p10,mask_plateau_0p12,mask_plateau_0p14,mask_plateau_0p16
0.05002126419059789,0.13089078625006784,0.051313314704120164,0.05932326686565802,0,0,0,1,1,1,1,1,1
0.054538370909238,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.059463389211836415,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.06483315503579545,0.2296461921381395,0.15006872059219184,0.11064577344815493,0,0,0,0,1,1,1,1,1
0.07068783074105028,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.07707120549843019,0.18351173629575604,0.10393426474980837,0.09941791512129522,0,0,0,0,1,1,1,1,1
0.08403102280420889,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.0916193375704406,0.0008363148524237488,-0.07874115669352393,0.0005030918864329992,0,0,0,0,0,1,1,1,1
0.09989290546188512,0.15188281497968625,0.07230534343373858,0.09141231055856512,0,0,0,0,0,1,1,1,1
0.10891360739150922,0.1306936331944818,0.05111616164853412,0.08657323211297126,0,0,0,0,0,0,1,1,1
0.11874891234951526,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.1294723820275572,0.11414778130764328,0.0345703097616956,0.08277952701203674,0,0,0,0,0,0,0,1,1
0.1411642210124053,0.10125519146667215,0.02167771992072448,0.08005694723267531,0,0,0,0,0,0,0,0,1
0.15391187666415088,0.09092008654830681,0.011342615002359141,0.07814129828515821,0,0,0,0,0,0,0,0,1
0.16781069316565025,0.00374860874471205,-0.07582886280123562,0.003494833874723059,0,0,0,0,0,0,0,0,0
0.18296462463507307,0.0815592314802669,0.0019817599343192327,0.07630447224534231,0,0,0,0,0,0,0,0,0
0.19948701263517285,0.14186354303557053,0.062286071489622855,0.14368744729588767,0,0,0,0,0,0,0,0,0
0.21750143389454515,0.06419863968022779,-0.01537883186571988,0.07593492049721481,0,0,0,0,0,0,0,0,0
0.23714262458127666,0.0597123979596475,-0.019865073586300172,0.07643243055578273,0,0,0,0,0,0,0,0,0
0.2585574880419522,0.05769216884489997,-0.0218853027010477,0.07995789452368872,0,0,0,0,0,0,0,0,0
0.2819061935432526,0.0995551101975729,0.019977638651625232,0.14996860026540246,0,0,0,0,0,0,0,0,0
0.3073633742340165,0.09026364117564328,0.01068616962969561,0.1599612026384296,0,0,0,0,0,0,0,0,0
0.33511943328774463,0.07774580538136502,-0.0018316661645826487,0.16401343876723254,0,0,0,0,0,0,0,0,0
