geometry,R_m,f0_hz,f0R_Hz_m,duty,harmonics,B_max_T,B_mean_T,B_rms_T,mag_pressure_mean_Pa,mag_pressure_max_Pa,gradB2_mean_T2_per_m,gradB2_max_T2_per_m
sawbowl_chord,0.03,100000.0,3000.0,0.382,1,0.00011983343382839723,2.9270888907443726e-06,1.1469222827183596e-05,5.233932544902e-05,0.005713683092672798,9.74430875190936e-09,1.794994664965571e-07
sawbowl_chord,0.03,218672.4147886555,6560.172443659665,0.382,1,5.486638912960031e-05,1.3401835611795124e-06,5.251246021635983e-06,1.0971976565866217e-05,0.0011977685317831267,2.042715039968411e-09,3.7628760460507384e-08
sawbowl_chord,0.03,478176.24989501806,14345.287496850542,0.382,1,2.509932634936863e-05,6.130839864574967e-07,2.4022491680021617e-06,2.296128787803289e-06,0.00025065955896297435,4.2748330534553247e-10,7.874650444616951e-09
sawbowl_chord,0.03,1045639.552591274,31369.18657773822,0.382,1,1.1479267256328618e-05,2.803961681345281e-07,1.098677304400385e-06,4.802865744804602e-07,5.243104026855816e-05,8.941767267698218e-11,1.6471588646795545e-09
sawbowl_chord,0.03,2286525.259636632,68595.75778909896,0.382,1,5.249711590874919e-06,1.2823109533243249e-07,5.024483576129049e-07,1.0044839509167209e-07,1.0965565409902514e-05,1.8701046813459777e-11,3.444911292743481e-10
sawbowl_chord,0.03,5000000.0,150000.0,0.382,1,2.400749617377285e-06,5.864146014998527e-08,2.2977504219236404e-07,2.10070877402636e-08,2.2932630678388986e-06,3.9110085421135525e-12,7.20445097386001e-11
sawbowl_chord,0.05,100000.0,5000.0,0.382,1,4.042871795334236e-05,1.6925883573104735e-06,5.1780154904368796e-06,1.0668093931818023e-05,0.000650339419992611,1.436315518539596e-09,1.5861616286215788e-08
sawbowl_chord,0.05,218672.4147886555,10933.620739432776,0.382,1,1.8498994714391972e-05,7.744787532383092e-07,2.369307908778554e-06,2.233588415809617e-06,0.00013616214893903691,3.007226711877016e-10,3.320960859487966e-09
sawbowl_chord,0.05,478176.24989501806,23908.812494750906,0.382,1,8.46123191349733e-06,3.5423786234867275e-07,1.0836947628868839e-06,4.672766605206271e-07,2.8485728971012276e-05,6.291252432221127e-11,6.947598264556539e-10
sawbowl_chord,0.05,1045639.552591274,52281.977629563706,0.382,1,3.869603951013629e-06,1.6200480565441224e-07,4.956098094262675e-07,9.773270689584348e-08,5.957899538865339e-06,1.3158395912198309e-11,1.4531168410239943e-10
sawbowl_chord,0.05,2286525.259636632,114326.26298183162,0.382,1,1.769629149937598e-06,7.408727873583197e-08,2.2664995613465858e-07,2.043955418485893e-08,1.2460190075607454e-06,2.751911358802667e-12,3.039009288947069e-11
sawbowl_chord,0.05,5000000.0,250000.0,0.382,1,8.092673149983206e-07,3.388077843326278e-08,1.0364906198117848e-07,4.2745548333988985e-09,2.605818367223083e-07,5.755113782554579e-13,6.355526019464647e-12
sawbowl_chord,0.1,100000.0,10000.0,0.382,1,9.307821066995974e-06,3.8968115655084934e-07,1.1921239185160797e-06,5.654613733396582e-07,3.447118331693104e-05,3.806588837955866e-11,4.2037178271553586e-10
sawbowl_chord,0.1,218672.4147886555,21867.24147886555,0.382,1,4.257651071141876e-06,1.7825078304046065e-07,5.453099755646638e-07,1.1831696620126236e-07,7.212739938961283e-06,7.96489493566155e-12,8.795846427805889e-11
sawbowl_chord,0.1,478176.24989501806,47817.62498950181,0.382,1,1.9472310500889414e-06,8.152275835651403e-08,2.4939679147027307e-07,2.4748100109587098e-08,1.5086729807641604e-06,1.665999590412014e-12,1.8398078900502763e-11
sawbowl_chord,0.1,1045639.552591274,104563.95525912741,0.382,1,8.905107733431073e-07,3.72821163599495e-08,1.1405453381165957e-07,5.175892499991479e-09,3.1552842971780313e-07,3.4843219264584946e-13,3.8478298606232884e-12
sawbowl_chord,0.1,2286525.259636632,228652.52596366324,0.382,1,4.072409320007669e-07,1.7049545348439097e-08,5.2158464601165784e-08,1.0824547170534797e-09,6.598769914813252e-08,7.286899225658328e-14,8.047117638277393e-13
sawbowl_chord,0.1,5000000.0,500000.0,0.382,1,1.862344435778511e-07,7.796889609357621e-09,2.385247127578733e-08,2.2637418687626087e-10,1.380003385190645e-08,1.5239121425309107e-14,1.6828969224886856e-13
