x_m,y_m,z_m,Bx_real_T,By_real_T,Bz_real_T,Bmag_T,Pmag_proxy_Pa
-0.1,0.036000000000000004,0.0,0.0,0.0,-8.436910228727962e-13,8.723915032738418e-13,-3.0281891181641084e-19
-0.1,0.04000000000000001,0.0,0.0,0.0,-3.787425341432085e-13,6.568538417195718e-13,-1.716712735213892e-19
-0.1,0.04400000000000001,0.0,0.0,0.0,3.1668361551086784e-14,4.842149322407588e-13,-9.329030147217223e-20
-0.1,0.04799999999999999,0.0,0.0,0.0,2.3240490092068847e-13,3.5018318940705834e-13,-4.879223679873664e-20
-0.1,0.05199999999999999,0.0,0.0,0.0,2.437281365087609e-13,2.4894589634520926e-13,-2.465869470549595e-20
-0.1,0.055999999999999994,0.0,0.0,0.0,1.5955994435249116e-13,1.7430508610081189e-13,-1.2088718363078776e-20
-0.1,0.06,0.0,0.0,0.0,6.375351656941924e-14,1.2042617739429154e-13,-5.7703471618248666e-21
-0.1,0.064,0.0,0.0,0.0,-1.6432688257359479e-15,8.224477401625197e-14,-2.6913908003219024e-21
-0.1,0.068,0.0,0.0,0.0,-3.035081774967493e-14,5.5615857238755324e-14,-1.2307147669459963e-21
-0.1,0.07200000000000001,0.0,0.0,0.0,-3.3475591149918955e-14,3.729667086483017e-14,-5.534778896342493e-22
-0.1,0.07599999999999998,0.0,0.0,0.0,-2.479476387852745e-14,2.483995591307583e-14,-2.4550581416821294e-22
-0.1,0.07999999999999999,0.0,0.0,0.0,-1.3958752461238106e-14,1.645199897154438e-14,-1.0769548283512097e-22
-0.1,0.08399999999999999,0.0,0.0,0.0,-5.5284141703007795e-15,1.084929655141078e-14,-4.683422098260961e-23
-0.1,0.088,0.0,0.0,0.0,-5.32779065141745e-16,7.131468647176292e-15,-2.0235693593003254e-23
-0.1,0.092,0.0,0.0,0.0,1.6792830122919756e-15,4.677175493737133e-15,-8.704172139495175e-24
-0.1,0.096,0.0,0.0,0.0,2.1803688673307106e-15,3.063405730602616e-15,-3.733955872495772e-24
-0.1,0.1,0.0,0.0,0.0,1.8691247199272377e-15,2.0053453671316826e-15,-1.600068215750923e-24
-0.096,-0.1,0.0,0.0,0.0,2.180369112176172e-15,3.0634058002830798e-15,-3.733956042361472e-24
-0.096,-0.096,0.0,0.0,0.0,4.440379547614586e-15,4.763991972793269e-15,-9.03030008159443e-24
-0.096,-0.092,0.0,0.0,0.0,7.399015323249002e-15,7.41012269142873e-15,-2.184796230634931e-23
-0.096,-0.08800000000000001,0.0,0.0,0.0,1.0118267875111878e-14,1.1519086440505251e-14,-5.2795415834788544e-23
-0.096,-0.084,0.0,0.0,0.0,1.0244605396837311e-14,1.7879421987876544e-14,-1.2719413601222407e-22
-0.096,-0.08,0.0,0.0,0.0,3.5419595433613684e-15,2.7681350092553612e-14,-3.0488402994852836e-22
-0.096,-0.07600000000000001,0.0,0.0,0.0,-1.5587192807253343e-14,4.269949191285405e-14,-7.254467759897696e-22
-0.096,-0.07200000000000001,0.0,0.0,0.0,-5.119388928241158e-14,6.554017071557068e-14,-1.709130706569249e-21
-0.096,-0.068,0.0,0.0,0.0,-9.911427444753868e-14,9.996133955624973e-14,-3.975797671629239e-21
-0.096,-0.064,0.0,0.0,0.0,-1.3713514837564466e-13,1.5126102459398972e-13,-9.103621985762327e-21
-0.096,-0.060000000000000005,0.0,0.0,0.0,-1.179394041939235e-13,2.2670635499464146e-13,-2.0449727678820866e-20
-0.096,-0.05600000000000001,0.0,0.0,0.0,2.127647409846812e-14,3.3593474097230673e-13,-4.490244385406651e-20
-0.096,-0.052000000000000005,0.0,0.0,0.0,3.150889531281796e-13,4.911992386741702e-13,-9.600094549112916e-20
-0.096,-0.048,0.0,0.0,0.0,6.903832371865906e-13,7.07257904315385e-13,-1.990287245885509e-19
-0.096,-0.044000000000000004,0.0,0.0,0.0,8.971491706395477e-13,1.000641981702056e-12,-3.983983945215191e-19
-0.096,-0.04000000000000001,0.0,0.0,0.0,5.56513883181405e-13,1.3880041225631896e-12,-7.665520552334337e-19
-0.096,-0.036000000000000004,0.0,0.0,0.0,-5.706806687575948e-13,1.883313621584848e-12,-1.4112548109929792e-18
-0.096,-0.032,0.0,0.0,0.0,-2.161124040726365e-12,2.4939174471330292e-12,-2.474709852185789e-18
-0.096,-0.027999999999999997,0.0,0.0,0.0,-3.1262277160965567e-12,3.2158146458258645e-12,-4.1147377208862854e-18
-0.096,-0.024000000000000007,0.0,0.0,0.0,-2.132987214959137e-12,4.0290652579719116e-12,-6.4590514441962025e-18
-0.096,-0.020000000000000004,0.0,0.0,0.0,1.1339120407478572e-12,4.8948970806106805e-12,-9.533388026290046e-18
-0.096,-0.016,0.0,0.0,0.0,4.9600569349932995e-12,5.755808574891525e-12,-1.3181742512408085e-17
-0.096,-0.01200000000000001,0.0,0.0,0.0,6.278709599915429e-12,6.5403068948325505e-12,-1.701987614057631e-17
-0.096,-0.008000000000000007,0.0,0.0,0.0,3.201708184134776e-12,7.172325568786242e-12,-2.0468222545451407e-17
-0.096,-0.0040000000000000036,0.0,0.0,0.0,-2.722715563296725e-12,7.583418158701937e-12,-2.2881798068257486e-17
-0.096,0.0,0.0,0.0,0.0,-7.201341929011978e-12,7.726162150734793e-12,-2.37513214480707e-17
-0.096,0.0040000000000000036,0.0,0.0,0.0,-6.787943993923362e-12,7.58344811163558e-12,-2.2881978825356298e-17
-0.096,0.007999999999999993,0.0,0.0,0.0,-1.9729918379213155e-12,7.172282398789326e-12,-2.0467976151046558e-17
-0.096,0.011999999999999997,0.0,0.0,0.0,3.393968208765643e-12,6.540341605484525e-12,-1.7020056796491866e-17
-0.096,0.016,0.0,0.0,0.0,5.630148830585565e-12,5.755794901343132e-12,-1.3181679883160533e-17
-0.096,0.01999999999999999,0.0,0.0,0.0,4.052024864818862e-12,4.894891914470085e-12,-9.53336790296729e-18
-0.096,0.023999999999999994,0.0,0.0,0.0,7.352911272946092e-13,4.029077765657073e-12,-6.459091546752071e-18
-0.096,0.027999999999999997,0.0,0.0,0.0,-1.7965834758433324e-12,3.2158053760332503e-12,-4.114713998928051e-18
-0.096,0.032,0.0,0.0,0.0,-2.4344176270948978e-12,2.4939200246898828e-12,-2.4747149675986053e-18
-0.096,0.036000000000000004,0.0,0.0,0.0,-1.632953339397857e-12,1.8833151526111266e-12,-1.4112571055328312e-18
-0.096,0.04000000000000001,0.0,0.0,0.0,-4.482845268742426e-13,1.3880022484864863e-12,-7.665499852447997e-19
-0.096,0.04400000000000001,0.0,0.0,0.0,3.62366841502025e-13,1.0006425947825197e-12,-3.9839888270880626e-19
-0.096,0.04799999999999999,0.0,0.0,0.0,6.128796829537365e-13,7.07258131500798e-13,-1.9902885245260162e-19
-0.096,0.05199999999999999,0.0,0.0,0.0,4.868629838046e-13,4.911989841903306e-13,-9.600084601751048e-20
-0.096,0.055999999999999994,0.0,0.0,0.0,2.4210389120922223e-13,3.3593477082630047e-13,-4.4902451834886436e-20
-0.096,0.06,0.0,0.0,0.0,4.377152068508907e-14,2.2670640364585067e-13,-2.0449736455849515e-20
-0.096,0.064,0.0,0.0,0.0,-5.803467566137753e-14,1.5126100564488878e-13,-9.1036197048649e-21
-0.096,0.068,0.0,0.0,0.0,-8.18677867394291e-14,9.99613312928199e-14,-3.975797014300638e-21
-0.096,0.07200000000000001,0.0,0.0,0.0,-6.539287800569973e-14,6.55401753297641e-14,-1.7091309472234874e-21
-0.096,0.07599999999999998,0.0,0.0,0.0,-3.8342139972472374e-14,4.269949361545874e-14,-7.254468338428751e-22
-0.096,0.07999999999999999,0.0,0.0,0.0,-1.5928216900966074e-14,2.768135165279768e-14,-3.0488406431777057e-22
-0.096,0.08399999999999999,0.0,0.0,0.0,-2.3403845050657582e-15,1.787942120187323e-14,-1.2719412482897547e-22
-0.096,0.088,0.0,0.0,0.0,3.744342789736231e-15,1.1519087562618746e-14,-5.279542612075207e-23
-0.096,0.092,0.0,0.0,0.0,5.182974507068901e-15,7.410124126468785e-15,-2.1847970768477507e-23
-0.096,0.096,0.0,0.0,0.0,4.440379024836439e-15,4.763991420798749e-15,-9.030297988947806e-24
-0.096,0.1,0.0,0.0,0.0,3.0612639087977472e-15,3.0634059967313293e-15,-3.733956521259274e-24
-0.092,-0.1,0.0,0.0,0.0,1.6792830685402573e-15,4.6771770116642075e-15,-8.704177789187264e-24
-0.092,-0.096,0.0,0.0,0.0,5.182973765915072e-15,7.410124274917615e-15,-2.1847971643849e-23
-0.092,-0.092,0.0,0.0,0.0,1.095399190019893e-14,1.1752313360606527e-14,-5.495495619398219e-23
-0.092,-0.08800000000000001,0.0,0.0,0.0,1.8593008728331407e-14,1.8643568540721004e-14,-1.3829874137859296e-22
-0.092,-0.084,0.0,0.0,0.0,2.5384373977373068e-14,2.9555914107806753e-14,-3.4757532049463492e-22
-0.092,-0.08,0.0,0.0,0.0,2.438555507847246e-14,4.677535421097283e-14,-8.705511832755812e-22
-0.092,-0.07600000000000001,0.0,0.0,0.0,3.133931139966657e-15,7.381354299205092e-14,-2.1678650488047837e-21
-0.092,-0.07200000000000001,0.0,0.0,0.0,-5.4131339721787594e-14,1.1599186030822647e-13,-5.3532209381082385e-21
-0.092,-0.068,0.0,0.0,0.0,-1.5596014964433673e-13,1.812388649259657e-13,-1.306961539162257e-20
-0.092,-0.064,0.0,0.0,0.0,-2.809035342104382e-13,2.8112418324275343e-13,-3.144535873930033e-20
-0.092,-0.060000000000000005,0.0,0.0,0.0,-3.4720053954493333e-13,4.3210341794798186e-13,-7.429088697613978e-20
-0.092,-0.05600000000000001,0.0,0.0,0.0,-2.0094833664272273e-13,6.568537902188596e-13,-1.716712466015725e-19
-0.092,-0.052000000000000005,0.0,0.0,0.0,3.2475797087132463e-13,9.854204650147376e-13,-3.863699084922226e-19
-0.092,-0.048,0.0,0.0,0.0,1.2304671363030249e-12,1.4556630799693764e-12,-8.431054070475496e-19
-0.092,-0.044000000000000004,0.0,0.0,0.0,2.093879834915694e-12,2.112243596538797e-12,-1.7752034967125125e-18
-0.092,-0.04000000000000001,0.0,0.0,0.0,1.9786198291988688e-12,3.0032003417202975e-12,-3.5886305478699464e-18
-0.092,-0.036000000000000004,0.0,0.0,0.0,-9.813190081573175e-14,4.173100827939204e-12,-6.929117027730978e-18
-0.092,-0.032,0.0,0.0,0.0,-4.009375343113357e-12,5.6523945075370045e-12,-1.2712327468810604e-17
-0.092,-0.027999999999999997,0.0,0.0,0.0,-7.44356088158042e-12,7.443610792727797e-12,-2.2045880761427498e-17
-0.092,-0.024000000000000007,0.0,0.0,0.0,-6.562664384487263e-12,9.50630778445771e-12,-3.5957035832437804e-17
-0.092,-0.020000000000000004,0.0,0.0,0.0,7.098766944572048e-13,1.1746066191826073e-11,-5.489654698911462e-17
-0.092,-0.016,0.0,0.0,0.0,1.0956968761254926e-11,1.4011547727988177e-11,-7.811462663267243e-17
-0.092,-0.01200000000000001,0.0,0.0,0.0,1.5853970591378103e-11,1.610512208987741e-11,-1.0320201651281803e-16
-0.092,-0.008000000000000007,0.0,0.0,0.0,9.075489839223906e-12,1.7810395385831075e-11,-1.2621392187700057e-16
-0.092,-0.0040000000000000036,0.0,0.0,0.0,-6.152412863660204e-12,1.8927627885961495e-11,-1.4254517409348927e-16
-0.092,0.0,0.0,0.0,0.0,-1.800494556231629e-11,1.931707861348081e-11,-1.4847147900166663e-16
-0.092,0.0040000000000000036,0.0,0.0,0.0,-1.6626057743624996e-11,1.892777558594677e-11,-1.4254739877820813e-16
-0.092,0.007999999999999993,0.0,0.0,0.0,-3.655797191487595e-12,1.7810168035900257e-11,-1.2621069965282853e-16
-0.092,0.011999999999999997,0.0,0.0,0.0,9.779352656215645e-12,1.6105334127860662e-11,-1.032047340198794e-16
-0.092,0.016,0.0,0.0,0.0,1.3978571567498603e-11,1.4011419629473176e-11,-7.811319833622369e-17
-0.092,0.01999999999999999,0.0,0.0,0.0,8.441492848761477e-12,1.1746097914350394e-11,-5.489684350700752e-17
-0.092,0.023999999999999994,0.0,0.0,0.0,-1.9531446261547172e-13,9.506337617908635e-12,-3.595726151924944e-17
-0.092,0.027999999999999997,0.0,0.0,0.0,-5.471297318643156e-12,7.443567349280702e-12,-2.204562342764519e-17
-0.092,0.032,0.0,0.0,0.0,-5.647707088397253e-12,5.6524212860032775e-12,-1.2712447919511023e-17
-0.092,0.036000000000000004,0.0,0.0,0.0,-2.889832573272078e-12,4.173094847780732e-12,-6.929097168547164e-18
-0.092,0.04000000000000001,0.0,0.0,0.0,-6.6489978438564e-14,3.003196137014495e-12,-3.588620499172951e-18
-0.092,0.04400000000000001,0.0,0.0,0.0,1.3565769951069332e-12,2.112247843659461e-12,-1.7752106355775994e-18
-0.092,0.04799999999999999,0.0,0.0,0.0,1.4327289079094464e-12,1.4556619447569549e-12,-8.431040920408413e-19
-0.092,0.05199999999999999,0.0,0.0,0.0,8.678208654873736e-13,9.854199532458933e-13,-3.8636950717717543e-19
-0.092,0.055999999999999994,0.0,0.0,0.0,2.7412503064053987e-13,6.568542279359097e-13,-1.716714753996941e-19
-0.092,0.06,0.0,0.0,0.0,-8.235168551180083e-14,4.3210339418534634e-13,-7.429087880519205e-20
-0.092,0.064,0.0,0.0,0.0,-1.9964948599818894e-13,2.8112410061365236e-13,-3.144534025422151e-20
-0.092,0.068,0.0,0.0,0.0,-1.773729734090338e-13,1.8123888305432995e-13,-1.3069618006191583e-20
-0.092,0.07200000000000001,0.0,0.0,0.0,-1.0920235287396161e-13,1.1599187269986294e-13,-5.353222081898348e-21
-0.092,0.07599999999999998,0.0,0.0,0.0,-4.749244516119459e-14,7.381354111889145e-14,-2.1678649387773626e-21
-0.092,0.07999999999999999,0.0,0.0,0.0,-8.971842864153143e-15,4.67753517337854e-14,-8.705510910681172e-22
-0.092,0.08399999999999999,0.0,0.0,0.0,8.497528521042507e-15,2.9555914033260376e-14,-3.475753187413153e-22
-0.092,0.088,0.0,0.0,0.0,1.2785959235222005e-14,1.864356895562258e-14,-1.3829874753410618e-22
-0.092,0.092,0.0,0.0,0.0,1.0953991622266244e-14,1.1752313325704536e-14,-5.495495586757201e-23
-0.092,0.096,0.0,0.0,0.0,7.399016491228027e-15,7.410123824154555e-15,-2.1847968985794186e-23
-0.092,0.1,0.0,0.0,0.0,4.186534036979513e-15,4.677175433360715e-15,-8.704171914775474e-24
-0.08800000000000001,-0.1,0.0,0.0,0.0,-5.327792041080879e-16,7.131468558573936e-15,-2.0235693090181123e-23
-0.08800000000000001,-0.096,0.0,0.0,0.0,3.744343107373586e-15,1.1519087331061022e-14,-5.2795423998155365e-23
-0.08800000000000001,-0.092,0.0,0.0,0.0,1.2785959324557511e-14,1.8643569180635315e-14,-1.3829875087241332e-22
-0.08800000000000001,-0.08800000000000001,0.0,0.0,0.0,2.815910566196005e-14,3.0211327954503866e-14,-3.6316147469486817e-22
-0.08800000000000001,-0.084,0.0,0.0,0.0,4.875390538915641e-14,4.897159676257795e-14,-9.542203405715934e-22
-0.08800000000000001,-0.08,0.0,0.0,0.0,6.630887593876811e-14,7.932259134119585e-14,-2.503536498395414e-21
-0.08800000000000001,-0.07600000000000001,0.0,0.0,0.0,5.929510563919514e-14,1.2823510825328874e-13,-6.542956392652623e-21
-0.08800000000000001,-0.07200000000000001,0.0,0.0,0.0,-1.0712562301075106e-14,2.0662500912107254e-13,-1.6987360831733875e-20
-0.08800000000000001,-0.068,0.0,0.0,0.0,-1.8944990296344937e-13,3.313273830165596e-13,-4.367921260063845e-20
-0.08800000000000001,-0.064,0.0,0.0,0.0,-4.901129515431106e-13,5.278163865483413e-13,-1.1084749386215474e-19
-0.08800000000000001,-0.060000000000000005,0.0,0.0,0.0,-8.122930496372673e-13,8.337351949824917e-13,-2.765772221289612e-19
-0.08800000000000001,-0.05600000000000001,0.0,0.0,0.0,-8.491226169089739e-13,1.3030941746098652e-12,-6.756343895992752e-19
-0.08800000000000001,-0.052000000000000005,0.0,0.0,0.0,-9.907561786229436e-14,2.0105966795493775e-12,-1.6084592488445919e-18
-0.08800000000000001,-0.048,0.0,0.0,0.0,1.819284459704152e-12,3.0548715589316805e-12,-3.7131804114172935e-18
-0.08800000000000001,-0.044000000000000004,0.0,0.0,0.0,4.4497020217326364e-12,4.558465242932036e-12,-8.267942275741598e-18
-0.08800000000000001,-0.04000000000000001,0.0,0.0,0.0,5.776066230632685e-12,6.66165662844972e-12,-1.7657313474687433e-17
-0.08800000000000001,-0.036000000000000004,0.0,0.0,0.0,2.6554613046475733e-12,9.506359954611069e-12,-3.595743049443773e-17
-0.08800000000000001,-0.032,0.0,0.0,0.0,-6.422613139306668e-12,1.3207085554826841e-11,-6.940234145776496e-17
-0.08800000000000001,-0.027999999999999997,0.0,0.0,0.0,-1.7262924869336174e-11,1.7810327915309455e-11,-1.2621296561490413e-16
-0.08800000000000001,-0.024000000000000007,0.0,0.0,0.0,-1.9348225384575078e-11,2.3244764137491363e-11,-2.1498612303786423e-16
-0.08800000000000001,-0.020000000000000004,0.0,0.0,0.0,-3.732918767305804e-12,2.9278850631598665e-11,-3.4108937282492417e-16
-0.08800000000000001,-0.016,0.0,0.0,0.0,2.4059837895820572e-11,3.5503043662948095e-11,-5.0152352975047e-16
-0.08800000000000001,-0.01200000000000001,0.0,0.0,0.0,4.127221695542007e-11,4.1347430808005604e-11,-6.802322193447392e-16
-0.08800000000000001,-0.008000000000000007,0.0,0.0,0.0,2.6565592352336063e-11,4.616860673789981e-11,-8.481129172185991e-16
-0.08800000000000001,-0.0040000000000000036,0.0,0.0,0.0,-1.4188617550079193e-11,4.935330788602427e-11,-9.691537334214287e-16
-0.08800000000000001,0.0,0.0,0.0,0.0,-4.7040601512440255e-11,5.046852778160176e-11,-1.0134478659780472e-15
-0.08800000000000001,0.0040000000000000036,0.0,0.0,0.0,-4.2388612222840384e-11,4.935404496855164e-11,-9.691826819012025e-16
-0.08800000000000001,0.007999999999999993,0.0,0.0,0.0,-5.906810911898889e-12,4.616740824860515e-11,-8.480688855212743e-16
-0.08800000000000001,0.011999999999999997,0.0,0.0,0.0,2.875593230535989e-11,4.1348679735021666e-11,-6.8027331371070625e-16
-0.08800000000000001,0.016,0.0,0.0,0.0,3.537462257339193e-11,3.5502094288865164e-11,-5.014967079895196e-16
-0.08800000000000001,0.01999999999999999,0.0,0.0,0.0,1.685845099232371e-11,2.927935044535496e-11,-3.4110101826947625e-16
-0.08800000000000001,0.023999999999999994,0.0,0.0,0.0,-5.568996627596331e-12,2.324465057905479e-11,-2.149840224849622e-16
-0.08800000000000001,0.027999999999999997,0.0,0.0,0.0,-1.569076493325187e-11,1.781023551017067e-11,-1.2621165595947222e-16
-0.08800000000000001,0.032,0.0,0.0,0.0,-1.2530407154077372e-11,1.3207212564358488e-11,-6.940367631718294e-17
-0.08800000000000001,0.036000000000000004,0.0,0.0,0.0,-4.205949118265048e-12,9.506285445838762e-12,-3.595686684367868e-17
-0.08800000000000001,0.04000000000000001,0.0,0.0,0.0,2.0186385710067177e-12,6.661674079186104e-12,-1.76574059842668e-17
-0.08800000000000001,0.04400000000000001,0.0,0.0,0.0,3.950174930377682e-12,4.558473488682197e-12,-8.267972187321209e-18
-0.08800000000000001,0.04799999999999999,0.0,0.0,0.0,2.9990493918541223e-12,3.0548629470951237e-12,-3.713159476162164e-18
-0.08800000000000001,0.05199999999999999,0.0,0.0,0.0,1.2831017629174882e-12,2.010598883977536e-12,-1.6084627758919008e-18
-0.08800000000000001,0.055999999999999994,0.0,0.0,0.0,4.129913514124091e-14,1.3030950548511824e-12,-6.756353023828906e-19
-0.08800000000000001,0.06,0.0,0.0,0.0,-4.7220285342402e-13,8.337345047767053e-13,-2.7657676420150116e-19
-0.08800000000000001,0.064,0.0,0.0,0.0,-4.937670597508484e-13,5.278163946666449e-13,-1.1084749727202848e-19
-0.08800000000000001,0.068,0.0,0.0,0.0,-3.2329143801113214e-13,3.3132749897547414e-13,-4.367924317459778e-20
-0.08800000000000001,0.07200000000000001,0.0,0.0,0.0,-1.4725365835328694e-13,2.06624993778524e-13,-1.6987358309005387e-20
-0.08800000000000001,0.07599999999999998,0.0,0.0,0.0,-3.305632524313108e-14,1.2823509289140345e-13,-6.5429548250298256e-21
-0.08800000000000001,0.07999999999999999,0.0,0.0,0.0,1.9503755616300906e-14,7.932259365560077e-14,-2.5035366444873954e-21
-0.08800000000000001,0.08399999999999999,0.0,0.0,0.0,3.2841757073776665e-14,4.8971599168988737e-14,-9.542204343502869e-22
-0.08800000000000001,0.088,0.0,0.0,0.0,2.815910517557785e-14,3.0211327134368444e-14,-3.631614549776558e-22
-0.08800000000000001,0.092,0.0,0.0,0.0,1.859300892023731e-14,1.8643568774477426e-14,-1.3829874484662209e-22
-0.08800000000000001,0.096,0.0,0.0,0.0,1.0118268414433638e-14,1.1519086900008526e-14,-5.27954200468703e-23
-0.08800000000000001,0.1,0.0,0.0,0.0,4.40972381390562e-15,7.13146795648171e-15,-2.0235689673282382e-23
-0.084,-0.1,0.0,0.0,0.0,-5.528415841205617e-15,1.0849297098222562e-14,-4.683422570356167e-23
-0.084,-0.096,0.0,0.0,0.0,-2.3403840716231172e-15,1.787942178150556e-14,-1.2719413307597935e-22
-0.084,-0.092,0.0,0.0,0.0,8.497527826210792e-15,2.9555914112365555e-14,-3.475753206018572e-22
-0.084,-0.08800000000000001,0.0,0.0,0.0,3.2841757398031465e-14,4.8971599415895946e-14,-9.542204439723499e-22
-0.084,-0.084,0.0,0.0,0.0,7.573805849988979e-14,8.125781252103911e-14,-2.6271834160929108e-21
-0.084,-0.08,0.0,0.0,0.0,1.3395993978491108e-13,1.3488209140714667e-13,-7.238835754842824e-21
-0.084,-0.07600000000000001,0.0,0.0,0.0,1.8096741147421234e-13,2.237110351237239e-13,-1.991292027426814e-20
-0.084,-0.07200000000000001,0.0,0.0,0.0,1.4623680085876187e-13,3.702209860886664e-13,-5.45358651064479e-20
-0.084,-0.068,0.0,0.0,0.0,-9.485091735781835e-14,6.103591308708741e-13,-1.4822826736136596e-19
-0.084,-0.064,0.0,0.0,0.0,-6.783515280411638e-13,1.000641797353757e-12,-3.983982477276388e-19
-0.084,-0.060000000000000005,0.0,0.0,0.0,-1.5924873810021678e-12,1.6280253437771857e-12,-1.0545871203863047e-18
-0.084,-0.05600000000000001,0.0,0.0,0.0,-2.3777811574148755e-12,2.6227081447966373e-12,-2.736907188191105e-18
-0.084,-0.052000000000000005,0.0,0.0,0.0,-1.8574355375781464e-12,4.173090220995694e-12,-6.9290818037272906e-18
-0.084,-0.048,0.0,0.0,0.0,1.5670184956988372e-12,6.540329209886008e-12,-1.7019992281943973e-17
-0.084,-0.044000000000000004,0.0,0.0,0.0,8.32995163631307e-12,1.0066701982751588e-11,-4.0321303548750435e-17
-0.084,-0.04000000000000001,0.0,0.0,0.0,1.4960808692005155e-11,1.516853518698981e-11,-9.154769773224665e-17
-0.084,-0.036000000000000004,0.0,0.0,0.0,1.2859124098670943e-11,2.23017967400261e-11,-1.9789728995622275e-16
-0.084,-0.032,0.0,0.0,0.0,-6.449293410248587e-12,3.188348679020666e-11,-4.0447507124280457e-16
-0.084,-0.027999999999999997,0.0,0.0,0.0,-3.827572194805331e-11,4.416947999397247e-11,-7.762555406048015e-16
-0.084,-0.024000000000000007,0.0,0.0,0.0,-5.558062705014866e-11,5.909208401443284e-11,-1.389372675822063e-15
-0.084,-0.020000000000000004,0.0,0.0,0.0,-2.4884192270448522e-11,7.608697277053772e-11,-2.303460403582794e-15
