metric,value
B2_max_T2,0.0012431380471252908
B2_mean_T2,3.043593982678455e-06
grad_B2_max_T2_per_m,0.15539225557876668
magnetic_energy_density_max_J_m3,494.6289128639889
pressure_proxy_min_Pa,-494.62891286398883
