R_m,f0_Hz,n,duty,PWM_amp,x_knR,G_candidate,weighted_contribution
0.03,23552222.382631563,12,0.382,0.05121508659682346,48.703281783327746,-0.020531738745113076,-0.0010515347778143217
0.03,24185028.931980275,12,0.382,0.05121508659682346,50.01185280420913,-0.005017193402494911,-0.0002569559945817882
0.03,24834837.873816323,12,0.382,0.05121508659682346,51.35558281343771,0.01726537358922917,0.0008842476034988805
0.03,100000.0,13,0.382,0.005220828366658509,0.2240208492490882,0.9916567395263516,0.0051772696357072654
0.03,102686.8230906964,13,0.382,0.005220828366658509,0.23003989315468687,0.9912035814785929,0.005174903775316947
0.03,105445.83636459979,13,0.382,0.005220828366658509,0.2362206581217803,0.9907258795186806,0.005172409775373829
0.03,108278.9794442218,13,0.382,0.005220828366658509,0.2425674893091913,0.9902223120240947,0.005169780735913568
0.03,111188.24406629955,13,0.382,0.005220828366658509,0.24908484862247318,0.9896914870717094,0.005167009389944424
0.03,114175.67548201275,13,0.382,0.005220828366658509,0.2557773178506879,0.9891319387955814,0.0051640880844319
0.03,117243.37389482206,13,0.382,0.005220828366658509,0.26264960188746417,0.9885421235670672,0.005161008760355786
0.03,120393.49593693965,13,0.382,0.005220828366658509,0.2697065320385987,0.9879204159898847,0.005157762931801065
0.03,123628.25618546997,13,0.382,0.005220828366658509,0.2769530694185282,0.9872651047025762,0.005154341664043293
0.03,126949.92871928647,13,0.382,0.005220828366658509,0.2843943084380577,0.9865743879807013,0.005150735550588403
0.03,130360.84871773889,13,0.382,0.005220828366658509,0.29203548038579774,0.9858463691309801,0.0051469346891263165
0.03,133863.41410231488,13,0.382,0.005220828366658509,0.2998819571058295,0.9850790516695217,0.0051429286563573024
0.03,137460.08722241042,13,0.382,0.005220828366658509,0.3079392547741812,0.9842703342762277,0.005138706481649782
0.03,141153.39658639356,13,0.382,0.005220828366658509,0.31621303777677234,0.983418005517449,0.005134256619488232
0.03,144945.93863917905,13,0.382,0.005220828366658509,0.32470912269155117,0.9825197383290041,0.005129566920669961
0.03,148840.37958756313,13,0.382,0.005220828366658509,0.33343348237762543,0.9815730842517607,0.005124624602210076
0.03,152839.45727460194,13,0.382,0.005220828366658509,0.34239225017426056,0.9805754674121195,0.00511941621591462
0.03,156945.983104351,13,0.382,0.005220828366658509,0.35159172421269763,0.9795241782399614,0.005113927615583057
0.03,161162.84401831884,13,0.382,0.005220828366658509,0.3610383718438212,0.9784163669169067,0.005108143922802746
0.03,165493.00452502604,13,0.382,0.005220828366658509,0.3707388341847953,0.9772490365481233,0.00510204949130014
0.03,169939.50878409168,13,0.382,0.005220828366658509,0.380699930787851,0.9760190360514093,0.005095627869815892
0.03,174505.48274631868,13,0.382,0.005220828366658509,0.3909286644345242,0.9747230527578694,0.005088861763474263
0.03,179194.136351278,13,0.382,0.005220828366658509,0.40143222605870205,0.973357604719259,0.0050817329936210884
0.03,184008.7657839381,13,0.382,0.005220828366658509,0.4122179998019438,0.9719190327179358,0.005074222456109099
0.03,188952.75579192644,13,0.382,0.005220828366658509,0.42329356820462927,0.9704034919764325,0.005066310078015032
0.03,194029.58206505107,13,0.382,0.005220828366658509,0.434666717536584,0.9688069435648966,0.005057974772779342
0.03,199242.8136787566,13,0.382,0.005220828366658509,0.44634544327092895,0.967125145506113,0.005049194393767053
0.03,204596.1156032306,13,0.382,0.005220828366658509,0.4583379557050034,0.9653536435795173,0.005039945686257092
0.03,210093.2512799261,13,0.382,0.005220828366658509,0.47065268573231134,0.9634877618275837,0.005030204237877767
0.03,215738.08526730997,13,0.382,0.005220828366658509,0.48329829076954983,0.9615225927702337,0.005019944427517874
0.03,221534.58595769835,13,0.382,0.005220828366658509,0.4962836608428871,0.9594529873355211,0.005009139372756536
0.03,227486.82836708843,13,0.382,0.005220828366658509,0.5096179248377671,0.9572735445178255,0.004997760875870401
0.03,233598.99699994826,13,0.382,0.005220828366658509,0.5233104569166361,0.9549786007781784,0.004985779368494566
0.03,239875.38879097803,13,0.382,0.005220828366658509,0.5373708831091011,0.9525622192052047,0.004973163855033714
0.03,246320.41612591178,13,0.382,0.005220828366658509,0.5518090880791556,0.9500181784595272,0.004959881854942745
0.03,252938.60994348224,13,0.382,0.005220828366658509,0.5666352220742275,0.9473399615294168,0.00494589934402196
0.03,259734.6229207302,13,0.382,0.005220828366658509,0.5818597080609367,0.9445207443310344,0.004931180694900874
0.03,266713.2327438976,13,0.382,0.005220828366658509,0.5974932490525766,0.9415533841928612,0.0049156886169174074
0.03,273879.3454672035,13,0.382,0.005220828366658509,0.6135468356334733,0.9384304082709329,0.004899384095635813
0.03,281237.99896186445,13,0.382,0.005220828366658509,0.6300317536855106,0.935144001949344,0.0048822263322876955
0.03,288794.3664577843,13,0.382,0.005220828366658509,0.6469595923222524,0.9316859972892725,0.004864172683466357
0.03,296553.76018040243,13,0.382,0.005220828366658509,0.6643422520362419,0.928047861599553,0.004845178601455716
0.03,304521.63508525793,13,0.382,0.005220828366658509,0.6821919530652042,0.9242206862127237,0.004825197575631981
0.03,312703.59269289486,13,0.382,0.005220828366658509,0.7005212439830328,0.9201951755625692,0.0048041810754393685
0.03,321105.38502680475,13,0.382,0.005220828366658509,0.7193430105216024,0.9159616366725933,0.0047820784955112305
0.03,329732.9186571745,13,0.382,0.005220828366658509,0.7386704846296075,0.9115099691796985,0.004758837103585394
0.03,338592.25885328266,13,0.382,0.005220828366658509,0.7585172537747948,0.9068296560337439,0.004734401991948149
0.03,347689.6338474632,13,0.382,0.005220828366658509,0.7788972704961322,0.9019097550317134,0.0047087160332355965
0.03,357031.4392136346,13,0.382,0.005220828366658509,0.7998248622126263,0.8967388913651116,0.004681719841524878
0.03,366624.2423634722,13,0.382,0.005220828366658509,0.8213147412956857,0.8913052513810144,0.004653351739761693
0.03,376474.7871633839,13,0.382,0.005220828366658509,0.8433820154121099,0.8855965777811065,0.0046235477346953
0.03,386589.9986755398,13,0.382,0.005220828366658509,0.866042198144983,0.8796001665091541,0.00459224150062854
0.03,396976.9880262771,13,0.382,0.005220828366658509,0.8893112198999171,0.8733028656058488,0.0045593643734391795
0.03,407643.0574053182,13,0.382,0.005220828366658509,0.9132054391043419,0.866691076340921,0.0045248453564904765
0.03,418595.7051993051,13,0.382,0.005220828366658509,0.9377416537076928,0.8597507569660294,0.004488611140224373
0.03,429842.6312632634,13,0.382,0.005220828366658509,0.9629371129905893,0.8524674294682704,0.004450586137420408
0.03,441391.74233370175,13,0.382,0.005220828366658509,0.9888095296913058,0.8448261897433212,0.004410692536307955
0.03,453251.1575871508,13,0.382,0.005220828366658509,1.0153770924580583,0.8368117216493445,0.004368850373939242
0.03,465429.21434805106,13,0.382,0.005220828366658509,1.042658478635863,0.8284083154478405,0.004324977632465876
0.03,477934.47395000135,13,0.382,0.005220828366658509,1.0706728673969552,0.8195998911856897,0.0042789903612124765
0.03,490775.72775448835,13,0.382,0.005220828366658509,1.0994399532239978,0.8103700276236245,0.004230802827707259
0.03,503962.0033313292,13,0.382,0.005220828366658509,1.1289799597555616,0.8007019973702103,0.004180327701110521
0.03,517502.5708051715,13,0.382,0.005220828366658509,1.159313654003609,0.790578808936924,0.00412747627177699
0.03,531406.9493725123,13,0.382,0.005220828366658509,1.190462360952974,0.7799832564888436,0.004072158710995634
0.03,545684.9139938183,13,0.382,0.005220828366658509,1.2224479785531084,0.7688979781264016,0.004014284375268692
0.03,560346.502265451,13,0.382,0.005220828366658509,1.2552929931126247,0.7573055235961158,0.003953762159817777
0.03,575402.0214762287,13,0.382,0.005220828366658509,1.2890204951074684,0.7451884323915084,0.0038905009063353742
0.03,590862.055853586,13,0.382,0.005220828366658509,1.323654195413825,0.7325293232686935,0.003824409870330356
0.03,606737.4740044235,13,0.382,0.005220828366658509,1.359218441977175,0.7193109962632696,0.003755399253740671
0.03,623039.4365558823,13,0.382,0.005220828366658509,1.3957382369292215,0.7055165483548347,0.003683380808797921
0.03,639779.4040014106,13,0.382,0.005220828366658509,1.433239254164715,0.6911295039809969,0.003608268519418614
0.03,656969.1447576402,13,0.382,0.005220828366658509,1.4717478573905372,0.6761339616521552,0.003529979366654769
0.03,674620.7434377392,13,0.382,0.005220828366658509,1.5112911186597358,0.6605147579591587,0.0034484341849497554
0.03,692746.609347052,13,0.382,0.005220828366658509,1.5518968374035294,0.644257650295335,0.003363558616098643
0.03,711359.485207005,13,0.382,0.005220828366658509,1.5935935599746744,0.6273495196288545,0.003275284167887913
0.03,730472.4561134059,13,0.382,0.005220828366658509,1.6364105997159248,0.6097785946570023,0.0031835493843664388
0.03,750098.958735438,13,0.382,0.005220828366658509,1.6803780575676956,0.5915346986459231,0.003088301134553428
0.03,770252.7907618149,13,0.382,0.005220828366658509,1.7255268432294202,0.5726095202023916,0.002989496026091365
0.03,790948.1206007368,13,0.382,0.005220828366658509,1.7718886968894727,0.5529969091318727,0.002887101949870159
0.03,812199.4973404666,13,0.382,0.005220828366658509,1.8194962115389386,0.5326931984024283,0.0027810997609454473
0.03,834021.8609775302,13,0.382,0.005220828366658509,1.868382855884913,0.5116975530488139,0.002671485100106995
0.03,856430.5529197303,13,0.382,0.005220828366658509,1.9185829978794415,0.4900123466062381,0.0025582703591747495
0.03,879441.3267713565,13,0.382,0.005220828366658509,1.9701319288806414,0.4676435653485583,0.0024414867914570753
0.03,903070.359408176,13,0.382,0.005220828366658509,2.0230658884629893,0.4446012402098691,0.0023211867667392383
0.03,927334.2623499898,13,0.382,0.005220828366658509,2.0774220898942146,0.42089990577914643,0.0021974461676156614
0.03,952250.0934387485,13,0.382,0.005220828366658509,2.13323874629672,0.3965590851614262,0.0020703669208669215
0.03,977835.3688304388,13,0.382,0.005220828366658509,2.1905550975119032,0.37160379878164207,0.0019400796538372577
0.03,1004108.0753091713,13,0.382,0.005220828366658509,2.2494114376862795,0.34606509435358357,0.0018067464613115427
0.03,1031086.6829321253,13,0.382,0.005220828366658509,2.3098491435988007,0.3199805942309466,0.0016705637631411721
0.03,1058790.1580142411,13,0.382,0.005220828366658509,2.3719107037492657,0.2933950551844718,0.001531765226744429
0.03,1087237.9764617886,13,0.382,0.005220828366658509,2.4356397482283008,0.26636093429339147,0.0013906247215286014
0.03,1116450.1374641843,13,0.382,0.005220828366658509,2.5010810793898783,0.2389389530868035,0.0012474592641752704
0.03,1146447.1775536814,13,0.382,0.005220828366658509,2.5682807033479587,0.21119865030893173,0.0011026319045328618
0.03,1177250.1850428309,13,0.382,0.005220828366658509,2.6372858623194118,0.18321891170264307,0.0009565544915254596
0.03,1208880.8148498277,13,0.382,0.005220828366658509,2.708145067835882,0.1550884630037259,0.0008096902469913209
0.03,1241361.3037222116,13,0.382,0.005220828366658509,2.7809081348480515,0.12690630991614626,0.0006625560627181725
0.03,1274714.4858695897,13,0.382,0.005220828366658509,2.855626216746203,0.09878210620656869,0.0005157244222015274
0.03,1308963.8090163858,13,0.382,0.005220828366658509,2.9323518413217204,0.07083642823614848,0.0003698248339280538
0.03,1344133.3508858972,13,0.382,0.005220828366658509,3.011138947694813,0.043200931274769296,0.0002255446474653803
0.03,1380247.8361272507,13,0.382,0.005220828366658509,3.0920429242344296,0.016018359870627937,8.362910759991866e-05
0.03,1417332.653697155,13,0.382,0.005220828366658509,3.1751206474970046,-0.01055761854896763,-5.511951440481025e-05
0.03,1455413.8747086702,13,0.382,0.005220828366658509,3.2604305222114234,-0.03636279069095331,-0.000189843889130195
0.03,1494518.2707595418,13,0.382,0.005220828366658509,3.3480325223383125,-0.06122302168352049,-0.0003196348882978728
0.03,1534673.3327529856,13,0.382,0.005220828366658509,3.437988233232524,-0.08495516573624733,-0.0004435363391699751
0.03,1575907.2902241528,13,0.382,0.005220828366658509,3.53036089493844,-0.10736830413061361,-0.0005605514878851256
0.03,1618249.1311858634,13,0.382,0.005220828366658509,3.6252154466485624,-0.12826535251985252,-0.0006696513908950995
0.03,1661728.622507559,13,0.382,0.005220828366658509,3.722618572356608,-0.1474450793985141,-0.0007697854530479785
0.03,1706376.3308418032,13,0.382,0.005220828366658509,3.822638747737238,-0.16470457598562016,-0.0008598943224241877
0.03,1752223.6441130387,13,0.382,0.005220828366658509,3.9253462882853505,-0.1798422142384122,-0.0009389253336185793
0.03,1799302.7935837097,13,0.382,0.005220828366658509,4.030813398748795,-0.19266112381065684,-0.0010058506603429845
0.03,1847646.876513262,13,0.382,0.005220828366658509,4.139114223889262,-0.20297320997654678,-0.0010596882923172893
0.03,1897289.8794259513,13,0.382,0.005220828366658509,4.250324900607017,-0.2106037223076124,-0.0010995258875474544
0.03,1948266.7020038136,13,0.382,0.005220828366658509,4.364523611466145,-0.21539636764567718,-0.0011245474662797566
0.03,2000613.181621601,13,0.382,0.005220828366658509,4.481790639657914,-0.21721894009729154,-0.0011340628042354351
0.03,2054366.1185409261,13,0.382,0.005220828366658509,4.602208425440912,-0.21596941486741061,-0.0011275392474704173
0.03,2109563.301781327,13,0.382,0.005220828366658509,4.725861624097633,-0.21158242133240324,-0.0011046355071785033
0.03,2166243.535686445,13,0.382,0.005220828366658509,4.852837165448249,-0.20403597356873146,-0.0010652367986264191
0.03,2224446.6672039866,13,0.382,0.005220828366658509,4.98322431496341,-0.19335829359604337,-0.0010094904641349076
0.03,2284213.613898645,13,0.382,0.005220828366658509,5.117114736519033,-0.17963451420575352,-0.000937840967396319
0.03,2345586.3927177046,13,0.382,0.005220828366658509,5.254602556837255,-0.16301299524599278,-0.0008510628697142479
0.03,2408608.1495294767,13,0.382,0.005220828366658509,5.395784431658681,-0.14371093105218952,-0.0007502901054361762
0.03,2473323.1894554296,13,0.382,0.005220828366658509,5.540759613692688,-0.1220188695469818,-0.0006370395753984867
0.03,2539777.0080172666,13,0.382,0.005220828366658509,5.689630022393364,-0.09830370850664207,-0.0005132267899192063
0.03,2608016.3231208725,13,0.382,0.005220828366658509,5.842500315610222,-0.07300968580373918,-0.00038117103868498656
0.03,2678089.1078996155,13,0.382,0.005220828366658509,5.999477963164049,-0.046656843492005044,-0.0002435873720018064
0.03,2750044.6244400875,13,0.382,0.005220828366658509,6.160673322399582,-0.019836427084788947,-0.0001035625812174193
0.03,2823933.4584139986,13,0.382,0.005220828366658509,6.326199715768187,0.006797310748286748,3.548759277164823e-05
0.03,2899807.5546405674,13,0.382,0.005220828366658509,6.496173510495016,0.03253938948385422,0.00016988256765105572
0.03,2977720.253604409,13,0.382,0.005220828366658509,6.6707142003866995,0.056650861699630614,0.0002957644257570796
0.03,3057726.328954595,13,0.382,0.005220828366658509,6.8499444898370525,0.07838030996867117,0.00040921014567192517
0.03,3139882.026011251,13,0.382,0.005220828366658509,7.033990380089881,0.09699012439346023,0.0005063687927191146
0.03,3224245.1013067467,13,0.382,0.005220828366658509,7.222981257819498,0.11178732283860375,0.0005836224261085951
0.03,3310874.863189304,13,0.382,0.005220828366658509,7.417049986091265,0.12215831578724942,0.0006377676002852998
0.03,3399832.213517537,13,0.382,0.005220828366658509,7.61633299776606,0.12760658111341733,0.0006662120584492392
0.03,3491179.6904752604,13,0.382,0.005220828366658509,7.820970391414366,0.12779170977407625,0.0006671785834122888
0.03,3584981.512536653,13,0.382,0.005220828366658509,8.031106029807416,0.122567730878505,0.0006399050862074651
0.03,3681303.6236126847,13,0.382,0.005220828366658509,8.246887641054593,0.11201805651121212,0.0005848270470116922
0.03,3780213.7394105536,13,0.382,0.005220828366658509,8.468466922458235,0.09648385160761717,0.0005037256293975179
0.03,3881781.3950387137,13,0.382,0.005220828366658509,8.69599964715883,0.0765821981565217,0.0003998225125166315
0.03,3986077.993890971,13,0.382,0.005220828366658509,8.92964577364557,0.05321016977577255,0.0002778011637600686
0.03,4093176.857844001,13,0.382,0.005220828366658509,9.169569558209275,0.027530961520144132,0.00014373442486575235
0.03,4203153.278803595,13,0.382,0.005220828366658509,9.41593967041671,0.0009386397528817249,4.900477047918242e-06
0.03,4316084.571635853,13,0.382,0.005220828366658509,9.668929311687508,-0.025001003068654604,-0.0001305259460157484
0.03,4432050.128520549,13,0.382,0.005220828366658509,9.928716337057038,-0.04863449065267549,-0.00025391232839747633
0.03,4551131.474764879,13,0.382,0.005220828366658509,10.195483380210835,-0.06832844187425932,-0.0003567310675867102
0.03,4673412.326116813,13,0.382,0.005220828366658509,10.469417981878452,-0.08259712328939764,-0.0004312254042736774
0.03,4798978.647618371,13,0.382,0.005220828366658509,10.750712721677083,-0.0902424721842027,-0.0004711404586566769
0.03,4927918.714040171,13,0.382,0.005220828366658509,11.039565353497537,-0.09049564154953943,-0.00047246221246079585
0.03,5060323.171939752,13,0.382,0.005220828366658509,11.33617894452783,-0.08314555129379109,-0.00043408865275608465
0.03,5196285.10338729,13,0.382,0.005220828366658509,11.640762018012067,-0.06863699200911604,-0.0003583419548833064
0.03,5335900.091403516,13,0.382,0.005220828366658509,11.95352869984503,-0.04811922300371716,-0.00025122220443937325
0.03,5479266.287155836,13,0.382,0.005220828366658509,12.274698869105487,-0.02342654329006248,-0.00012230596174151175
0.03,5626484.478959883,13,0.382,0.005220828366658509,12.604498312634064,0.0030241950261881726,1.5788803179030786e-05
0.03,5777658.163135025,13,0.382,0.005220828366658509,12.943158883764351,0.028427058970864776,0.00014841279585576508
0.03,5932893.616763642,13,0.382,0.005220828366658509,13.290918665318856,0.04986841828199474,0.00026035445276702994
0.03,6092299.9724053005,13,0.382,0.005220828366658509,13.648022136984318,0.06467860356224948,0.0003376758881936522
0.03,6255989.294818376,13,0.382,0.005220828366658509,14.014720347184168,0.07081930662958738,0.0003697354449588368
0.03,6424076.659743051,13,0.382,0.005220828366658509,14.39127108956884,0.06725527410222983,0.0003511282428403149
0.03,6596680.234801065,13,0.382,0.005220828366658509,14.777939084248091,0.05424534462603312,0.00028320563398276046
0.03,6773921.362569106,13,0.382,0.005220828366658509,15.174996163892716,0.03348212711474901,0.00017480443901674765
0.03,6955924.645884229,13,0.382,0.005220828366658509,15.582721464836478,0.008016227878045712,4.1851349899299804e-05
0.03,7142818.035441273,13,0.382,0.005220828366658509,16.001401623312574,-0.018076248449224126,-9.43729906664762e-05
0.03,7334732.919743936,13,0.382,0.005220828366658509,16.43133097696281,-0.04028357726188569,-0.00021031364287933254
0.03,7531804.217472526,13,0.382,0.005220828366658509,16.872811771760592,-0.05445023252592479,-0.00028427531854249995
0.03,7734170.472333623,13,0.382,0.005220828366658509,17.326154374493996,-0.057651401231812324,-0.0003009880709286571
0.03,7941973.950458106,13,0.382,0.005220828366658509,17.791677490957607,-0.048973254166012815,-0.00025568095455749673
0.03,8155360.740416107,13,0.382,0.005220828366658509,18.26970839000689,-0.02998933450647287,-0.00015656916828860442
0.03,8374480.855919195,13,0.382,0.005220828366658509,18.76058313363249,-0.004736283868925561,-2.472732517543368e-05
0.03,8599488.341281982,13,0.382,0.005220828366658509,19.264646813216224,0.020933324606857664,0.00010928929491595309
0.03,8830541.37971729,13,0.382,0.005220828366658509,19.78225379213482,0.0406035585628169,0.0002119842103320345
0.03,9067802.404541034,13,0.382,0.005220828366658509,20.313767954882067,0.04894834240670354,0.0002555508945378315
0.03,9311438.213364966,13,0.382,0.005220828366658509,20.859562962884322,0.04338957488228875,0.00022652952336270666
0.03,9561620.085357584,13,0.382,0.005220828366658509,21.42002251718945,0.02523712266167752,0.0001317586858849263
0.03,9818523.901655637,13,0.382,0.005220828366658509,21.995540628213668,-0.0001996786093518009,-1.0424877479188053e-06
0.03,10082330.269010864,13,0.382,0.005220828366658509,22.58652189273602,-0.02482975822984941,-0.00012963190610367037
0.03,10353224.646758921,13,0.382,0.005220828366658509,23.193381778335244,-0.04022035202021029,-0.00020998355474410478
0.03,10631397.47719971,13,0.382,0.005220828366658509,23.81654691546893,-0.040634085736314704,-0.00021214358746538572
0.03,10917044.319480825,13,0.382,0.005220828366658509,24.456455397400287,-0.02559245185526267,-0.00013361379861829753
0.03,11210365.987078195,13,0.382,0.005220828366658509,25.1135570881835,-0.0007638489347383809,-3.987924186324024e-06
0.03,11511568.688970588,13,0.382,0.005220828366658509,25.78831393892404,0.023639130944706384,0.00012341584539927804
0.03,11820864.174607227,13,0.382,0.005220828366658509,26.481200312536327,0.036833101109874505,0.00019229929910643384
0.03,12138469.882770432,13,0.382,0.005220828366658509,27.192703317227124,0.03246183931659339,0.00016947769153798125
0.03,12464609.094437936,13,0.382,0.005220828366658509,27.923323148938948,0.012313974438416808,6.428914705439426e-05
0.03,12799511.08975231,13,0.382,0.005220828366658509,28.67357344299435,-0.013556657650803635,-7.077698282039373e-05
0.03,13143411.309208022,13,0.382,0.005220828366658509,29.443981635188514,-0.031266597100076884,-0.00016323753706896409
0.03,13496551.519169025,13,0.382,0.005220828366658509,30.23508933258317,-0.030591098630131954,-0.00015971087549544117
0.03,13859179.981833793,13,0.382,0.005220828366658509,31.04745269426369,-0.011601342491966708,-6.056861797338051e-05
0.03,14231551.629766876,13,0.382,0.005220828366658509,31.881642822326206,0.014085313015860704,7.353700174646988e-05
0.03,14613928.245119832,13,0.382,0.005220828366658509,32.73824616336982,0.02960721118635495,0.00015457416801937105
0.03,15006578.643667515,13,0.382,0.005220828366658509,33.61786492077627,0.02401562817490529,0.00012538147281866886
0.03,15409778.863789089,13,0.382,0.005220828366658509,34.521117478066806,0.001054243761145806,5.504025733562782e-06
0.03,15823812.360526627,13,0.382,0.005220828366658509,35.448638833633936,-0.021940926461273342,-0.00011454981125978417
0.03,16248970.204857726,13,0.382,0.005220828366658509,36.40108104715358,-0.026456070260691286,-0.00013812260208732766
0.03,16685551.288322221,13,0.382,0.005220828366658509,37.37911369799162,-0.008415523235970028,-4.3936002430626136e-05
0.03,17133862.533146854,13,0.382,0.005220828366658509,38.38342435592692,0.016469100126128473,8.598234511183076e-05
0.03,17594219.108015623,13,0.382,0.005220828366658509,39.41471906452195,0.025105677167231544,0.0001310724315188533
0.03,18066944.6496375,13,0.382,0.005220828366658509,40.473722837480636,0.008865003814301662,4.6282663384242004e-05
0.03,18552371.4902673,13,0.382,0.005220828366658509,41.561180168342524,-0.01587400086761199,-8.287543402199046e-05
0.03,19050840.891339578,13,0.382,0.005220828366658509,42.67785555387148,-0.022605090776122175,-0.00011801729915486927
0.03,19562703.28337992,13,0.382,0.005220828366658509,43.82453403150696,-0.0035849668032576984,-1.8716496379976868e-05
0.03,20088318.512362193,13,0.382,0.005220828366658509,45.00202173125558,0.01893167933193423,9.883904848464484e-05
0.03,20628056.09268498,13,0.382,0.005220828366658509,46.21114644241117,0.017121074762149264,8.938619278590997e-05
0.03,21182295.466945045,13,0.382,0.005220828366658509,47.4527581955014,-0.006806185436197537,-3.553392599403812e-05
0.03,21751426.272690464,13,0.382,0.005220828366658509,48.727729859870465,-0.020510992581175676,-0.0001070843718961242
0.03,22335848.616340913,13,0.382,0.005220828366658509,50.03695775731763,-0.0045274700180768365,-2.3637143899571462e-05
0.03,22935973.35446775,13,0.382,0.005220828366658509,51.38136229222324,0.017482948750030723,9.127547476699733e-05
0.03,23552222.382631563,13,0.382,0.005220828366658509,52.76188859860506,0.011397383339774103,5.950378224597374e-05
0.03,24185028.931980275,13,0.382,0.005220828366658509,54.1795072045599,-0.012880870276686485,-6.724881292777325e-05
0.03,24834837.873816323,13,0.382,0.005220828366658509,55.63521471455752,-0.014228727749058727,-7.428574545374688e-05
0.03,100000.0,14,0.382,0.04038608741964503,0.2412532222682488,0.9903276713921144,0.03999545991093543
0.03,102686.8230906964,14,0.382,0.04038608741964503,0.24773526955120123,0.9898025486769944,0.03997425225905655
0.03,105445.83636459979,14,0.382,0.04038608741964503,0.2543914779773018,0.9892490092143497,0.039951896965927956
0.03,108278.9794442218,14,0.382,0.04038608741964503,0.26122652694835985,0.988665525629902,0.03992833234687852
0.03,111188.24406629955,14,0.382,0.04038608741964503,0.26824522159343256,0.988050489617823,0.039903493448728476
0.03,114175.67548201275,14,0.382,0.04038608741964503,0.27545249614689465,0.9874022077832836,0.039877311881886195
0.03,117243.37389482206,14,0.382,0.04038608741964503,0.28285341741726905,0.9867188972863145,0.03984971564442084
0.03,120393.49593693965,14,0.382,0.04038608741964503,0.2904531883492601,0.9859986812792193,0.03982062893779727
0.03,123628.25618546997,14,0.382,0.04038608741964503,0.2982571516814919,0.9852395841296888,0.039789971973956326
0.03,126949.92871928647,14,0.382,0.04038608741964503,0.30627079370252364,0.984439526421715,0.039757660773421334
0.03,130360.84871773889,14,0.382,0.04038608741964503,0.3144997481077822,0.9835963197263776,0.039723606954110605
0.03,133863.41410231488,14,0.382,0.04038608741964503,0.322949799960124,0.9827076611346075,0.03968771751053716
0.03,137460.08722241042,14,0.382,0.04038608741964503,0.3316268897568105,0.9817711275440979,0.03964989458307941
0.03,141153.39658639356,14,0.382,0.04038608741964503,0.34053711760575484,0.9807841696926769,0.03961003521701241
0.03,144945.93863917905,14,0.382,0.04038608741964503,0.34968674751397816,0.979744105930641,0.039568031110996826
0.03,148840.37958756313,14,0.382,0.04038608741964503,0.35908221179128896,0.9786481157248432,0.0395237683547344
0.03,152839.45727460194,14,0.382,0.04038608741964503,0.3687301155722806,0.977493232887677,0.03947712715551316
0.03,156945.983104351,14,0.382,0.04038608741964503,0.37863724145982813,0.9762763385245743,0.03942798155338442
0.03,161162.84401831884,14,0.382,0.04038608741964503,0.3888105542933459,0.9749941536942096,0.03937619912473717
0.03,165493.00452502604,14,0.382,0.04038608741964503,0.3992572060451641,0.9736432317763093,0.03932164067406373
0.03,169939.50878409168,14,0.382,0.04038608741964503,0.40998454084845487,0.9722199505428246,0.03926415991374548
0.03,174505.48274631868,14,0.382,0.04038608741964503,0.42100010016025674,0.9707205039292401,0.03920360313172817
0.03,179194.136351278,14,0.382,0.04038608741964503,0.43231162806321755,0.9691408935039982,0.03913980884700537
0.03,184008.7657839381,14,0.382,0.04038608741964503,0.44392707670978554,0.9674769196354339,0.03907260745288552
0.03,188952.75579192644,14,0.382,0.04038608741964503,0.4558546119126776,0.9657241723572609,0.039001820848084685
0.03,194029.58206505107,14,0.382,0.04038608741964503,0.4681026188855519,0.9638780219355647,0.038927262055764245
0.03,199242.8136787566,14,0.382,0.04038608741964503,0.48067970813792354,0.9619336091424577,0.03884873483072195
0.03,204596.1156032306,14,0.382,0.04038608741964503,0.4935947215284651,0.9598858352440917,0.03876603325504687
0.03,210093.2512799261,14,0.382,0.04038608741964503,0.5068567384809507,0.9577293517136113,0.03867894132266587
0.03,215738.08526730997,14,0.382,0.04038608741964503,0.5204750823672074,0.9554585496829493,0.03858723251334284
0.03,221534.58595769835,14,0.382,0.04038608741964503,0.5344593270615706,0.9530675491511087,0.03849066935684351
0.03,227486.82836708843,14,0.382,0.04038608741964503,0.5488193036714415,0.9505501879708445,0.03838900298815054
0.03,233598.99699994826,14,0.382,0.04038608741964503,0.5635651074486849,0.9479000106404677,0.03828197269480838
0.03,239875.38879097803,14,0.382,0.04038608741964503,0.5787071048867243,0.9451102569329204,0.0381693054576961
0.03,246320.41612591178,14,0.382,0.04038608741964503,0.5942559410083214,0.9421738504003822,0.03805071548677339
0.03,252938.60994348224,14,0.382,0.04038608741964503,0.610222546849168,0.9390833867995142,0.03792590375362151
0.03,259734.6229207302,14,0.382,0.04038608741964503,0.6266181471425472,0.9358311224901338,0.037794557522911075
0.03,266713.2327438976,14,0.382,0.04038608741964503,0.643454268210467,0.9324089628686811,0.03765634988527511
0.03,273879.3454672035,14,0.382,0.04038608741964503,0.6607427460668174,0.9288084509074244,0.03751093929445232
0.03,281237.99896186445,14,0.382,0.04038608741964503,0.678495734738242,0.9250207558809945,0.037357969111995966
0.03,288794.3664577843,14,0.382,0.04038608741964503,0.6967257148085793,0.9210366623736939,0.037197067163322085
0.03,296553.76018040243,14,0.382,0.04038608741964503,0.7154455021928757,0.9168465596741497,0.037027845309401
