R_m,f0_Hz,f0_times_R_Hz_m,normalized_response
0.03,2330090.311286955,69902.70933860865,0.6182761997448198
0.03,2345586.3927177046,70367.59178153114,0.6164935099066269
0.03,2361185.529613105,70835.56588839315,0.6147219054732188
0.03,2376888.407335378,71306.65222006134,0.6129612715766294
0.03,2392695.7158046924,71780.87147414077,0.6112114730926398
0.03,2408608.1495294767,72258.2444858843,0.6094723544570518
0.03,2424626.407636932,72738.79222910796,0.6077437395192143
0.03,2440751.1939037507,73222.53581711253,0.6060254314348997
0.03,2456983.2167870365,73709.4965036111,0.6043172126006284
0.03,2473323.1894554296,74199.69568366288,0.6026188446315356
0.03,2489771.8298204434,74693.1548946133,0.6009300683848481
0.03,2506329.8605680047,75189.89581704013,0.5992506040310307
0.03,2522998.0091902055,75689.94027570616,0.5975801511746138
0.03,2539777.0080172666,76193.310240518,0.5959183890266803
0.03,2556667.5942497132,76700.02782749139,0.594264976630933
0.03,2573670.509990765,77210.11529972294,0.5926195531452032
0.03,2590786.5022789384,77723.59506836814,0.5909817381801816
0.03,2608016.3231208725,78240.48969362616,0.5893511321970739
0.03,2625360.729524367,78760.82188573101,0.5877273169657765
0.03,2642820.4835316404,79284.61450594921,0.5861098560850605
0.03,2660396.3522528145,79811.89056758443,0.5844982955661293
0.03,2678089.1078996155,80342.67323698847,0.5828921644807723
0.03,2695899.527819303,80876.98583457909,0.5812909756751825
0.03,2713828.3945288225,81414.85183586467,0.5796942265503525
0.03,2731876.4957491877,81956.29487247563,0.5781013999097581
0.03,2750044.6244400875,82501.33873320262,0.5765119648748626
0.03,2768333.578834727,83050.0073650418,0.574925377868751
0.03,2786744.162474898,83602.32487424694,0.5733410836679721
0.03,2805277.1842462844,84158.31552738853,0.5717585165224314
0.03,2823933.4584139986,84718.00375241996,0.5701771013429081
0.03,2842713.8046583603,85281.4141397508,0.5685962549554965
0.03,2861619.048110908,85848.57144332724,0.5670153874219783
0.03,2880650.0193906515,86419.50058171955,0.5654339034248239
0.03,2899807.5546405674,86994.22663921701,0.5638512037151995
0.03,2919092.4955643355,87572.77486693006,0.5622666866220112
0.03,2938505.6894633183,88155.17068389955,0.5606797496196743
0.03,2958047.98927379,88741.43967821369,0.5590897909519147
0.03,2977720.253604409,89331.60760813227,0.5574962113085455
0.03,2997523.346773944,89925.70040321832,0.5558984155517538
0.03,3017458.138849246,90523.74416547737,0.5542958144880373
0.03,3037525.5056834784,91125.76517050435,0.5526878266815192
0.03,3057726.328954595,91731.78986863785,0.551073880303937
0.03,3078061.4962040815,92341.84488612245,0.5494534150161838
0.03,3098531.900875945,92955.95702627835,0.5478258838758372
0.03,3119138.4423559746,93574.15327067923,0.5461907552646819
0.03,3139882.026011251,94196.46078033753,0.5445475148297829
0.03,3160763.563229928,94822.90689689782,0.5428956674312414
0.03,3181783.971461274,95453.51914383822,0.5412347390893212
0.03,3202944.174255983,96088.32522767948,0.5395642789232103
0.03,3224245.1013067467,96727.3530392024,0.5378838610732687
0.03,3245687.6884891074,97370.63065467322,0.5361930865982003
0.03,3267272.8779025725,98018.18633707718,0.534491585338205
0.03,3289001.6179120075,98670.04853736023,0.5327790177347892
0.03,3310874.863189304,99326.24589567911,0.5310550765975793
0.03,3332893.574755323,99986.80724265969,0.5293194888081421
0.03,3355058.7200221196,100651.76160066358,0.5275720169505518
0.03,3377371.2728354456,101321.13818506336,0.5258124608581735
0.03,3399832.213517537,101994.96640552611,0.5240406590659223
0.03,3422442.5289101857,102673.27586730557,0.5222564901570936
0.03,3445203.212418097,103356.0963725429,0.5204598739937376
0.03,3468115.264052535,104043.45792157605,0.5186507728194792
0.03,3491179.6904752604,104735.39071425781,0.5168291922236901
0.03,3514397.5050427583,105431.92515128275,0.5149951819559566
0.03,3537769.7278507603,106133.0918355228,0.5131488365799288
0.03,3561297.385779065,106838.92157337195,0.5112902959558204
0.03,3584981.512536653,107549.44537609958,0.5094197455411087
0.03,3608823.1487071053,108264.69446121315,0.5075374164993385
0.03,3632823.341794322,108984.70025382965,0.5056435856073761
0.03,3656983.146268544,109709.49438805631,0.5037385749519937
0.03,3681303.6236126847,110439.10870838053,0.5018227514072892
0.03,3705785.8423689646,111173.57527106893,0.4998965258851789
0.03,3730430.87818586,111912.92634557579,0.497960352352014
0.03,3755239.8138653627,112657.19441596088,0.4960147266053184
0.03,3780213.7394105536,113406.4121823166,0.4940601848056637
0.03,3805353.752073492,114160.61256220475,0.4920973017598538
0.03,3830660.956403426,114919.82869210278,0.49012668895282785
0.03,3856136.4642953216,115684.09392885964,0.48814899232706
0.03,3881781.3950387137,116453.4418511614,0.48616488980968575
0.03,3907596.8753668843,117227.90626100653,0.48417508858916236
0.03,3933584.0395063646,118007.52118519094,0.48218032214492845
0.03,3959744.029226772,118792.32087680316,0.48018134703530696
0.03,3986077.993890971,119582.33981672913,0.47817893945073986
0.03,4012587.0905055725,120377.61271516717,0.47617389154139617
0.03,4039272.48377177,121178.17451315309,0.47416700753020824
0.03,4066135.346136509,121984.06038409527,0.472159099624484
0.03,4093176.857844001,122795.30573532003,0.47015098374138314
0.03,4120398.206987579,123611.94620962736,0.4681434750647384
0.03,4147800.589561896,124434.01768685687,0.4661373834529241
0.03,4175385.2095154724,125261.55628546416,0.46413350871970144
0.03,4203153.278803595,126094.59836410785,0.4621326358122196
0.03,4231106.017441561,126933.18052324683,0.46013552991254314
0.03,4259244.653558286,127777.33960674857,0.4581429314912685
0.03,4287570.423450257,128627.1127035077,0.4561555513438855
0.03,4316084.571635853,129482.53714907558,0.45417406564256874
0.03,4344788.350910027,130343.6505273008,0.4521991110379942
0.03,4373683.022399342,131210.49067198025,0.45023127984754463
0.03,4402769.855617387,132083.09566852162,0.4482711153678766
0.03,4432050.128520549,132961.50385561647,0.4463191073512359
0.03,4461525.127564164,133845.75382692492,0.4443756876860978
0.03,4491196.147759035,134735.88443277104,0.4424412263236404
0.03,4521064.492728336,135631.93478185008,0.44051602749221963
0.03,4551131.474764879,136533.94424294637,0.4386003262423419
0.03,4581398.41488878,137441.95244666337,0.43669428536463656
0.03,4611866.642905492,138355.99928716477,0.4347979927229333
0.03,4642537.497464237,139276.1249239271,0.4329114590437746
0.03,4673412.326116813,140202.3697835044,0.43103461620247363
0.03,4704492.485376811,141134.7745613043,0.4291673160441491
0.03,4735779.340779202,142073.38022337607,0.42730932977602315
0.03,4767274.266940344,143018.2280082103,0.42546034796460475
0.03,4798978.647618371,143969.35942855114,0.4236199811682094
0.03,4830893.875773991,144926.81627321974,0.42178776123156886
0.03,4863021.353631687,145890.6406089506,0.4199631432650271
0.03,4895362.492741325,146860.87478223976,0.4181455083260472
0.03,4927918.714040171,147837.56142120514,0.416334166815409
0.03,4960691.447915325,148820.74343745975,0.41452836259463477
0.03,4993682.13426656,149810.4640279968,0.41272727782478785
0.03,5026892.2225695895,150806.76667708767,0.4109300385199303
0.03,5060323.171939752,151809.69515819257,0.4091357208011905
0.03,5093976.451196115,152819.29353588345,0.4073433578296402
0.03,5127853.538926015,153835.60616778044,0.40555194738805317
0.03,5161955.923550011,154858.6777065003,0.4037604600731778
0.03,5196285.10338729,155888.5531016187,0.40196784805147306
0.03,5230842.586721489,156925.27760164466,0.4001730543224005
0.03,5265629.891866971,157968.8967560091,0.39837502242442846
0.03,5300648.547235522,159019.45641706567,0.39657270650999077
0.03,5335900.091403516,160077.00274210548,0.39476508170685104
0.03,5371386.073179503,161141.5821953851,0.39295115467476954
0.03,5407108.051672264,162213.2415501679,0.39112997425819157
0.03,5443067.59635931,163292.02789077928,0.38930064212799387
0.03,5479266.287155836,164377.98861467507,0.38746232329828495
0.03,5515705.71448414,165471.1714345242,0.38561425639800784
0.03,5552387.479343499,166571.62438030497,0.383755763571779
0.03,5589313.193380505,167679.39580141514,0.3818862598801805
0.03,5626484.478959883,168794.53436879648,0.38000526206675217
0.03,5663902.969235761,169917.08907707283,0.37811239655735773
0.03,5701570.308223436,171047.10924670307,0.37620740655757756
0.03,5739488.150871593,172184.64452614778,0.37429015811545974
0.03,5777658.163135025,173329.74489405073,0.3723606450204455
0.03,5816082.022047826,174482.46066143477,0.37041899241474724
0.03,5854761.415797072,175642.84247391217,0.36846545900094135
0.03,5893698.043796995,176810.94131390983,0.3665004377391839
0.03,5932893.616763642,177986.80850290926,0.3645244549392959
0.03,5972349.856790049,179170.49570370145,0.3625381676670409
0.03,6012068.497421891,180362.05492265674,0.36054235940025364
0.03,6052051.283733654,181561.5385120096,0.3585379338890126
0.03,6092299.9724053005,182768.999172159,0.3565259071947767
0.03,6132816.331799458,183984.48995398372,0.3545073979061414
0.03,6173602.142039107,185208.06426117322,0.3524836155535644
0.03,6214659.195085797,186439.77585257392,0.35045584727177576
0.03,6255989.294818376,187679.67884455126,0.34842544278646476
0.03,6297594.257112245,188927.82771336735,0.3463937978308694
0.03,6339475.909919141,190184.2772975742,0.3443623361278105
0.03,6381636.09334745,191449.0828004235,0.3423324901030484
0.03,6424076.659743051,192722.29979229154,0.34030568052623755
0.03,6466799.473770707,194003.9842131212,0.33828329530566176
0.03,6509806.412495984,195294.1923748795,0.3362666676918594
0.03,6553099.365467724,196592.9809640317,0.33425705417262497
0.03,6596680.234801065,197900.40704403195,0.3322556123670795
0.03,6640550.935261012,199216.52805783035,0.3302633792489324
0.03,6684713.394346561,200541.40183039682,0.32828125004805936
0.03,6729169.55237539,201875.0865712617,0.32630995819444747
0.03,6773921.362569106,203217.64087707317,0.3243500566787387
0.03,6818970.791139061,204569.12373417182,0.32240190120845635
0.03,6864319.817372739,205929.59452118218,0.3204656355378624
0.03,6909970.433720724,207299.1130116217,0.3185411793417694
0.03,6955924.645884229,208677.73937652685,0.3166282189889897
0.03,7002184.472903227,210065.5341870968,0.31472620154905706
0.03,7048751.947245159,211462.55841735477,0.31283433233608277
0.03,7095629.114894211,212868.87344682633,0.31095157625591097
0.03,7142818.035441273,214284.54106323817,0.3090766631770528
0.03,7190320.782174334,215709.62346523002,0.30720809749231354
0.03,7238139.442169639,217144.18326508917,0.3053441719767807
0.03,7286276.116383365,218588.28349150094,0.3034829859794423
0.03,7334732.919743936,220041.98759231807,0.30162246791068026
0.03,7383511.981244936,221505.35943734806,0.2997604019071587
0.03,7432615.444038657,222978.46332115968,0.29789445847017626
0.03,7482045.46553025,224461.3639659075,0.2960222287846888
0.03,7531804.217472526,225954.12652417578,0.2941412623353529
0.03,7581893.88606136,227456.8165818408,0.2922491073447981
0.03,7632316.672031754,228969.5001609526,0.2903433534697345
0.03,7683074.79075452,230492.2437226356,0.28842167610449926
0.03,7734170.472333623,232025.1141700087,0.2864818815613709
0.03,7785605.961704155,233568.17885112466,0.2845219523247554
0.03,7837383.518730973,235121.50556192917,0.2825400915144797
0.03,7889505.418307986,236685.16254923958,0.28053476564431223
0.03,7941973.950458106,238259.21851374317,0.2785047447277776
0.03,7994791.4204338575,239843.74261301573,0.2764491387666025
0.03,8047960.148818671,241438.80446456012,0.27436742965978034
0.03,8101482.471628829,243044.47414886486,0.27225949759513235
0.03,8155360.740416107,244660.82221248318,0.2701256410319107
0.03,8209597.322371089,246287.91967113267,0.26796658945358026
0.03,8264194.600427175,247925.83801281525,0.265783508165146
0.03,8319154.973365273,249574.6492009582,0.26357799452941305
0.03,8374480.855919195,251234.42567757584,0.2613520651809486
0.03,8430174.67888175,252905.2403664525,0.2591081339241547
0.03,8486238.889211537,254587.1666763461,0.25684898021095154
0.03,8542675.950140469,256280.27850421405,0.25457770830152787
0.03,8599488.341281982,257984.65023845946,0.2522976974351162
0.03,8656678.558739984,259700.35676219952,0.25001254357264563
0.03,8714249.11521853,261427.47345655586,0.24772599351454525
0.03,8772202.540132212,263166.07620396634,0.24544187243931762
0.03,8830541.37971729,264916.2413915187,0.24316400614549938
0.03,8889268.197143575,266678.04591430724,0.24089613950451497
0.03,8948385.572627028,268451.56717881083,0.2386418528374626
0.03,9007896.10354314,270236.8831062942,0.23640447810759246
0.03,9067802.404541034,272034.072136231,0.23418701696459923
0.03,9128107.107658358,273843.21322975075,0.23199206277943774
0.03,9188812.862436917,275664.3858731075,0.22982172886218993
0.03,9249922.336039077,277497.6700811723,0.22767758505417324
0.03,9311438.213364966,279343.146400949,0.22556060482353393
0.03,9373363.197170423,281200.8959151127,0.223471124866786
0.03,9435700.008185752,283071.00024557253,0.22140881902433784
0.03,9498451.38523526,284953.54155705776,0.21937268805501678
0.03,9561620.085357584,286848.6025607275,0.2173610664839284
0.03,9625208.883926837,288756.2665178051,0.2153716473428782
0.03,9689220.574774528,290676.6172432358,0.21340152516865954
0.03,9753657.97031233,292609.7391093699,0.21144725711983164
0.03,9818523.901655637,294555.71704966907,0.20950494152784
0.03,9883821.218747944,296514.6365624383,0.20757031262656728
0.03,9949552.790486077,298486.5837145823,0.20563884962114215
0.03,10015721.504846232,300471.6451453869,0.20370589767966807
0.03,10082330.269010864,302469.9080703259,0.20176679787982246
0.03,10149382.009496413,304481.4602848924,0.19981702263671472
0.03,10216879.672281884,306506.3901684565,0.19785231270037867
0.03,10284826.222938286,308544.78668814857,0.19586881146231175
0.03,10353224.646758921,310596.7394027676,0.19386319207135957
0.03,10422077.948890548,312662.3384667164,0.19183277274922428
0.03,10491389.15446542,314741.67463396257,0.18977561573179905
0.03,10561161.30873419,316834.83926202566,0.18769060545783803
0.03,10631397.47719971,318941.9243159913,0.18557750199039563
0.03,10702100.745751718,321063.02237255155,0.18343696619301883
0.03,10773274.220802415,323198.2266240725,0.18127055389000724
0.03,10844921.029422954,325347.6308826886,0.17908067710966039
0.03,10917044.319480825,327511.32958442473,0.17687053152580254
0.03,10989647.259778166,329689.417793345,0.17464399035312955
0.03,11062733.040190976,331881.99120572925,0.17240546618592448
0.03,11136304.87180928,334089.14615427837,0.17015974356027616
0.03,11210365.987078195,336310.97961234587,0.1679117863236456
0.03,11284919.63993997,338547.58919819904,0.1656665251636566
0.03,11359969.105976928,340799.0731793078,0.16342863182760142
0.03,11435517.6825554,343065.530476662,0.16120228760035854
0.03,11511568.688970588,345347.0606691176,0.15899095444607228
0.03,11588125.466592409,347643.76399777224,0.15679715780499784
0.03,11665191.379012292,349955.74137036875,0.15462229032301125
0.03,11742769.812190967,352283.09436572896,0.15246644573637588
0.03,11820864.174607227,354625.92523821676,0.15032829170735604
0.03,11899477.897407684,356984.33692223055,0.14820498958863995
0.03,11978614.43455752,359358.43303672556,0.1460921678825542
0.03,12058277.26299224,361748.3178897672,0.14398395456773924
0.03,12138469.882770432,364154.09648311295,0.14187307152242087
0.03,12219195.817227548,366575.8745168264,0.1397509920295285
0.03,12300458.613130704,369013.7583939211,0.137608159873197
0.03,12382261.84083451,371467.8552250353,0.1354342659146527
0.03,12464609.094437936,373938.27283313806,0.1332185753697037
0.03,12547503.9919422,376425.119758266,0.13095029641390574
0.03,12630950.175409827,378928.5052622948,0.12861897833720484
0.03,12714951.311124513,381448.53933373536,0.1262149253829232
0.03,12799511.08975231,383985.3326925693,0.12372961075925866
0.03,12884633.226503756,386538.9967951127,0.12115607421904377
0.03,12970321.461297095,389109.64383891283,0.11848928616362484
0.03,13056579.558922611,391697.3867676783,0.11572646151542833
0.03,13143411.309208022,394302.3392762407,0.11286730766842568
0.03,13230820.527184999,396924.61581555,0.1099141926795599
0.03,13318811.053256776,399564.3315977033,0.10687222248209607
0.03,13407386.75336689,402221.6026010067,0.10374921921757663
0.03,13496551.519169025,404896.5455750707,0.10055559668861834
0.03,13586309.268198004,407589.2780459401,0.09730413328204579
0.03,13676663.944041904,410299.9183212571,0.09400964731656287
0.03,13767619.516515322,413028.5854954597,0.09068858441764768
0.03,13859179.981833793,415775.3994550138,0.08735853098049923
0.03,13951349.362789372,418540.48088368116,0.0840376718065235
0.03,14044131.708927369,421323.9512678211,0.08074421335080587
0.03,14137531.09672428,424125.9329017284,0.07749579647638732
0.03,14231551.629766876,426946.5488930063,0.0743089239879179
0.03,14326197.438932521,429785.9231679756,0.07119842837152224
0.03,14421472.682570646,432644.18047711934,0.06817700401841453
0.03,14517381.54668545,435521.44640056347,0.06525482574584092
0.03,14613928.245119832,438417.84735359496,0.06243927171600202
0.03,14711117.019740516,441333.51059221546,0.05973476403642278
0.03,14808952.140624426,444268.56421873276,0.05714273462498219
0.03,14907437.906246293,447223.1371873888,0.054661717629007255
0.03,15006578.643667515,450197.35931002547,0.052287563144832114
0.03,15106378.708726272,453191.3612617881,0.05001376057261579
0.03,15206842.486228902,456205.274586867,0.047831854054903415
0.03,15307974.390142545,459239.23170427635,0.045731927467700335
0.03,15409778.863789089,462293.36591367266,0.04370313270099799
0.03,15512260.380040374,465367.8114012112,0.041734232756207315
0.03,15615423.44151473,468462.7032454419,0.039814130684299474
0.03,15719272.580774786,471578.1774232436,0.03793235666387865
0.03,15823812.360526627,474714.3708157988,0.036079488523637286
0.03,15929047.373820247,477871.42121460737,0.0342474855733113
0.03,16034982.244251365,481049.4673275409,0.03242992142616004
0.03,16141621.62616455,484248.64878493646,0.030622108175851592
0.03,16248970.204857726,487469.10614573176,0.02882111135654371
0.03,16357032.696788019,490710.98090364056,0.027025662050702955
0.03,16465813.849778978,493974.41549336934,0.025235978798543734
0.03,16575318.443229184,497259.5532968755,0.02345351713405853
0.03,16685551.288322221,500566.53864966665,0.02168066824141833
0.03,16796517.22823808,503895.51684714237,0.019920430134051655
0.03,16908221.138365924,507246.6341509777,0.018176074803663518
0.03,17020667.926518325,510620.0377955497,0.016450833034445007
0.03,17133862.533146854,514015.8759944056,0.014747615264231176
0.03,17247809.93155918,517434.29794677533,0.013068782384736513
0.03,17362515.12813755,520875.45384412655,0.011415975205942154
0.03,17477983.16255877,524339.4948767631,0.009790006025387384
0.03,17594219.108015623,527826.5732404686,0.008190810900384688
0.03,17711228.071439736,531336.8421431921,0.006617457310113535
0.03,17829015.193726007,534870.4558117802,0.005068199272114845
0.03,17947585.64995843,538427.569498753,0.0035405708149810864
0.03,18066944.6496375,542008.3394891251,0.0020315089582561784
0.03,18187097.43690908,545612.9231072724,0.0005374987391055109
0.03,18308049.290794805,549241.4787238442,-0.0009452651190046911
0.03,18429805.525424026,552894.1657627207,-0.0024207031914466716
0.03,18552371.4902673,556571.144708019,-0.003892664793561757
0.03,18675752.570371408,560272.5771111422,-0.005364731416205002
0.03,18799954.186595958,563998.6255978787,-0.006840013103522418
0.03,18924981.795851562,567749.4538755468,-0.008320943964567373
0.03,19050840.891339578,571525.2267401873,-0.009809087882356663
0.03,19177537.002793472,575326.1100838041,-0.011304971368213523
0.03,19305075.696721762,579152.2709016529,-0.012807966396234207
0.03,19433462.57665259,583003.8772995777,-0.014316250623927244
0.03,19562703.28337992,586881.0985013975,-0.01582687418741062
0.03,19692803.495211374,590784.1048563411,-0.017335959840964414
0.03,19823768.9282177,594713.067846531,-0.018839055496915853
0.03,19955605.336483933,598668.160094518,-0.020331644703008304
0.03,20088318.512362193,602649.5553708657,-0.02180980158253744
0.03,20221914.28672618,606657.4286017854,-0.023270953554623896
0.03,20356398.52922735,610691.9558768205,-0.024714690076285233
0.03,20491777.148552828,614753.3144565847,-0.026143531958029445
0.03,20628056.09268498,618841.6827805494,-0.027563557401873398
0.03,20765241.349162772,622957.2404748831,-0.02898477189776378
0.03,20903338.945344813,627100.1683603444,-0.03042111321062768
0.03,21042354.948674195,631270.6484602258,-0.03189000256716555
0.03,21182295.466945045,635468.8640083513,-0.03341138977491948
0.03,21323166.648570914,639694.9994571274,-0.035006292090455825
0.03,21464974.682854872,643949.2404856462,-0.03669489033964053
0.03,21607725.800261468,648231.774007844,-0.0384943146534779
0.03,21751426.272690464,652542.7881807139,-0.0404163176280549
0.03,21896082.41375239,656882.4724125717,-0.042465084828785735
0.03,22041700.57904595,661251.0173713785,-0.044635461316511395
0.03,22188287.166437253,665648.6149931176,-0.046911869660050176
0.03,22335848.616340913,670075.4584902273,-0.04926815411509996
0.03,22484391.412003003,674531.74236009,-0.05166850617954118
0.03,22633922.07978592,679017.6623935776,-0.054069513022250715
0.03,22784447.189455118,683533.4156836536,-0.05642323272308193
0.03,22935973.35446775,688079.2006340325,-0.05868105472908228
0.03,23088507.232263256,692655.2169678976,-0.060797970316040895
0.03,23242055.524555836,697261.665736675,-0.06273677764692079
0.03,23396624.977628924,701898.7493288676,-0.06447169921526281
0.03,23552222.382631563,706566.6714789468,-0.06599091101233258
0.03,23708854.575876813,711265.6372763044,-0.06729757929235833
0.03,23866528.439142082,715995.8531742624,-0.06840916810203305
0.03,24025250.899971496,720757.5269991448,-0.06935500255137023
0.03,24185028.931980275,725550.8679594082,-0.07017232159316153
0.03,24345869.5551611,730376.0866548329,-0.07090129380203325
0.03,24507779.836192574,735233.3950857772,-0.07157966053869706
0.03,24670766.888749674,740123.0066624902,-0.07223777576256095
0.03,24834837.873816323,745045.1362144897,-0.07289480292822871
0.03,25000000.0,750000.0,-0.07355669507122614
0.05,100000.0,5000.0,1.0
0.05,100665.04209539376,5033.252104769688,0.9999407505912067
0.05,101334.50700067396,5066.725350033698,0.9998807186196117
0.05,102008.42412938816,5100.421206469408,0.9998198938590708
0.05,102686.8230906964,5134.341154534821,0.9997582659527635
0.05,103369.73369067204,5168.486684533603,0.9996958244116034
0.05,104057.18593361143,5202.859296680572,0.9996325586126295
0.05,104749.21002335209,5237.460501167605,0.999568457797383
0.05,105445.83636459979,5272.29181822999,0.999503511070265
0.05,106147.09556426438,5307.354778213219,0.9994377073968775
0.05,106853.01843280459,5342.65092164023,0.9993710356023464
0.05,107563.63598558157,5378.181799279078,0.9993034843696255
0.05,108278.9794442218,5413.94897221109,0.999235042237785
0.05,108999.08023798862,5449.954011899431,0.9991656976002812
0.05,109723.97000516325,5486.198500258163,0.9990954387032056
0.05,110453.6805944348,5522.68402972174,0.999024253643522
0.05,111188.24406629955,5559.412203314978,0.9989521303672757
0.05,111927.69269446959,5596.384634723479,0.9988790566677946
0.05,112672.05896729077,5633.602948364539,0.9988050201838643
0.05,113421.37558917011,5671.0687794585065,0.9987300083978882
0.05,114175.67548201275,5708.783774100638,0.9986540086340273
0.05,114934.9917866683,5746.749589333415,0.998577008056322
0.05,115699.357864387,5784.96789321935,0.9984989936667947
0.05,116468.80729828544,5823.440364914272,0.998419952303534
0.05,117243.37389482206,5862.1686947411035,0.998339870638757
0.05,118023.09168528252,5901.154584264126,0.9982587351768568
0.05,118807.9949272748,5940.399746363741,0.998176532252428
0.05,119598.11810623445,5979.9059053117235,0.9980932480282719
0.05,120393.49593693965,6019.674796846983,0.9980088684933851
0.05,121194.16336503647,6059.708168251824,0.9979233794609262
0.05,122000.15556857422,6100.007778428711,0.9978367665661642
0.05,122811.5079595511,6140.575397977555,0.9977490152644072
0.05,123628.25618546997,6181.412809273499,0.9976601108289095
0.05,124450.43613090458,6222.521806545229,0.9975700383487627
0.05,125278.0839190762,6263.904195953811,0.9974787827267616
0.05,126111.23591344077,6305.561795672039,0.9973863286772573
0.05,126949.92871928647,6347.496435964324,0.9972926607239828
0.05,127794.19918534209,6389.709959267105,0.9971977631978634
0.05,128644.08440539596,6432.2042202697985,0.9971016202348062
0.05,129499.62171992571,6474.981085996285,0.9970042157734699
0.05,130360.84871773889,6518.042435886945,0.9969055335530118
0.05,131227.8032376244,6561.390161881221,0.9968055571108193
0.05,132100.5233700151,6605.0261685007545,0.9967042697802165
0.05,132979.04745866117,6648.9523729330585,0.9966016546881543
0.05,133863.41410231488,6693.170705115745,0.9964976947528806
0.05,134753.66215642655,6737.683107821328,0.9963923726815845
0.05,135649.83073485145,6782.491536742573,0.9962856709680297
0.05,136551.95921156858,6827.59796057843,0.9961775718901615
0.05,137460.08722241042,6873.004361120522,0.9960680575076926
0.05,138374.25466680442,6918.712733340221,0.9959571096596759
0.05,139294.50170952603,6964.7250854763015,0.9958447099620505
0.05,140220.86878246334,7011.043439123167,0.9957308398051715
0.05,141153.39658639356,7057.669829319679,0.9956154803513179
0.05,142092.12609277116,7104.606304638558,0.9954986125321827
0.05,143037.09854552805,7151.854927276403,0.9953802170463417
0.05,143988.35546288567,7199.417773144283,0.9952602743567045
0.05,144945.93863917905,7247.296931958953,0.995138764687944
0.05,145909.8901466932,7295.49450733466,0.9950156680239072
0.05,146880.25233751145,7344.012616875573,0.9948909641050092
0.05,147857.06784537647,7392.853392268824,0.9947646324256016
0.05,148840.37958756313,7442.018979378157,0.9946366522313326
0.05,149830.23076676426,7491.5115383382135,0.9945070025164753
0.05,150826.66487298885,7541.333243649443,0.9943756620212492
0.05,151829.7256854727,7591.486284273635,0.9942426092291151
0.05,152839.45727460194,7641.972863730098,0.9941078223640555
0.05,153855.9040038494,7692.7952001924705,0.993971279387837
0.05,154879.1105317236,7743.95552658618,0.9938329579972531
0.05,155909.12181373098,7795.456090686549,0.9936928356213492
0.05,156945.983104351,7847.299155217551,0.993550889418635
0.05,157989.7399590245,7899.486997951226,0.9934070962742714
0.05,159040.43823615514,7952.0219118077575,0.9932614327972483
0.05,160098.12409912425,8004.906204956213,0.9931138753175428
0.05,161162.84401831884,8058.142200915942,0.9929643998832595
0.05,162234.64477317443,8111.732238658722,0.9928129822577586
0.05,163313.57345422855,8165.678672711428,0.9926595979167666
0.05,164399.67746519097,8219.983873259549,0.9925042220454693
0.05,165493.00452502604,8274.650226251302,0.9923468295355946
0.05,166593.60267004935,8329.680133502468,0.9921873949824789
0.05,167701.5202560382,8385.07601280191,0.9920258926821186
0.05,168816.80596035614,8440.840298017807,0.9918622966282094
0.05,169939.50878409168,8496.975439204585,0.9916965805091718
0.05,171069.67805421125,8553.483902710563,0.9915287177051644
0.05,172207.36342572633,8610.368171286316,0.9913586812850852
0.05,173352.6148838751,8667.630744193755,0.9911864440035603
0.05,174505.48274631868,8725.274137315935,0.9910119782979235
0.05,175666.0176653518,8783.30088326759,0.9908352562851848
0.05,176834.27063012822,8841.713531506412,0.9906562497589865
0.05,178010.29296890105,8900.514648445052,0.990474930186556
0.05,179194.136351278,8959.7068175639,0.9902912687056433
0.05,180385.85279049128,9019.292639524565,0.9901052361214544
0.05,181585.49464568304,9079.274732284151,0.9899168029035792
0.05,182793.1146242058,9139.65573121029,0.9897259391829071
0.05,184008.7657839381,9200.438289196905,0.9895326147485438
0.05,185232.5015356158,9261.62507678079,0.9893367990447193
0.05,186464.37564517852,9323.218782258926,0.9891384611676906
0.05,187704.4422361321,9385.222111806606,0.9889375698626464
0.05,188952.75579192644,9447.637789596321,0.9887340935206044
0.05,190209.3711583493,9510.468557917466,0.9885280001753084
0.05,191474.34354593605,9573.717177296803,0.9883192575001297
0.05,192747.72853239538,9637.386426619769,0.9881078328049612
0.05,194029.58206505107,9701.479103252554,0.9878936930331184
0.05,195319.96046330023,9765.998023165012,0.9876768047582436
0.05,196618.92042108762,9830.946021054382,0.9874571341812092
0.05,197926.51900939658,9896.325950469829,0.9872346471270314
0.05,199242.8136787566,9962.14068393783,0.9870093090417852
0.05,200567.86226176727,10028.393113088365,0.9867810849895331
0.05,201901.72297563936,10095.08614878197,0.9865499396492525
0.05,203244.45442475265,10162.222721237633,0.9863158373117835
0.05,204596.1156032306,10229.80578016153,0.9860787418767816
0.05,205956.76589753258,10297.83829487663,0.9858386168496837
0.05,207326.46508906272,10366.323254453137,0.9855954253386914
0.05,208705.27335679682,10435.263667839841,0.9853491300517672
0.05,210093.2512799261,10504.662563996306,0.9850996932936451
0.05,211490.459840519,10574.522992025952,0.9848470769628684
0.05,212896.96042620027,10644.848021310014,0.9845912425488388
0.05,214312.81483284826,10715.640741642414,0.9843321511288918
0.05,215738.08526730997,10786.904263365499,0.9840697633653963
0.05,217172.83435013404,10858.641717506704,0.9838040395028788
0.05,218617.12511832218,10930.85625591611,0.9835349393651734
0.05,220071.02102809865,11003.551051404933,0.9832624223526046
