geometry,f0_hz,harmonic,I_amp_A
sawbowl_curved_R0.030,100000.0,1,2.5489862682672975
sawbowl_curved_R0.030,100000.0,2,0.462964683852741
sawbowl_curved_R0.030,100000.0,3,0.1350040184097273
sawbowl_curved_R0.030,310723.25059538614,1,0.8232271035487786
sawbowl_curved_R0.030,310723.25059538614,2,0.14921636507178998
sawbowl_curved_R0.030,310723.25059538614,3,0.043488150122480536
sawbowl_curved_R0.030,965489.3846056294,1,0.2651722166231164
sawbowl_curved_R0.030,965489.3846056294,2,0.04804156256170974
sawbowl_curved_R0.030,965489.3846056294,3,0.013999385070927567
sawbowl_curved_R0.030,3000000.0,1,0.08536146489815885
sawbowl_curved_R0.030,3000000.0,2,0.015463028505439432
sawbowl_curved_R0.030,3000000.0,3,0.0045057655973806555
sawbowl_curved_R0.050,100000.0,1,1.4500246582511531
sawbowl_curved_R0.050,100000.0,2,0.2629854558193114
sawbowl_curved_R0.050,100000.0,3,0.07665723365659818
sawbowl_curved_R0.050,310723.25059538614,1,0.46742772813804495
sawbowl_curved_R0.050,310723.25059538614,2,0.08469494978346091
sawbowl_curved_R0.050,310723.25059538614,3,0.024681121184390132
sawbowl_curved_R0.050,965489.3846056294,1,0.15049386838032203
sawbowl_curved_R0.050,965489.3846056294,2,0.027262458428552787
sawbowl_curved_R0.050,965489.3846056294,3,0.007944072455335266
sawbowl_curved_R0.050,3000000.0,1,0.04843899993327561
sawbowl_curved_R0.050,3000000.0,2,0.008774352988930662
sawbowl_curved_R0.050,3000000.0,3,0.0025567307408470084
sawbowl_curved_R0.100,100000.0,1,0.6761067699319913
sawbowl_curved_R0.100,100000.0,2,0.12253618673659393
sawbowl_curved_R0.100,100000.0,3,0.035710723758406185
sawbowl_curved_R0.100,310723.25059538614,1,0.21774804816439822
sawbowl_curved_R0.100,310723.25059538614,2,0.03944772002374578
sawbowl_curved_R0.100,310723.25059538614,3,0.01149492623363122
sawbowl_curved_R0.100,965489.3846056294,1,0.07009040343046846
sawbowl_curved_R0.100,965489.3846056294,2,0.01269649231979105
sawbowl_curved_R0.100,965489.3846056294,3,0.0036996040457658165
sawbowl_curved_R0.100,3000000.0,1,0.02255832049605576
sawbowl_curved_R0.100,3000000.0,2,0.004086207766108312
sawbowl_curved_R0.100,3000000.0,3,0.0011906614838737453
sawbowl_chord_R0.030,100000.0,1,2.8511684724153907
sawbowl_chord_R0.030,100000.0,2,0.5180998668848711
sawbowl_chord_R0.030,100000.0,3,0.15110270309398488
sawbowl_chord_R0.030,310723.25059538614,1,0.921401957916316
sawbowl_chord_R0.030,310723.25059538614,2,0.1670313189008613
sawbowl_chord_R0.030,310723.25059538614,3,0.04868199030577971
sawbowl_chord_R0.030,965489.3846056294,1,0.2968427734779798
sawbowl_chord_R0.030,965489.3846056294,2,0.05378115219551669
sawbowl_chord_R0.030,965489.3846056294,3,0.015672077080685194
sawbowl_chord_R0.030,3000000.0,1,0.09556079919000117
sawbowl_chord_R0.030,3000000.0,2,0.01731078611920238
sawbowl_chord_R0.030,3000000.0,3,0.005044199243083413
sawbowl_chord_R0.050,100000.0,1,1.6217500514786949
sawbowl_chord_R0.050,100000.0,2,0.2941868350573629
sawbowl_chord_R0.050,100000.0,3,0.08575672713875668
sawbowl_chord_R0.050,310723.25059538614,1,0.5229149650562145
sawbowl_chord_R0.050,310723.25059538614,2,0.0947533361943743
sawbowl_chord_R0.050,310723.25059538614,3,0.027612652425551547
sawbowl_chord_R0.050,965489.3846056294,1,0.16836912967030243
sawbowl_chord_R0.050,965489.3846056294,2,0.030501020094592633
sawbowl_chord_R0.050,965489.3846056294,3,0.008887801667467903
sawbowl_chord_R0.050,3000000.0,1,0.05419340631450856
sawbowl_chord_R0.050,3000000.0,2,0.009816757771683953
sawbowl_chord_R0.050,3000000.0,3,0.002860477367255935
sawbowl_chord_R0.100,100000.0,1,0.7557852993391728
sawbowl_chord_R0.100,100000.0,2,0.13698535936783712
sawbowl_chord_R0.100,100000.0,3,0.03992234014367113
sawbowl_chord_R0.100,310723.25059538614,1,0.2434288815140573
sawbowl_chord_R0.100,310723.25059538614,2,0.04410077983064923
sawbowl_chord_R0.100,310723.25059538614,3,0.012850870561672171
sawbowl_chord_R0.100,965489.3846056294,1,0.07835830888291993
sawbowl_chord_R0.100,965489.3846056294,2,0.014194237519838686
sawbowl_chord_R0.100,965489.3846056294,3,0.004136034365660619
sawbowl_chord_R0.100,3000000.0,1,0.02521945486718135
sawbowl_chord_R0.100,3000000.0,2,0.004568250581508258
sawbowl_chord_R0.100,3000000.0,3,0.001331122284783266
rodin6lane_R0.030,100000.0,1,2.3657176347427646
rodin6lane_R0.030,100000.0,2,0.42956005517194895
rodin6lane_R0.030,100000.0,3,0.12525317053490265
rodin6lane_R0.030,310723.25059538614,1,0.7637644899787948
rodin6lane_R0.030,310723.25059538614,2,0.13842890387035994
rodin6lane_R0.030,310723.25059538614,3,0.04034337458367775
rodin6lane_R0.030,965489.3846056294,1,0.24599637112555764
rodin6lane_R0.030,965489.3846056294,2,0.044566607646819176
rodin6lane_R0.030,965489.3846056294,3,0.012986699537183477
rodin6lane_R0.030,3000000.0,1,0.07918656686949023
rodin6lane_R0.030,3000000.0,2,0.014344379375364598
rodin6lane_R0.030,3000000.0,3,0.004179795223727452
rodin6lane_R0.050,100000.0,1,1.3459279424801192
rodin6lane_R0.050,100000.0,2,0.24407903637972528
rodin6lane_R0.050,100000.0,3,0.07114401398380119
rodin6lane_R0.050,310723.25059538614,1,0.43380924850387653
rodin6lane_R0.050,310723.25059538614,2,0.07860137395871915
rodin6lane_R0.050,310723.25059538614,3,0.022905191147337266
rodin6lane_R0.050,965489.3846056294,1,0.139665004861807
rodin6lane_R0.050,965489.3846056294,2,0.025300584023427386
rodin6lane_R0.050,965489.3846056294,3,0.00737237957466852
rodin6lane_R0.050,3000000.0,1,0.04495309397496576
rodin6lane_R0.050,3000000.0,2,0.008142889672145291
rodin6lane_R0.050,3000000.0,3,0.002372728934148893
rodin6lane_R0.100,100000.0,1,0.6277947319784181
rodin6lane_R0.100,100000.0,2,0.11377612523562221
rodin6lane_R0.100,100000.0,3,0.033157441360114843
rodin6lane_R0.100,310723.25059538614,1,0.20217913733402262
rodin6lane_R0.100,310723.25059538614,2,0.03662689903514863
rodin6lane_R0.100,310723.25059538614,3,0.01067292019591364
