geometry,length_m,Rdc_ohm,L_crude_H,skin_depth_at_f0_m,Rac_factor_at_f0
sawbowl_curved,4.97285900922184,0.10915748637369817,8.849744219066601e-06,6.608284962821108e-05,4.0508195329082755
sawbowl_chord,4.493228207197632,0.09862927862856122,7.905045175521416e-06,6.608284962821108e-05,4.0508195329082755
rodin6lane,7.519378780722109,0.16505524996249352,1.400338898043838e-05,6.608284962821108e-05,4.0508195329082755
