a_mid,A_local,A_local_minus_Areq,rel_dE,mask_plateau_0p01,mask_plateau_0p02,mask_plateau_0p04,mask_plateau_0p06,mask_plateau_0p08,mask_plateau_0p10,mask_plateau_0p12,mask_plateau_0p14,mask_plateau_0p16
0.03720933604843792,0.12044841243953347,0.0408709408935858,0.04664358061334143,0,0,1,1,1,1,1,1,1
0.041106766327116344,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.045412426485451456,0.19947242773677035,0.11989495619082267,0.08102487688839763,0,0,0,1,1,1,1,1,1
0.05016907588608183,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.055423952650267984,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.061229242778046596,0.1594689519258897,0.07989148037994202,0.070486815678066,0,0,0,0,1,1,1,1,1
0.06764259840559828,0.1327803072958426,0.053202835749894914,0.06314076893957128,0,0,0,0,1,1,1,1,1
0.07472771034662501,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.08255494060362589,0.11370028207764792,0.03412281053170024,0.057711637739881604,0,0,0,0,0,1,1,1,1
0.09120202113051899,0.09937574968385146,0.019798278137903788,0.053530148395617594,0,0,0,0,0,1,1,1,1
0.10075482578599675,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.11130822314385685,0.0882216314378134,0.008644159891865733,0.05020955003506779,0,0,0,0,0,0,1,1,1
0.12296701862953913,0.07928688349759672,-0.00029058804835095653,0.04750997410278335,0,0,0,0,0,0,0,1,1
0.13584699533919337,0.13782274740108885,0.05824527585514118,0.08670495408366584,0,0,0,0,0,0,0,1,1
0.15007606387761696,0.06067798040134668,-0.018899491144600995,0.04179679922670834,0,0,0,0,0,0,0,0,1
0.16579553263406246,0.05623141648569748,-0.02334605506025019,0.0404234442134351,0,0,0,0,0,0,0,0,0
0.18316151111098125,0.101355780170486,0.021778308624538334,0.07593171037523296,0,0,0,0,0,0,0,0,0
0.20234646024211203,0.08931790257487829,0.009740431028930616,0.07241176119994382,0,0,0,0,0,0,0,0,0
0.22354090509606997,0.04315512371792308,-0.036422347828024594,0.037717919299297575,0,0,0,0,0,0,0,0,0
0.24695532697423667,0.10841408984032201,0.02883661829437434,0.09846881024389666,0,0,0,0,0,0,0,0,0
0.2728222536933101,0.06530864980386347,-0.0142688217420842,0.06579651803266583,0,0,0,0,0,0,0,0,0
0.301398568811038,0.06424701862842853,-0.015330452917519138,0.06928571506817935,0,0,0,0,0,0,0,0,0
0.3329680627279765,0.07658515692153937,-0.0029923146244082988,0.08873990332805777,0,0,0,0,0,0,0,0,0
